concept,n_concept,n_concept_list,category,concept_eng,list,exemplar,count,avg_rank_order,dominance,min_rank,max_rank,first_occur,availability_montefinese,availability,outliers,exemplar_string,classif,llama3.1,llama3.2,mistral,llava,idefics2,nemo,mixtral,llama3.1-70b
giornale,80,13,HOBBIES,newspaper,8,GIORNALE_sportivo,11,2.909090909090909,0.34375,1,8,0.125,0.2436018467295636,0.2197766301807254,False,giornale sportivo,medium_exemplars,5.874969959259033,6.0217390060424805,8.150565147399902,7.126736164093018,4.934963226318359,6.943585395812988,9.41714859008789,5.822591304779053
giornale,80,13,HOBBIES,newspaper,8,GIORNALE_settimanale,14,2.785714285714286,0.4375,2,5,0.0,0.3238736546543823,0.1803028277579766,False,giornale settimanale,medium_exemplars,5.684772968292236,5.793625354766846,7.2499847412109375,6.387569427490234,4.349777221679688,6.806532859802246,8.529247283935547,5.526785373687744
giornale,80,13,HOBBIES,newspaper,8,GIORNALE_rivista,9,2.666666666666667,0.28125,1,5,0.03125,0.183271821014658,0.130078903421301,False,rivista,medium_exemplars,5.984123706817627,6.2594194412231445,9.147308349609377,7.056498527526856,5.071000099182129,7.8357391357421875,10.658073425292969,5.7078962326049805
giornale,80,13,HOBBIES,newspaper,8,GIORNALE_mensile,10,3.9,0.3125,2,7,0.0,0.1614025992246324,0.121414767475113,False,giornale mensile,medium_exemplars,5.880033493041992,6.119720458984375,8.18542194366455,6.938385009765625,4.889865875244141,7.437460899353027,9.413921356201172,5.903538703918457
giornale,80,13,HOBBIES,newspaper,8,GIORNALE_periodico,6,3.333333333333333,0.1875,1,6,0.03125,0.0822880823885549,0.0822880823885549,False,giornale periodico,medium_exemplars,5.912850379943848,6.045199871063232,8.1832914352417,6.850965976715088,5.041466236114502,7.188054084777832,9.072001457214355,5.842283248901367
giornale,80,13,HOBBIES,newspaper,8,GIORNALE_di gossip,6,3.0,0.1875,2,5,0.0,0.084461436149124,0.0713494772279882,False,giornale di gossip,medium_exemplars,5.993276119232178,6.173352718353272,8.032855033874512,7.1021599769592285,5.00098180770874,7.188307285308838,9.766093254089355,5.948195457458496
giornale,80,13,HOBBIES,newspaper,8,GIORNALE_di moda,4,3.25,0.125,1,6,0.03125,0.0454146105474022,0.0592905289341197,False,giornale di moda,medium_exemplars,5.880207538604736,5.997112274169922,7.832189083099365,6.75598669052124,4.7128424644470215,6.8157958984375,9.12880802154541,5.8706254959106445
giraffa,81,9,ANIMALS,giraffe,11,GIRAFFA_africana,4,1.0,0.125,1,1,0.125,0.125,0.125,False,giraffa africana,few_exemplars,5.827998638153076,5.875402450561523,7.730438232421875,6.586129665374756,4.672382831573486,6.037788391113281,9.204143524169922,5.663466930389404
giraffa,81,9,ANIMALS,giraffe,11,GIRAFFA_reticolata,5,2.4,0.15625,1,5,0.0625,0.0931125150596504,0.0931125150596504,False,giraffa reticolata,few_exemplars,5.733019828796387,5.8655314445495605,7.938087940216064,6.597800254821777,5.245267868041992,5.290871620178223,9.811009407043455,5.462316513061523
girasole,82,2,PLANTS,sunflower,12,GIRASOLE_giallo,8,1.125,0.25,1,2,0.21875,0.2412484844150604,0.2218830888663376,False,girasole giallo,few_exemplars,5.829631328582764,6.030483722686768,7.680624961853027,6.48561954498291,4.728257656097412,6.3048505783081055,8.782246589660645,5.47687578201294
giubotto,83,15,CLOTHES,vest,9,GIUBOTTO_bomber,10,2.3,0.3125,1,6,0.15625,0.2411674512795232,0.2118799726393286,False,bomber,many_exemplars,6.405153751373291,6.588027477264404,8.834441184997559,7.353792190551758,5.53434944152832,8.531828880310059,10.634918212890623,5.834919452667236
giubotto,83,15,CLOTHES,vest,9,GIUBOTTO_piumino,10,3.4,0.3125,1,9,0.0625,0.1936718598824565,0.1850600038263669,False,piumino,many_exemplars,6.30493688583374,6.486339092254639,8.836886405944824,7.644608497619629,5.8385515213012695,7.504883766174316,9.606683731079102,5.844437599182129
giubotto,83,15,CLOTHES,vest,9,GIUBOTTO_di pelle,8,1.75,0.25,1,4,0.125,0.2041570963662479,0.1716854970251731,False,giubotto di pelle,many_exemplars,6.399182319641113,6.46696662902832,8.603511810302734,7.6233811378479,5.378049850463867,7.839993476867676,8.571829795837402,5.742122650146484
giubotto,83,15,CLOTHES,vest,9,GIUBOTTO_gilet,8,3.75,0.25,1,8,0.03125,0.119725963396856,0.119725963396856,False,gilet,many_exemplars,6.398716926574707,6.652705192565918,8.625797271728516,7.215068340301514,5.234466075897217,8.090554237365723,10.998006820678713,5.96713924407959
giubotto,83,15,CLOTHES,vest,9,GIUBOTTO_smanicato,6,3.0,0.1875,1,6,0.0625,0.0984023587172371,0.0984023587172371,False,giubotto smanicato,many_exemplars,6.197879314422607,6.363404750823975,8.203267097473145,7.293806076049805,5.364840030670166,7.235672950744629,8.741445541381836,5.733737468719482
giubotto,83,15,CLOTHES,vest,9,GIUBOTTO_giacca a vento,5,3.6,0.15625,1,8,0.0625,0.0760862199142241,0.0902267239699546,False,giacca a vento,many_exemplars,6.263107299804688,6.451940536499023,8.600128173828125,7.315228462219238,5.52046012878418,7.419326782226562,9.531246185302734,5.727367401123047
giubotto,83,15,CLOTHES,vest,9,GIUBOTTO_imbottito,6,2.5,0.1875,1,4,0.0625,0.1104049935222173,0.0900278684751627,False,giubotto imbottito,many_exemplars,6.090688228607178,6.407045364379883,7.722712993621826,6.844517230987549,4.992173194885254,6.623119831085205,8.717347145080566,5.620662212371826
giubotto,83,15,CLOTHES,vest,9,GIUBOTTO_impermeabile,6,3.333333333333333,0.1875,1,6,0.03125,0.0839811874220524,0.0839811874220524,False,giubotto impermeabile,many_exemplars,6.185558795928955,6.41136360168457,8.509986877441406,7.206358432769775,5.2566094398498535,6.962326049804688,8.83537769317627,5.687896251678467
giubotto,83,15,CLOTHES,vest,9,GIUBOTTO_antiproiettile,4,2.75,0.125,1,6,0.0625,0.0699203891911932,0.0780868089002286,False,giubotto antiproiettile,many_exemplars,6.112790107727051,6.521820068359375,8.221845626831055,7.065287590026856,4.994202136993408,6.215414047241211,8.064252853393555,5.696528911590576
giubotto,83,15,CLOTHES,vest,9,GIUBOTTO_lungo,6,5.0,0.1875,3,10,0.0,0.043192948092098,0.0776270107416181,False,giubotto lungo,many_exemplars,6.23093843460083,6.326364994049072,7.687636375427246,7.0893168449401855,4.96742057800293,7.449399948120117,9.108799934387209,5.831506252288818
giubotto,83,15,CLOTHES,vest,9,GIUBOTTO_chiodo,5,2.4,0.15625,2,4,0.0,0.0759060164687725,0.0612029664114515,False,chiodo,many_exemplars,6.501011371612549,6.606611251831055,9.03276252746582,7.644829750061035,5.457389831542969,8.079915046691895,10.754003524780272,6.050350666046143
giubotto,83,15,CLOTHES,vest,9,GIUBOTTO_invernale,5,3.8,0.15625,1,6,0.03125,0.0516089001368291,0.0596616832491873,False,giubotto invernale,many_exemplars,6.084675312042236,6.352648735046387,8.040769577026367,7.093563079833984,5.16799783706665,6.758891105651856,9.517348289489746,5.660040855407715
giubotto,83,15,CLOTHES,vest,9,GIUBOTTO_corto,4,3.25,0.125,2,4,0.0,0.0275278684751627,0.0275278684751627,False,giubotto corto,many_exemplars,6.2791428565979,6.396848678588867,8.300542831420898,7.5385284423828125,5.455936431884766,7.397961139678955,9.57497501373291,5.871685028076172
gomma,84,13,STATIONERY,rubber,10,GOMMA_da masticare,25,1.32,0.78125,1,2,0.53125,0.758403859839077,0.556314710930701,False,gomma da masticare,few_exemplars,6.190410614013672,6.270737648010254,7.290351390838623,6.178413391113281,4.885193824768066,6.434475898742676,7.693889141082764,5.728268146514893
gomma,84,13,STATIONERY,rubber,10,GOMMA_da cancellare,24,2.041666666666667,0.75,1,3,0.15625,0.6773522172792302,0.3036822207582661,False,gomma da cancellare,few_exemplars,6.11667013168335,6.206070423126221,7.342916488647461,6.304423332214356,4.983470916748047,6.720802307128906,8.470073699951172,5.76013708114624
gomma,84,13,STATIONERY,rubber,10,GOMMA_pneumatico,13,2.846153846153846,0.40625,2,4,0.0,0.287463670859921,0.1115456047712526,False,pneumatico,few_exemplars,5.681697845458984,6.169697284698486,7.473257064819336,6.471432685852051,4.679116249084473,6.489047050476074,8.70120906829834,5.581236839294434
gomma,84,13,STATIONERY,rubber,10,GOMMA_pane,6,2.5,0.1875,1,4,0.0625,0.1104049935222173,0.0900278684751627,False,gomma pane,few_exemplars,6.106029510498047,6.3892998695373535,7.562474727630615,6.623950958251953,5.010193824768066,6.6808390617370605,8.887805938720703,5.988574028015137
gomma,84,13,STATIONERY,rubber,10,GOMMA_piuma,4,3.25,0.125,1,5,0.03125,0.0425828149169961,0.0498458957773361,False,gommapiuma,few_exemplars,6.2432732582092285,6.480544090270996,7.716686248779297,6.689881801605225,5.164953231811523,6.359419822692871,8.416887283325195,5.895670413970947
gonna,85,14,CLOTHES,skirt,5,GONNA_mini,28,1.75,0.875,1,4,0.53125,0.824069899069396,0.625696029568963,False,minigonna,many_exemplars,6.492190837860107,6.912219047546387,9.90890121459961,8.450769424438477,7.252521991729736,8.890275955200195,9.748859405517578,5.8715009689331055
gonna,85,14,CLOTHES,skirt,5,GONNA_lunga,25,1.92,0.78125,1,6,0.28125,0.7187322056791671,0.558475616033108,False,gonna lunga,many_exemplars,6.699557304382324,6.695457458496094,9.137558937072754,7.726828575134277,6.230259895324707,9.552824020385742,11.896960258483888,6.407126426696777
gonna,85,14,CLOTHES,skirt,5,GONNA_di jeans,9,5.222222222222222,0.28125,2,12,0.0,0.1084434570216746,0.1351026662885808,False,gonna di jeans,many_exemplars,6.904872894287109,6.927160739898682,9.64813995361328,8.499123573303223,6.852870464324951,8.974884986877441,12.581621170043944,6.583255767822266
gonna,85,14,CLOTHES,skirt,5,GONNA_corta,9,2.0,0.28125,1,3,0.0625,0.2148778928584006,0.1182406729481523,False,gonna corta,many_exemplars,6.711777687072754,6.8758978843688965,9.229883193969728,8.131085395812988,6.51366138458252,9.211443901062012,12.716785430908203,6.508753299713135
gonna,85,14,CLOTHES,skirt,5,GONNA_a tubino,8,6.0,0.25,2,11,0.0,0.0705409286767054,0.0961726557216774,False,gonna a tubino,many_exemplars,6.8292412757873535,6.922128677368164,9.414030075073242,8.1941556930542,6.770827770233154,9.578840255737305,12.030817031860352,6.5837602615356445
gonna,85,14,CLOTHES,skirt,5,GONNA_di pelle,6,4.666666666666667,0.1875,3,11,0.0,0.0533989395349277,0.0936644349492404,False,gonna di pelle,many_exemplars,6.859821796417236,6.8054280281066895,10.022430419921877,8.724498748779297,6.686110496520996,9.725298881530762,12.175759315490724,6.341124534606934
gonna,85,14,CLOTHES,skirt,5,GONNA_midi,5,3.4,0.15625,2,7,0.0,0.0593135404553698,0.0769266441151062,False,gonna midi,many_exemplars,6.817173004150391,6.9851393699646,9.255545616149902,8.141300201416016,6.630661010742188,10.113398551940918,12.483227729797363,6.586110591888428
gonna,85,14,CLOTHES,skirt,5,GONNA_al ginocchio,7,3.428571428571428,0.21875,2,5,0.0,0.0935454920088892,0.064900765813577,False,gonna al ginocchio,many_exemplars,6.670748233795166,6.725047588348389,8.943413734436035,7.860591888427734,6.302343845367432,9.250256538391112,11.049880027770996,6.425142765045166
gonna,85,14,CLOTHES,skirt,5,GONNA_a ruota,5,4.8,0.15625,1,8,0.03125,0.0458282710510387,0.0633285294190145,False,gonna a ruota,many_exemplars,6.787110328674316,6.867696762084961,9.56707763671875,8.34979248046875,6.627546787261963,9.225637435913086,13.698787689208984,6.517385959625244
gonna,85,14,CLOTHES,skirt,5,GONNA_a balze,5,5.4,0.15625,1,9,0.03125,0.0398870832312305,0.0605643191557289,False,gonna a balze,many_exemplars,6.9736433029174805,6.998356342315674,9.848978996276855,8.469874382019043,7.163887023925781,9.493146896362305,12.71138858795166,6.736820220947266
gonna,85,14,CLOTHES,skirt,5,GONNA_con spacco,7,4.857142857142857,0.21875,3,7,0.0,0.0569974563135522,0.0569974563135522,False,gonna con spacco,many_exemplars,6.845388412475586,6.866064071655273,9.938849449157717,8.545293807983398,7.012159824371338,9.45096492767334,13.568341255187988,6.612249374389648
gonna,85,14,CLOTHES,skirt,5,GONNA_tutù,4,4.5,0.125,3,7,0.0,0.0152580672738873,0.0389122489951036,False,tutù,many_exemplars,6.481448173522949,6.619339942932129,9.37010669708252,8.263976097106934,6.15968132019043,8.597293853759766,10.192980766296388,6.059167861938477
gonna,85,14,CLOTHES,skirt,5,GONNA_kilt,5,10.0,0.15625,5,13,0.0,0.0036869521012339,0.0330957763430658,False,kilt,many_exemplars,6.461299419403076,6.729836940765381,9.134061813354492,8.126935958862305,5.937034130096436,9.458758354187012,10.38462734222412,6.030989170074463
gonna,85,14,CLOTHES,skirt,5,GONNA_a pieghe,4,6.0,0.125,5,9,0.0,0.0044343058886465,0.0328177859956238,False,gonna a pieghe,many_exemplars,6.729051113128662,6.9509100914001465,9.1549711227417,8.14827823638916,6.426774024963379,8.65254020690918,13.563486099243164,6.366115093231201
gonna,85,14,CLOTHES,skirt,5,GONNA_a campana,4,5.5,0.125,3,7,0.0,0.0084106768931971,0.0268440874646771,False,gonna a campana,many_exemplars,6.548535346984863,6.6786956787109375,9.412761688232422,8.02936840057373,6.850842475891113,9.011399269104004,12.695967674255373,6.308101177215576
graffetta,86,7,STATIONERY,clip,12,GRAFFETTA_di metallo,11,1.090909090909091,0.34375,1,2,0.3125,0.3373291750782292,0.3156330888663376,False,graffetta di metallo,medium_exemplars,5.921298503875732,6.201961994171143,8.447148323059082,7.340050220489502,5.340490818023682,7.0076751708984375,8.794916152954102,5.681213855743408
graffetta,86,7,STATIONERY,clip,12,GRAFFETTA_fermacarte,7,2.0,0.21875,1,4,0.09375,0.1607614725664894,0.1326622489951036,False,fermacarte,medium_exemplars,6.4289631843566895,6.521681785583496,9.1365327835083,7.83647871017456,6.298640727996826,7.760440826416016,9.908210754394531,6.079588890075684
graffetta,86,7,STATIONERY,clip,12,GRAFFETTA_di plastica,5,1.4,0.15625,1,2,0.09375,0.1289190543004347,0.1000161777326752,False,graffetta di plastica,medium_exemplars,5.807654857635498,6.093041896820068,8.009421348571777,6.964320659637451,5.226228713989258,7.001476287841797,8.256380081176758,5.506923675537109
graffetta,86,7,STATIONERY,clip,12,GRAFFETTA_per spillatrice,4,2.0,0.125,1,4,0.0625,0.0801505582526161,0.0801505582526161,False,graffetta per spillatrice,medium_exemplars,6.19276762008667,6.406292915344238,8.511064529418945,7.534214496612549,5.591310977935791,6.887146949768066,8.895007133483887,5.820340156555176
graffetta,86,7,STATIONERY,clip,12,GRAFFETTA_grande,4,2.5,0.125,1,4,0.03125,0.0556447796088251,0.0556447796088251,False,graffetta grande,medium_exemplars,6.063938617706299,6.251230716705322,8.415275573730469,7.590298175811768,5.676787853240967,7.527568340301514,9.094060897827148,5.8414716720581055
graffetta,86,7,STATIONERY,clip,12,GRAFFETTA_piccola,4,3.5,0.125,2,6,0.0,0.0328441954738787,0.0504501464936378,False,graffetta piccola,medium_exemplars,5.997597217559815,6.177099704742432,7.967626094818115,7.137471675872803,5.472721099853516,6.944816112518311,9.304418563842772,5.769108295440674
graffetta,86,7,STATIONERY,clip,12,GRAFFETTA_per tessuti,5,2.8,0.15625,2,4,0.0,0.0605267602545286,0.0456564703513127,False,graffetta per tessuti,medium_exemplars,6.109177112579346,6.35206413269043,8.430421829223633,7.331212997436523,5.377458572387695,7.122000694274902,8.478909492492676,5.72219181060791
guanti,87,2,CLOTHES,gloves,6,GUANTI_da sci,9,1.777777777777778,0.28125,1,5,0.15625,0.236470202177875,0.2121366703169897,False,guanti da sci,many_exemplars,6.390217781066895,6.503637313842773,9.79575252532959,8.32912826538086,6.273257732391357,8.27835750579834,9.98304271697998,5.889152526855469
guanti,87,2,CLOTHES,gloves,6,GUANTI_di gomma,8,1.75,0.25,1,5,0.1875,0.2120936351036169,0.200527987909433,False,guanti di gomma,many_exemplars,5.964247703552246,6.124263286590576,8.182689666748047,7.217797756195068,4.970891952514648,7.03954553604126,8.759078025817871,5.814589500427246
guanti,87,2,CLOTHES,gloves,6,GUANTI_di pelle,12,3.333333333333333,0.375,1,7,0.03125,0.2458289218964362,0.1868447038977436,False,guanti di pelle,many_exemplars,6.040911674499512,6.303609848022461,8.93881607055664,7.751863956451416,5.292991638183594,8.44566822052002,10.015233039855955,5.8580322265625
guanti,87,2,CLOTHES,gloves,6,GUANTI_senza dita,8,3.25,0.25,1,6,0.09375,0.1431753282293887,0.125431622781531,False,guanti senza dita,many_exemplars,5.98130464553833,6.355862140655518,8.173593521118164,7.2681565284729,5.258098602294922,6.801222801208496,8.9970121383667,5.753955841064453
guanti,87,2,CLOTHES,gloves,6,GUANTI_di lattice,12,4.25,0.375,2,6,0.0,0.2001284789952029,0.1071366623260065,False,guanti di lattice,many_exemplars,6.163149833679199,6.422204971313477,9.115704536437988,7.609103679656982,5.726583003997803,7.830376625061035,9.406512260437012,5.96900749206543
guanti,87,2,CLOTHES,gloves,6,GUANTI_da moto,6,2.666666666666667,0.1875,1,6,0.03125,0.106019650666503,0.106019650666503,False,guanti da moto,many_exemplars,6.337285995483398,6.45175838470459,9.116494178771973,7.717944622039795,5.46962308883667,8.400514602661133,9.39432430267334,6.0138373374938965
guanti,87,2,CLOTHES,gloves,6,GUANTI_da lavoro,7,3.714285714285714,0.21875,1,7,0.0625,0.1020620073518329,0.1020620073518329,False,guanti da lavoro,many_exemplars,5.9852705001831055,6.180983543395996,8.312199592590332,7.146826267242432,5.042647838592529,7.3981781005859375,9.0740385055542,5.666483879089356
guanti,87,2,CLOTHES,gloves,6,GUANTI_da neve,4,2.0,0.125,1,5,0.09375,0.0952055046944494,0.0968830888663376,False,guanti da neve,many_exemplars,6.110666275024414,6.338983535766602,8.876749038696289,7.5766448974609375,5.500709533691406,7.395491600036621,9.270116806030272,5.893233299255371
guanti,87,2,CLOTHES,gloves,6,GUANTI_medicali,5,3.6,0.15625,2,8,0.0,0.0555170843914166,0.08052569295884,False,guanti medicali,many_exemplars,6.3545451164245605,6.4088335037231445,9.20277500152588,7.806486129760742,6.29237699508667,7.825856208801269,9.231881141662598,5.913039207458496
guanti,87,2,CLOTHES,gloves,6,GUANTI_antitaglio,5,3.0,0.15625,1,5,0.0625,0.0786610767757706,0.0786610767757706,False,guanti antitaglio,many_exemplars,6.188941478729248,6.365006446838379,8.600522994995117,7.203835487365723,5.6038970947265625,7.9673662185668945,9.56110954284668,5.939241886138916
guanti,87,2,CLOTHES,gloves,6,GUANTI_da giardinaggio,8,3.5,0.25,2,5,0.0,0.1192720175532337,0.0757234827870365,False,guanti da giardinaggio,many_exemplars,5.9778733253479,6.235923767089844,8.18745231628418,6.922211647033691,5.175626277923584,7.041253089904785,8.58240795135498,5.73876428604126
guanti,87,2,CLOTHES,gloves,6,GUANTI_di lana,8,2.75,0.25,2,4,0.0,0.1439483668910112,0.0736623824500092,False,guanti di lana,many_exemplars,6.224764823913574,6.46231746673584,8.65400505065918,7.507638454437256,5.576568603515625,8.138426780700684,10.029131889343262,6.0075364112854
guanti,87,2,CLOTHES,gloves,6,GUANTI_da boxe,5,6.2,0.15625,2,10,0.0,0.0248794749382871,0.0538207762471367,False,guanti da boxe,many_exemplars,6.000406742095947,6.322133541107178,9.110119819641112,7.668959617614746,5.536153316497803,7.425826549530029,8.85738468170166,5.875533103942871
guanti,87,2,CLOTHES,gloves,6,GUANTI_da cucina,4,3.25,0.125,1,5,0.03125,0.0425828149169961,0.0498458957773361,False,guanti da cucina,many_exemplars,5.98119068145752,6.153197765350342,8.678934097290039,7.38162899017334,5.074171543121338,7.153923988342285,9.002284049987793,5.651026725769043
guanti,87,2,CLOTHES,gloves,6,GUANTI_di seta,4,3.25,0.125,2,4,0.0,0.0275278684751627,0.0275278684751627,False,guanti di seta,many_exemplars,6.097774505615234,6.27837610244751,8.460927963256836,7.5146403312683105,5.5083513259887695,7.6680588722229,9.78525733947754,6.033851623535156
insalata,88,2,FOODS,salad,3,INSALATA_iceberg,18,3.166666666666667,0.5625,1,7,0.1875,0.4366264608080093,0.3219548109734636,False,iceberg,many_exemplars,6.374410629272461,6.369030952453613,8.4978609085083,7.489972114562988,5.341449737548828,8.368563652038574,9.460731506347656,5.717751502990723
insalata,88,2,FOODS,salad,3,INSALATA_russa,11,4.181818181818182,0.34375,1,17,0.21875,0.2511385986900265,0.2661227980931344,False,insalata russa,many_exemplars,5.678730010986328,5.84117603302002,7.346310615539551,6.033501625061035,4.433624744415283,5.985273838043213,8.536410331726074,5.671473026275635
insalata,88,2,FOODS,salad,3,INSALATA_mista,10,3.4,0.3125,1,15,0.125,0.2220580219566615,0.2418427039059748,False,insalata mista,many_exemplars,5.708645343780518,5.796903610229492,6.971635341644287,5.865409851074219,4.081892967224121,5.968888282775879,8.876827239990234,5.599075794219971
insalata,88,2,FOODS,salad,3,INSALATA_lattuga,14,3.0,0.4375,1,7,0.0625,0.3173705778050909,0.2339633014717857,False,lattuga,many_exemplars,5.913946151733398,6.166964054107666,8.046855926513672,6.645667552947998,4.806073188781738,6.945455551147461,9.00645923614502,5.555513381958008
insalata,88,2,FOODS,salad,3,INSALATA_rucola,17,4.588235294117647,0.53125,1,9,0.03125,0.3284699962567059,0.2175881395164162,False,rucola,many_exemplars,5.868305206298828,6.1605072021484375,8.041935920715332,7.1300435066223145,5.086241722106934,6.625927925109863,8.884407043457031,5.507575988769531
insalata,88,2,FOODS,salad,3,INSALATA_riccia,10,3.3,0.3125,1,8,0.03125,0.19399882969029,0.1744788863037898,False,insalata riccia,many_exemplars,5.82565450668335,6.046145915985107,7.44830322265625,6.244486331939697,4.467752933502197,6.375525951385498,8.877239227294922,5.626654148101807
insalata,88,2,FOODS,salad,3,INSALATA_indivia,8,4.875,0.25,3,12,0.0,0.09330811716785,0.1277039707154858,False,indivia,many_exemplars,6.184131145477295,6.480564117431641,9.009193420410156,7.2515034675598145,5.5922393798828125,7.777124881744385,8.72702693939209,5.90364408493042
insalata,88,2,FOODS,salad,3,INSALATA_caesar salad,5,5.8,0.15625,2,20,0.0,0.0626490430718279,0.1107248240778972,False,caesar salad,many_exemplars,5.92172384262085,6.0522003173828125,7.120992660522461,6.326226711273193,4.497090816497803,6.1237874031066895,8.41014575958252,5.744527816772461
insalata,88,2,FOODS,salad,3,INSALATA_romana,8,2.875,0.25,1,5,0.03125,0.1448978823171861,0.1048047481639617,False,insalata romana,many_exemplars,5.745296955108643,5.840256690979004,7.526738166809082,6.025446891784668,4.236701488494873,6.8007636070251465,8.91908073425293,5.633769035339356
insalata,88,2,FOODS,salad,3,INSALATA_radicchio,8,5.875,0.25,2,11,0.0,0.0673431969900677,0.0945802421967022,False,radicchio,many_exemplars,5.8365020751953125,5.983747482299805,7.641410827636719,6.6153645515441895,4.716080665588379,6.437129020690918,8.73731803894043,5.550327777862549
insalata,88,2,FOODS,salad,3,INSALATA_greca,4,7.75,0.125,1,21,0.03125,0.0460815961029417,0.0779125330217403,False,insalata greca,many_exemplars,5.695969104766846,5.848615646362305,7.458789825439453,5.923733234405518,4.279575824737549,6.162292003631592,9.087145805358888,5.589854717254639
insalata,88,2,FOODS,salad,3,INSALATA_di riso,5,7.8,0.15625,2,16,0.0,0.0330706667478741,0.0769225814600201,False,insalata di riso,many_exemplars,5.639766216278076,5.763425827026367,7.007481098175049,5.850452423095703,4.083717346191406,5.860218524932861,8.384334564208984,5.729063987731934
insalata,88,2,FOODS,salad,3,INSALATA_valeriana,9,4.888888888888889,0.28125,2,7,0.0,0.1010188500955614,0.0751205249580711,False,valeriana,many_exemplars,6.2748847007751465,6.254527568817139,8.587358474731445,7.16706657409668,5.2003045082092285,7.274340629577637,10.813838958740234,5.864658832550049
insalata,88,2,FOODS,salad,3,INSALATA_di pollo,4,5.25,0.125,2,12,0.0,0.0304972401950195,0.0673807822791856,False,insalata di pollo,many_exemplars,5.663895130157471,5.832046508789063,7.033089637756348,5.89252233505249,4.168252468109131,5.871730327606201,8.177942276000977,5.613321781158447
insalata,88,2,FOODS,salad,3,INSALATA_misticanza,4,6.75,0.125,1,11,0.03125,0.0327516284832213,0.0507801145785111,False,misticanza,many_exemplars,6.12255859375,6.302434921264648,7.618868350982666,6.750255584716797,5.0434441566467285,6.715117454528809,8.717222213745117,5.68887996673584
insalata,88,2,FOODS,salad,3,INSALATA_scarola,5,4.6,0.15625,4,7,0.0,0.0232636826084269,0.0427126850387192,False,scarola,many_exemplars,6.243792533874512,6.324446201324463,8.613615036010742,7.316242218017578,5.376773834228516,6.91467809677124,8.856247901916504,5.871212959289551
insalata,88,2,FOODS,salad,3,INSALATA_songino,5,4.8,0.15625,4,5,0.0,0.0181002633332535,0.0181002633332535,False,songino,many_exemplars,6.501483917236328,6.62396764755249,9.601887702941896,7.787193775177002,5.711211204528809,8.496620178222656,9.519797325134276,6.428950309753418
lampada,89,9,FURNISHINGS/FITTINGS,lamp,2,LAMPADA_a led,12,3.083333333333333,0.375,1,8,0.125,0.2639668090600931,0.229442796514635,False,lampada a led,many_exemplars,6.000545024871826,6.248912811279297,7.527073860168457,6.9954514503479,4.968528747558594,7.467353343963623,9.307665824890137,5.759851932525635
lampada,89,9,FURNISHINGS/FITTINGS,lamp,2,LAMPADA_abat jour,9,2.555555555555556,0.28125,1,8,0.125,0.2068355506902848,0.200989518448716,False,abat jour,many_exemplars,6.39269495010376,6.4894843101501465,9.562156677246094,7.485709190368652,6.168133735656738,8.310199737548828,9.936556816101074,5.781209945678711
lampada,89,9,FURNISHINGS/FITTINGS,lamp,2,LAMPADA_da tavolo,8,2.75,0.25,1,6,0.0625,0.1575988286073315,0.1378575865614201,False,lampada da tavolo,many_exemplars,5.708635330200195,6.064580917358398,7.323025703430176,6.500462055206299,4.486425399780273,7.680044651031494,8.379301071166992,5.40047025680542
lampada,89,9,FURNISHINGS/FITTINGS,lamp,2,LAMPADA_da muro,6,1.666666666666667,0.1875,1,3,0.125,0.1499074400677821,0.1312661777326752,False,lampada da muro,many_exemplars,5.939492702484131,6.333349704742432,7.621331214904785,6.820430755615234,4.7307963371276855,7.572544574737549,9.410664558410645,5.759119987487793
lampada,89,9,FURNISHINGS/FITTINGS,lamp,2,LAMPADA_rio,9,2.444444444444445,0.28125,1,4,0.0625,0.1958394613206382,0.1299691441441268,False,lampadario,many_exemplars,6.029321670532227,6.248178005218506,8.076007843017578,6.798563003540039,4.884352684020996,6.938348770141602,9.81228733062744,5.562531471252441
lampada,89,9,FURNISHINGS/FITTINGS,lamp,2,LAMPADA_a incandescenza,6,2.333333333333333,0.1875,1,6,0.09375,0.1290644228223201,0.1290644228223201,False,lampada a incandescenza,many_exemplars,5.659415245056152,6.000325679779053,7.253564834594727,6.437873840332031,4.585896968841553,6.162845611572266,8.378487586975098,5.39349365234375
lampada,89,9,FURNISHINGS/FITTINGS,lamp,2,LAMPADA_alogena,6,1.666666666666667,0.1875,1,3,0.09375,0.1456589478780739,0.1166728869525284,False,lampada alogena,many_exemplars,5.836277484893799,6.163148403167725,7.887484550476074,6.946066379547119,4.840730667114258,6.234246253967285,8.808974266052246,5.648048400878906
lampada,89,9,FURNISHINGS/FITTINGS,lamp,2,LAMPADA_da scrivania,6,2.0,0.1875,1,3,0.0625,0.126862667911965,0.088555975818866,False,lampada da scrivania,many_exemplars,5.871096611022949,6.10292387008667,7.513621807098389,6.710524559020996,4.712907314300537,6.534968852996826,9.054344177246094,5.515655994415283
lampada,89,9,FURNISHINGS/FITTINGS,lamp,2,LAMPADA_da comodino,6,4.666666666666667,0.1875,2,10,0.0,0.0550587322310721,0.0873122322415672,False,lampada da comodino,many_exemplars,5.798892498016357,6.259852409362793,7.856821060180664,6.848491668701172,5.042886734008789,7.008856773376465,9.055411338806152,5.4879961013793945
