concept	n_concept	n_concept_list	category	concept_eng	list	exemplar	count	avg_rank_order	dominance	min_rank	max_rank	first_occur	availability_montefinese	availability	outliers	exemplar_string
INSALATA	88	2	FOODS	salad	3	INSALATA_di pollo	4	5.25	0.125	2	12	0.0	0.03049724019501952	0.06738078227918563	False	insalata di pollo
INSALATA	88	2	FOODS	salad	3	INSALATA_di riso	5	7.8	0.15625	2	16	0.0	0.03307066674787411	0.07692258146002014	False	insalata di riso
INSALATA	88	2	FOODS	salad	3	INSALATA_greca	4	7.75	0.125	1	21	0.03125	0.04608159610294174	0.07791253302174034	False	insalata greca
INSALATA	88	2	FOODS	salad	3	INSALATA_iceberg	18	3.166666666666667	0.5625	1	7	0.1875	0.4366264608080093	0.3219548109734636	False	iceberg
INSALATA	88	2	FOODS	salad	3	INSALATA_indivia	8	4.875	0.25	3	12	0.0	0.09330811716785004	0.1277039707154858	False	indivia
INSALATA	88	2	FOODS	salad	3	INSALATA_lattuga	14	3.0	0.4375	1	7	0.0625	0.3173705778050909	0.2339633014717857	False	lattuga
INSALATA	88	2	FOODS	salad	3	INSALATA_mista	10	3.4	0.3125	1	15	0.125	0.2220580219566615	0.2418427039059748	False	insalata mista
INSALATA	88	2	FOODS	salad	3	INSALATA_misticanza	4	6.75	0.125	1	11	0.03125	0.03275162848322139	0.05078011457851115	False	misticanza
INSALATA	88	2	FOODS	salad	3	INSALATA_radicchio	8	5.875	0.25	2	11	0.0	0.06734319699006772	0.09458024219670227	False	radicchio
INSALATA	88	2	FOODS	salad	3	INSALATA_riccia	10	3.3	0.3125	1	8	0.03125	0.19399882969029	0.1744788863037898	False	insalata riccia
INSALATA	88	2	FOODS	salad	3	INSALATA_romana	8	2.875	0.25	1	5	0.03125	0.1448978823171861	0.1048047481639617	False	insalata romana
INSALATA	88	2	FOODS	salad	3	INSALATA_rucola	17	4.588235294117647	0.53125	1	9	0.03125	0.3284699962567059	0.2175881395164162	False	rucola
INSALATA	88	2	FOODS	salad	3	INSALATA_russa	11	4.181818181818182	0.34375	1	17	0.21875	0.2511385986900265	0.2661227980931344	False	insalata russa
INSALATA	88	2	FOODS	salad	3	INSALATA_scarola	5	4.6	0.15625	4	7	0.0	0.02326368260842693	0.04271268503871928	False	scarola
INSALATA	88	2	FOODS	salad	3	INSALATA_songino	5	4.8	0.15625	4	5	0.0	0.01810026333325354	0.01810026333325354	False	songino
INSALATA	88	2	FOODS	salad	3	INSALATA_valeriana	9	4.888888888888889	0.28125	2	7	0.0	0.1010188500955614	0.07512052495807113	False	valeriana
LAMPADA	89	9	FURNISHINGS/FITTINGS	lamp	2	LAMPADA_a incandescenza	6	2.333333333333333	0.1875	1	6	0.09375	0.1290644228223201	0.1290644228223201	False	lampada a incandescenza
LAMPADA	89	9	FURNISHINGS/FITTINGS	lamp	2	LAMPADA_a led	12	3.083333333333333	0.375	1	8	0.125	0.2639668090600931	0.229442796514635	False	lampada a led
LAMPADA	89	9	FURNISHINGS/FITTINGS	lamp	2	LAMPADA_abat jour	9	2.555555555555556	0.28125	1	8	0.125	0.2068355506902848	0.200989518448716	False	abat jour
LAMPADA	89	9	FURNISHINGS/FITTINGS	lamp	2	LAMPADA_ad olio	5	3.2	0.15625	1	6	0.03125	0.06606033842070891	0.07442625260543752	False	lampada ad olio
LAMPADA	89	9	FURNISHINGS/FITTINGS	lamp	2	LAMPADA_alogena	6	1.666666666666667	0.1875	1	3	0.09375	0.1456589478780739	0.1166728869525284	False	lampada alogena
LAMPADA	89	9	FURNISHINGS/FITTINGS	lamp	2	LAMPADA_da comodino	6	4.666666666666667	0.1875	2	10	0.0	0.05505873223107211	0.08731223224156726	False	lampada da comodino
LAMPADA	89	9	FURNISHINGS/FITTINGS	lamp	2	LAMPADA_da muro	6	1.666666666666667	0.1875	1	3	0.125	0.1499074400677821	0.1312661777326752	False	lampada da muro
LAMPADA	89	9	FURNISHINGS/FITTINGS	lamp	2	LAMPADA_da scrivania	6	2.0	0.1875	1	3	0.0625	0.126862667911965	0.08855597581886607	False	lampada da scrivania
LAMPADA	89	9	FURNISHINGS/FITTINGS	lamp	2	LAMPADA_da tavolo	8	2.75	0.25	1	6	0.0625	0.1575988286073315	0.1378575865614201	False	lampada da tavolo
LAMPADA	89	9	FURNISHINGS/FITTINGS	lamp	2	LAMPADA_da terra	6	2.666666666666667	0.1875	2	4	0.0	0.09195211161717384	0.06017393973759119	False	lampada da terra
LAMPADA	89	9	FURNISHINGS/FITTINGS	lamp	2	LAMPADA_fluorescente	8	3.125	0.25	2	4	0.0	0.1285753510868936	0.05866686944019699	False	lampada fluorescente
LAMPADA	89	9	FURNISHINGS/FITTINGS	lamp	2	LAMPADA_rio	9	2.444444444444445	0.28125	1	4	0.0625	0.1958394613206382	0.1299691441441268	False	lampadario
LAMPADARIO	90	14	FURNISHINGS/FITTINGS	chandelier	11	LAMPADARIO_a muro	4	2.75	0.125	1	4	0.03125	0.04787153157875573	0.04787153157875573	False	lampadario a muro
LAMPADARIO	90	14	FURNISHINGS/FITTINGS	chandelier	11	LAMPADARIO_antico	6	3.0	0.1875	1	6	0.03125	0.0985289751984532	0.0985289751984532	False	lampadario antico
LAMPADARIO	90	14	FURNISHINGS/FITTINGS	chandelier	11	LAMPADARIO_da soffitto	5	2.0	0.15625	1	3	0.03125	0.09389848049374752	0.06406778599562386	False	lampadario da soffitto
LAMPADARIO	90	14	FURNISHINGS/FITTINGS	chandelier	11	LAMPADARIO_di cristallo	8	2.0	0.25	1	6	0.15625	0.2009908834400135	0.1915644228223201	False	lampadario di cristallo
LAMPADARIO	90	14	FURNISHINGS/FITTINGS	chandelier	11	LAMPADARIO_moderno	5	3.0	0.15625	1	7	0.03125	0.07730600448034478	0.0914996623897316	False	lampadario moderno
LAMPADARIO	90	14	FURNISHINGS/FITTINGS	chandelier	11	LAMPADARIO_plafoniera	5	2.6	0.15625	1	4	0.03125	0.0775548700362409	0.06655111650523221	False	plafoniera
LATTE	91	5	FOODS	milk	6	LATTE_d'asina	6	7.166666666666667	0.1875	4	12	0.0	0.02534650352179582	0.06429268188762216	False	latte d'asina
LATTE	91	5	FOODS	milk	6	LATTE_d'avena	6	3.833333333333333	0.1875	2	9	0.0	0.0773878243296075	0.10093781819443	False	latte d'avena
LATTE	91	5	FOODS	milk	6	LATTE_di capra	17	4.705882352941177	0.53125	1	10	0.03125	0.3307052470995083	0.2460008804140756	False	latte di capra
LATTE	91	5	FOODS	milk	6	LATTE_di cocco	7	6.285714285714286	0.21875	3	10	0.0	0.04133399908921521	0.06713637885245115	False	latte di cocco
LATTE	91	5	FOODS	milk	6	LATTE_di mandorla	15	5.333333333333333	0.46875	1	10	0.03125	0.2460124209286846	0.1820147743636437	False	latte di mandorla
LATTE	91	5	FOODS	milk	6	LATTE_di mucca	19	3.526315789473684	0.59375	1	9	0.25	0.4530848133644803	0.3644570246642917	False	latte di mucca
LATTE	91	5	FOODS	milk	6	LATTE_di pecora	10	5.6	0.3125	2	9	0.0	0.1152046447357685	0.1040486634987306	False	latte di pecora
LATTE	91	5	FOODS	milk	6	LATTE_di riso	10	5.4	0.3125	3	10	0.0	0.1208347393675615	0.1208347393675615	False	latte di riso
LATTE	91	5	FOODS	milk	6	LATTE_di soia	12	4.333333333333333	0.375	1	9	0.0625	0.2136619643268521	0.1831624155237808	False	latte di soia
LATTE	91	5	FOODS	milk	6	LATTE_fresco	4	5.75	0.125	4	8	0.0	0.006726224817393651	0.03080818055753116	False	latte fresco
LATTE	91	5	FOODS	milk	6	LATTE_intero	19	2.736842105263158	0.59375	1	12	0.28125	0.4978438566610601	0.4596615629525447	False	latte intero
LATTE	91	5	FOODS	milk	6	LATTE_parzialmente scremato	20	3.25	0.625	1	11	0.09375	0.4948026817826058	0.4205773333874005	False	latte parzialmente scremato
LATTE	91	5	FOODS	milk	6	LATTE_scremato	19	2.736842105263158	0.59375	1	10	0.15625	0.4899632859549466	0.4215479382058903	False	latte scremato
LATTE	91	5	FOODS	milk	6	LATTE_senza lattosio	7	5.0	0.21875	3	9	0.0	0.05599543623554597	0.07678390679535158	False	latte senza lattosio
LEGUME	92	3	FOODS	legume	8	LEGUME_arachidi	6	6.333333333333333	0.1875	4	10	0.0	0.02441075657347625	0.05537913311539143	False	arachidi
LEGUME	92	3	FOODS	legume	8	LEGUME_ceci	29	2.482758620689655	0.90625	1	5	0.25	0.8059616834885521	0.4740634177367132	False	ceci
LEGUME	92	3	FOODS	legume	8	LEGUME_cicerchie	6	9.166666666666666	0.1875	4	18	0.0	0.01354187197080489	0.07180183902471848	False	cicerchie
LEGUME	92	3	FOODS	legume	8	LEGUME_fagioli	27	2.111111111111111	0.84375	1	5	0.28125	0.768075285100716	0.5208386713197944	False	fagioli
LEGUME	92	3	FOODS	legume	8	LEGUME_fagioli borlotti	5	5.2	0.15625	1	11	0.03125	0.04780431994770405	0.07764678472986068	False	fagioli borlotti
LEGUME	92	3	FOODS	legume	8	LEGUME_fagioli cannellini	5	5.8	0.15625	3	12	0.0	0.02284968683372402	0.06806643718198696	False	fagioli cannellini
LEGUME	92	3	FOODS	legume	8	LEGUME_fagiolini	7	3.857142857142857	0.21875	2	6	0.0	0.08509667988493803	0.07282995565921149	False	fagiolini
LEGUME	92	3	FOODS	legume	8	LEGUME_fave	14	6.285714285714286	0.4375	3	19	0.0	0.2020939477110208	0.2450128975840087	False	fave
LEGUME	92	3	FOODS	legume	8	LEGUME_lenticchie	27	2.555555555555556	0.84375	1	6	0.25	0.7409609651649585	0.4948683947545851	False	lenticchie
LEGUME	92	3	FOODS	legume	8	LEGUME_lenticchie rosse decorticate	5	6.6	0.15625	4	9	0.0	0.009966268458700024	0.03534562817668488	False	lenticchie rosse decorticate
LEGUME	92	3	FOODS	legume	8	LEGUME_lupini	4	7.75	0.125	6	11	0.0	0.001319038063137908	0.02875164747566782	False	lupini
LEGUME	92	3	FOODS	legume	8	LEGUME_piselli	14	4.071428571428571	0.4375	1	11	0.03125	0.2744102748687798	0.2443145680909074	False	piselli
LEGUME	92	3	FOODS	legume	8	LEGUME_soia	6	4.833333333333333	0.1875	2	8	0.0	0.04823267163682537	0.06623865695514171	False	soia
LEONE	93	16	ANIMALS	lion	8	LEONE_africano	17	1.352941176470588	0.53125	1	3	0.375	0.5067047985937766	0.4177126850387193	False	leone africano
LEONE	93	16	ANIMALS	lion	8	LEONE_asiatico	11	2.0	0.34375	1	3	0.0625	0.2757594533917872	0.1380304710343431	False	leone asiatico
LEONE	93	16	ANIMALS	lion	8	LEONE_bianco	12	1.833333333333333	0.375	1	3	0.125	0.3182629352788541	0.1906355719912477	False	leone bianco
LEONE	93	16	ANIMALS	lion	8	LEONE_marino	6	2.5	0.1875	1	5	0.03125	0.1078496063660067	0.09703156936008513	False	leone marino
LEONE	93	16	ANIMALS	lion	8	LEONE_ssa	6	2.5	0.1875	1	4	0.03125	0.1034744976950824	0.0769064703513127	False	leonessa
LETTO	94	12	FURNITURE	bed	1	LETTO_a baldacchino	5	4.0	0.15625	1	8	0.0625	0.07038914423218719	0.08333931338116667	False	letto a baldacchino
LETTO	94	12	FURNITURE	bed	1	LETTO_a castello	21	3.238095238095238	0.65625	1	10	0.3125	0.529366354474523	0.4452955148868213	False	letto a castello
LETTO	94	12	FURNITURE	bed	1	LETTO_a una piazza e mezza	18	4.166666666666667	0.5625	2	11	0.0	0.3787110270249397	0.2957201622738703	False	letto a una piazza e mezza
LETTO	94	12	FURNITURE	bed	1	LETTO_ad acqua	5	4.4	0.15625	2	7	0.0	0.03473765506280264	0.05243855303359197	False	letto ad acqua
LETTO	94	12	FURNITURE	bed	1	LETTO_alla francese	6	3.333333333333333	0.1875	2	5	0.0	0.07259565201015	0.05933285794567392	False	letto alla francese
LETTO	94	12	FURNITURE	bed	1	LETTO_divano	7	5.0	0.21875	4	7	0.0	0.04989977237736468	0.04989977237736468	False	letto divano
LETTO	94	12	FURNITURE	bed	1	LETTO_king size	7	4.428571428571429	0.21875	2	7	0.0	0.07008089436960427	0.07008089436960427	False	letto king size
LETTO	94	12	FURNITURE	bed	1	LETTO_matrimoniale	36	3.194444444444445	1.125	1	10	0.25	0.9839974003409944	0.7306357997419775	False	letto matrimoniale
LETTO	94	12	FURNITURE	bed	1	LETTO_singolo	29	3.034482758620689	0.90625	1	10	0.1875	0.7777309394725676	0.60348457962823	False	letto singolo
LETTORE	95	2	HOBBIES	reader	11	LETTORE_assiduo	4	2.25	0.125	1	3	0.03125	0.0592559120986966	0.04741107677577065	False	lettore assiduo
LETTORE	95	2	HOBBIES	reader	11	LETTORE_attento	5	1.8	0.15625	1	3	0.09375	0.1135397980861908	0.1000161777326752	False	lettore attento
LETTORE	95	2	HOBBIES	reader	11	LETTORE_blu-ray	5	4.0	0.15625	3	5	0.0	0.03162388368676914	0.03162388368676914	False	lettore blu-ray
LETTORE	95	2	HOBBIES	reader	11	LETTORE_cd	16	1.9375	0.5	1	5	0.25	0.4398747807042659	0.348828903421301	False	lettore cd
LETTORE	95	2	HOBBIES	reader	11	LETTORE_di codici a barre	4	5.5	0.125	4	7	0.0	0.005578881262791058	0.02436897387167261	False	lettore di codici a barre
LETTORE	95	2	HOBBIES	reader	11	LETTORE_di libri	4	4.25	0.125	1	12	0.0625	0.06925101808422213	0.08620316815017631	False	lettore di libri
LETTORE	95	2	HOBBIES	reader	11	LETTORE_distratto	4	3.0	0.125	2	4	0.0	0.0353011165052322	0.0353011165052322	False	lettore distratto
LETTORE	95	2	HOBBIES	reader	11	LETTORE_dvd	17	2.352941176470588	0.53125	1	4	0.125	0.4425558977611891	0.252643083881718	False	lettore dvd
LETTORE	95	2	HOBBIES	reader	11	LETTORE_mp3	8	2.875	0.25	1	5	0.0625	0.1473487311182563	0.1107805929066224	False	lettore mp3
LETTORE	95	2	HOBBIES	reader	11	LETTORE_usb	4	1.5	0.125	1	3	0.09375	0.1004942213562091	0.09688308886633762	False	lettore usb
LIBRERIA	96	10	FURNITURE	bookcase	4	LIBRERIA_a muro	5	1.6	0.15625	1	3	0.09375	0.1212294261933128	0.106777987909433	False	libreria a muro
LIBRERIA	96	10	FURNITURE	bookcase	4	LIBRERIA_a scaffali	8	1.5	0.25	1	2	0.125	0.2149939376602414	0.1375323554653505	False	libreria a scaffali
LIBRERIA	96	10	FURNITURE	bookcase	4	LIBRERIA_indipendente	5	2.4	0.15625	1	3	0.03125	0.07851922427950361	0.05054416564210826	False	libreria indipendente
LIBRO	97	7	HOBBIES	book	1	LIBRO_biografia	6	7.166666666666667	0.1875	5	14	0.0	0.01824916044722872	0.07054650241236701	False	biografia
LIBRO	97	7	HOBBIES	book	1	LIBRO_da colorare	4	7.5	0.125	3	15	0.0	0.01355691594980786	0.05652587516888447	False	libro da colorare
LIBRO	97	7	HOBBIES	book	1	LIBRO_di narrativa	4	4.5	0.125	2	7	0.0	0.01942018281408538	0.04107176133419984	False	libro di narrativa
LIBRO	97	7	HOBBIES	book	1	LIBRO_di scuola	7	3.142857142857143	0.21875	1	8	0.125	0.1416271321113332	0.1458393133811667	False	libro di scuola
LIBRO	97	7	HOBBIES	book	1	LIBRO_dizionario	6	5.333333333333333	0.1875	1	14	0.0625	0.07955128095851238	0.1114497922575126	False	dizionario
LIBRO	97	7	HOBBIES	book	1	LIBRO_enciclopedia	7	5.714285714285714	0.21875	2	15	0.0	0.07288641191571796	0.1209533300118064	False	enciclopedia
LIBRO	97	7	HOBBIES	book	1	LIBRO_fantasy	11	3.454545454545455	0.34375	1	7	0.0625	0.2143599940418187	0.1700849177716339	False	fantasy
LIBRO	97	7	HOBBIES	book	1	LIBRO_fumetto	5	7.2	0.15625	5	9	0.0	0.007452649471505897	0.03023266711099201	False	fumetto
LIBRO	97	7	HOBBIES	book	1	LIBRO_giallo	12	2.416666666666667	0.375	1	6	0.09375	0.2893334611103934	0.2282904283276944	False	libro giallo
LIBRO	97	7	HOBBIES	book	1	LIBRO_manuale	6	5.333333333333333	0.1875	1	9	0.03125	0.05971174375622261	0.07825313990101306	False	libro manuale
LIBRO	97	7	HOBBIES	book	1	LIBRO_per bambini	7	5.857142857142857	0.21875	1	10	0.03125	0.05874649347069449	0.08081965898353578	False	libro per bambini
LIBRO	97	7	HOBBIES	book	1	LIBRO_romanzo	16	2.375	0.5	1	5	0.125	0.4112143730990753	0.2744607646327342	False	romanzo
LIBRO	97	7	HOBBIES	book	1	LIBRO_saggio	7	3.285714285714286	0.21875	1	8	0.0625	0.121714180659531	0.1289230260162058	False	saggio
LIBRO	97	7	HOBBIES	book	1	LIBRO_storico	5	5.2	0.15625	1	9	0.03125	0.04065803645390896	0.06241893688455892	False	libro storico
LIBRO	97	7	HOBBIES	book	1	LIBRO_thriller	4	4.75	0.125	3	6	0.0	0.01033139858009218	0.02551289803191123	False	thriller
LIBRO	97	7	HOBBIES	book	1	LIBRO_universitario	5	4.0	0.15625	1	7	0.03125	0.06071352846694203	0.07333319918751147	False	libro universitario
LUCERTOLA	98	6	ANIMALS	lizard	3	LUCERTOLA_camaleonte	5	2.6	0.15625	2	4	0.0	0.06821638836165059	0.05342971838138213	False	camaleonte
LUCERTOLA	98	6	ANIMALS	lizard	3	LUCERTOLA_campestre	4	2.25	0.125	1	4	0.03125	0.06341802763889459	0.06341802763889459	False	lucertola campestre
LUCERTOLA	98	6	ANIMALS	lizard	3	LUCERTOLA_comune	7	1.428571428571429	0.21875	1	3	0.15625	0.1920670214548362	0.169277987909433	False	lucertola comune
LUCERTOLA	98	6	ANIMALS	lizard	3	LUCERTOLA_geco	9	1.777777777777778	0.28125	1	4	0.125	0.2319578676711279	0.1862029664114516	False	geco
LUCERTOLA	98	6	ANIMALS	lizard	3	LUCERTOLA_iguana	9	1.666666666666667	0.28125	1	3	0.15625	0.2383025897236211	0.1823059758188661	False	iguana
MAGLIA	99	10	CLOTHES	sweater	12	MAGLIA_a maniche corte	15	3.266666666666667	0.46875	1	15	0.25	0.3649226384520182	0.3649226384520182	False	maglia a maniche corte
MAGLIA	99	10	CLOTHES	sweater	12	MAGLIA_a maniche lunghe	16	3.75	0.5	1	16	0.03125	0.3596598829128753	0.3596598829128753	False	maglia a maniche lunghe
MAGLIA	99	10	CLOTHES	sweater	12	MAGLIA_canottiera	7	4.714285714285714	0.21875	3	8	0.0	0.06477630487619916	0.07547734766850145	False	canottiera
MAGLIA	99	10	CLOTHES	sweater	12	MAGLIA_corta	4	6.75	0.125	4	11	0.0	0.006426735444488001	0.04072808112281436	False	maglia corta
MAGLIA	99	10	CLOTHES	sweater	12	MAGLIA_di cotone	7	3.714285714285714	0.21875	2	6	0.0	0.08824735757182439	0.07572874087648762	False	maglia di cotone
MAGLIA	99	10	CLOTHES	sweater	12	MAGLIA_di lana	9	3.444444444444445	0.28125	1	5	0.03125	0.1492230105724843	0.09159422657279266	False	maglia di lana
MAGLIA	99	10	CLOTHES	sweater	12	MAGLIA_lunga	4	7.25	0.125	3	12	0.0	0.008274314583969667	0.04310996820118479	False	maglia lunga
MAGLIA	99	10	CLOTHES	sweater	12	MAGLIA_maglietta	5	3.4	0.15625	1	9	0.0625	0.08260391795321063	0.1008021431667724	False	maglietta
MAGLIA	99	10	CLOTHES	sweater	12	MAGLIA_maglione	8	1.375	0.25	1	2	0.15625	0.2237454532451811	0.1656492665990129	False	maglione
MAGLIA	99	10	CLOTHES	sweater	12	MAGLIA_t-shirt	13	2.615384615384615	0.40625	1	6	0.0625	0.3062652871763106	0.2219478683954765	False	t-shirt
MAIALE	100	15	ANIMALS	pork	11	MAIALE_cinghiale	4	1.5	0.125	1	2	0.0625	0.09153493877255696	0.06876617773267524	False	cinghiale
MAIALE	100	15	ANIMALS	pork	11	MAIALE_nero	10	1.7	0.3125	1	4	0.15625	0.2675782329311889	0.2174529664114516	False	maiale nero
MAIALE	100	15	ANIMALS	pork	11	MAIALE_rosa	4	2.75	0.125	1	5	0.03125	0.05396719543693702	0.0618625150596504	False	maiale rosa
MAIALE	100	15	ANIMALS	pork	11	MAIALE_scrofa	7	1.571428571428571	0.21875	1	2	0.09375	0.178948208274231	0.1062823554653505	False	scrofa
MANO	101	15	BODY PARTS	hand	7	MANO_affusolata	5	2.8	0.15625	1	5	0.03125	0.07175741410274582	0.07175741410274582	False	mano affusolata
MANO	101	15	BODY PARTS	hand	7	MANO_destra	15	1.2	0.46875	1	2	0.375	0.4545468336373971	0.3843992665990129	False	mano destra
MANO	101	15	BODY PARTS	hand	7	MANO_grande	7	2.285714285714286	0.21875	1	3	0.0625	0.1418694296136717	0.08492725450844588	False	mano grande
MANO	101	15	BODY PARTS	hand	7	MANO_piccola	8	3.375	0.25	1	6	0.03125	0.1289381227081501	0.1052856358429901	False	mano piccola
MANO	101	15	BODY PARTS	hand	7	MANO_sinistra	15	1.866666666666667	0.46875	1	3	0.09375	0.407920207752183	0.2057269783403872	False	mano sinistra
MARGHERITA	102	6	PLANTS	daisy	10	MARGHERITA_bianca	5	1.4	0.15625	1	3	0.125	0.1348948990430954	0.1281330888663376	False	margherita bianca
MARGHERITA	102	6	PLANTS	daisy	10	MARGHERITA_comune	4	2.0	0.125	1	5	0.09375	0.09520550469444948	0.09688308886633762	False	margherita comune
MARGHERITA	102	6	PLANTS	daisy	10	MARGHERITA_crisantemo	8	1.5	0.25	1	3	0.15625	0.2174447864613116	0.1791728869525284	False	crisantemo
MARGHERITA	102	6	PLANTS	daisy	10	MARGHERITA_di campo	4	1.0	0.125	1	1	0.125	0.125	0.125	False	margherita di campo
MARGHERITA	102	6	PLANTS	daisy	10	MARGHERITA_fiore	6	1.666666666666667	0.1875	1	2	0.0625	0.1414104556883657	0.07503235546535048	False	fiore
MARGHERITA	102	6	PLANTS	daisy	10	MARGHERITA_gigante	4	2.0	0.125	1	3	0.03125	0.06702916012876603	0.05417288695252845	False	margherita gigante
MARGHERITA	102	6	PLANTS	daisy	10	MARGHERITA_rosa	5	2.0	0.15625	1	3	0.03125	0.09389848049374752	0.06406778599562386	False	margherita rosa
MATITA	103	16	STATIONERY	pencil	7	MATITA_2b	7	4.0	0.21875	1	14	0.0625	0.1312095204105312	0.1570832649548116	False	matita 2b
MATITA	103	16	STATIONERY	pencil	7	MATITA_b	4	5.5	0.125	1	15	0.03125	0.04473912414450981	0.07938005769645834	False	matita b
MATITA	103	16	STATIONERY	pencil	7	MATITA_colorata	16	3.125	0.5	1	6	0.0625	0.3707353732891638	0.2339382168757242	False	matita colorata
MATITA	103	16	STATIONERY	pencil	7	MATITA_da disegno	8	3.375	0.25	1	8	0.0625	0.1427696075687328	0.1427696075687328	False	matita da disegno
MATITA	103	16	STATIONERY	pencil	7	MATITA_dura	8	3.125	0.25	2	6	0.0	0.1407794024940172	0.1173579673770235	False	matita dura
MATITA	103	16	STATIONERY	pencil	7	MATITA_hb	16	3.0625	0.5	1	16	0.15625	0.3985975040230281	0.3985975040230281	False	matita hb
MATITA	103	16	STATIONERY	pencil	7	MATITA_morbida	8	2.5	0.25	1	7	0.125	0.179709750616378	0.1738450093642693	False	matita morbida
MESTOLO	104	10	KITCHENWARE	ladle	5	MESTOLO_di acciaio	9	2.333333333333333	0.28125	1	4	0.03125	0.1968186896831558	0.1204588785101482	False	mestolo di acciaio
MESTOLO	104	10	KITCHENWARE	ladle	5	MESTOLO_di legno	18	1.277777777777778	0.5625	1	3	0.46875	0.5437287541703435	0.4849110767757707	False	mestolo di legno
MESTOLO	104	10	KITCHENWARE	ladle	5	MESTOLO_di metallo	6	2.5	0.1875	2	4	0.0	0.0992260055053742	0.06794718776766061	False	mestolo di metallo
MESTOLO	104	10	KITCHENWARE	ladle	5	MESTOLO_di plastica	7	2.428571428571428	0.21875	1	3	0.03125	0.1319189816822294	0.0635721535515413	False	mestolo di plastica
MESTOLO	104	10	KITCHENWARE	ladle	5	MESTOLO_forchettone	7	3.0	0.21875	2	4	0.0	0.108100822721238	0.05969589611405736	False	forchettone
MESTOLO	104	10	KITCHENWARE	ladle	5	MESTOLO_paletta	6	1.5	0.1875	1	3	0.125	0.1571813339559825	0.138027987909433	False	paletta
MESTOLO	104	10	KITCHENWARE	ladle	5	MESTOLO_schiumarola	8	2.0	0.25	1	4	0.125	0.1915557627985088	0.1561390009650342	False	schiumarola
MESTOLO	104	10	KITCHENWARE	ladle	5	MESTOLO_spatola	6	2.333333333333333	0.1875	1	4	0.03125	0.1107483915832828	0.08467971838138214	False	spatola
METRO	105	10	FURNISHINGS/FITTINGS	meter	10	METRO_a nastro	12	2.25	0.375	2	3	0.0	0.2898944029182811	0.0984533579868716	False	metro a nastro
METRO	105	10	FURNISHINGS/FITTINGS	meter	10	METRO_da sartoria	13	1.461538461538462	0.40625	1	4	0.3125	0.3771835172386706	0.3368947796088251	False	metro da sartoria
METRO	105	10	FURNISHINGS/FITTINGS	meter	10	METRO_laser	4	2.0	0.125	1	4	0.0625	0.0801505582526161	0.0801505582526161	False	metro laser
MIMOSA	106	5	PLANTS	mimosa	11	MIMOSA_bianca	4	2.5	0.125	1	5	0.03125	0.06174044346700645	0.06955214316677236	False	mimosa bianca
MIMOSA	106	5	PLANTS	mimosa	11	MIMOSA_delle quattro stagioni	4	1.25	0.125	1	2	0.09375	0.1082674693862785	0.09688308886633762	False	mimosa delle quattro stagioni
MIMOSA	106	5	PLANTS	mimosa	11	MIMOSA_gialla	12	1.166666666666667	0.375	1	3	0.34375	0.3643200792838387	0.3468830888663376	False	mimosa gialla
MOTOCICLETTA	107	2	VEHICLES	motorcycle	8	MOTOCICLETTA_chopper	6	2.0	0.1875	1	4	0.0625	0.1295446715493917	0.1091854970251731	False	chopper
MOTOCICLETTA	107	2	VEHICLES	motorcycle	8	MOTOCICLETTA_cruiser	5	5.0	0.15625	4	7	0.0	0.01839404460529601	0.03641132966494656	False	cruiser
MOTOCICLETTA	107	2	VEHICLES	motorcycle	8	MOTOCICLETTA_da corsa	4	3.25	0.125	2	5	0.0	0.03362353233334407	0.04387005103467542	False	motocicletta da corsa
MOTOCICLETTA	107	2	VEHICLES	motorcycle	8	MOTOCICLETTA_da cross	8	2.5	0.25	1	4	0.03125	0.1590005492598204	0.09816816109380024	False	motocicletta da cross
MOTOCICLETTA	107	2	VEHICLES	motorcycle	8	MOTOCICLETTA_da strada	4	1.0	0.125	1	1	0.125	0.125	0.125	False	motocicletta da strada
MOTOCICLETTA	107	2	VEHICLES	motorcycle	8	MOTOCICLETTA_enduro	5	1.6	0.15625	1	2	0.0625	0.1152535814506521	0.07189926659901286	False	enduro
MOTOCICLETTA	107	2	VEHICLES	motorcycle	8	MOTOCICLETTA_scooter	17	2.705882352941177	0.53125	1	6	0.15625	0.42403244594054	0.2925542360124454	False	scooter
MOTOCICLETTA	107	2	VEHICLES	motorcycle	8	MOTOCICLETTA_sportiva	6	3.5	0.1875	1	7	0.0625	0.09413157081501276	0.1004210836473135	False	motocicletta sportiva
MOTOCICLETTA	107	2	VEHICLES	motorcycle	8	MOTOCICLETTA_vespa	8	3.625	0.25	1	7	0.0625	0.1286153083473375	0.1190545903311159	False	vespa
MUCCA	108	11	ANIMALS	cow	11	MUCCA_a macchie	4	3.0	0.125	1	4	0.03125	0.04426039908888429	0.04426039908888429	False	mucca a macchie
MUCCA	108	11	ANIMALS	cow	11	MUCCA_angus	4	4.5	0.125	2	7	0.0	0.02225197844449149	0.04354687492720438	False	angus
MUCCA	108	11	ANIMALS	cow	11	MUCCA_bruna	4	1.75	0.125	1	3	0.0625	0.08376169074248754	0.07552798790943303	False	mucca bruna
MUCCA	108	11	ANIMALS	cow	11	MUCCA_chianina	4	4.0	0.125	1	8	0.03125	0.0412732374402453	0.06224254961859524	False	chianina
MUCCA	108	11	ANIMALS	cow	11	MUCCA_da latte	7	1.571428571428571	0.21875	1	3	0.125	0.182116573523394	0.1479228869525284	False	mucca da latte
