category	concept_eng	concept	concept_exemplar	exemplar	length	freq_ass	freq_rel	outlier
FOODS	cheese	FORMAGGIO	FORMAGGIO_leerdammer	leerdammer	1	38	0	no
FOODS	cheese	FORMAGGIO	FORMAGGIO_leerdammer	formaggio leerdammer	2	1	0	no
FOODS	cheese	FORMAGGIO	FORMAGGIO_mozzarella	mozzarella	1	30277	2.09	no
FOODS	cheese	FORMAGGIO	FORMAGGIO_mozzarella	formaggio mozzarella	2	30	0	no
FOODS	cheese	FORMAGGIO	FORMAGGIO_parmigiano	parmigiano	1	40035	2.76	no
FOODS	cheese	FORMAGGIO	FORMAGGIO_parmigiano	formaggio parmigiano	2	688	0.05	no
FOODS	cheese	FORMAGGIO	FORMAGGIO_pecorino	pecorino	1	36245	2.5	no
FOODS	cheese	FORMAGGIO	FORMAGGIO_pecorino	formaggio pecorino	2	2565	0.18	no
FOODS	cheese	FORMAGGIO	FORMAGGIO_philadelphia	philadelphia	1	3404	0.23	no
FOODS	cheese	FORMAGGIO	FORMAGGIO_philadelphia	formaggio philadelphia	2	94	0.01	no
FOODS	cheese	FORMAGGIO	FORMAGGIO_provola	provola	1	7559	0.52	no
FOODS	cheese	FORMAGGIO	FORMAGGIO_provola	formaggio provola	2	8	0	no
FOODS	cheese	FORMAGGIO	FORMAGGIO_ricotta	ricotta	1	26211	1.81	no
FOODS	cheese	FORMAGGIO	FORMAGGIO_ricotta	formaggio ricotta	2	39	0	no
FOODS	cheese	FORMAGGIO	FORMAGGIO_robiola	robiola	1	4280	0.29	no
FOODS	cheese	FORMAGGIO	FORMAGGIO_robiola	formaggio robiola	2	19	0	no
FOODS	cheese	FORMAGGIO	FORMAGGIO_spalmabile	formaggio spalmabile	2	2749	0.19	no
FOODS	cheese	FORMAGGIO	FORMAGGIO_stagionato	formaggio stagionato	2	1564	0.11	no
FOODS	cheese	FORMAGGIO	FORMAGGIO_stracchino	stracchino	1	6304	0.43	no
FOODS	cheese	FORMAGGIO	FORMAGGIO_stracchino	formaggio stracchino	2	29	0	no
FOODS	cheese	FORMAGGIO	FORMAGGIO_taleggio	taleggio	1	3733	0.26	no
FOODS	cheese	FORMAGGIO	FORMAGGIO_taleggio	formaggio taleggio	2	30	0	no
FOODS	cheese	FORMAGGIO	FORMAGGIO_toma	toma	1	2809	0.19	no
FOODS	cheese	FORMAGGIO	FORMAGGIO_toma	formaggio toma	2	16	0	no
PLANTS	geranium	GERANIO	GERANIO_bianco	geranio bianco	2	6	0	no
PLANTS	geranium	GERANIO	GERANIO_edera	edera	1	13541	0.93	no
PLANTS	geranium	GERANIO	GERANIO_edera	geranio edera	2	110	0.01	no
PLANTS	geranium	GERANIO	GERANIO_giallo	geranio giallo	2	2	0	no
PLANTS	geranium	GERANIO	GERANIO_rosa	geranio rosa	2	94	0.01	no
PLANTS	geranium	GERANIO	GERANIO_rosso	geranio rosso	2	66	0	no
PLANTS	geranium	GERANIO	GERANIO_viola	viola	1	32254	2.22	si
PLANTS	geranium	GERANIO	GERANIO_viola	geranio viola	2	0	0	no
CLOTHES	waistcoat	GILET	GILET_doppiopetto	doppiopetto	1	3966	0.27	no
CLOTHES	waistcoat	GILET	GILET_doppiopetto	gilet doppiopetto	2	18	0	no
CLOTHES	waistcoat	GILET	GILET_elegante	gilet elegante	2	9	0	no
CLOTHES	waistcoat	GILET	GILET_leggero	gilet leggero	2	13	0	no
CLOTHES	waistcoat	GILET	GILET_monopetto	monopetto	1	647	0.04	no
CLOTHES	waistcoat	GILET	GILET_monopetto	gilet monopetto	2	6	0	no
CLOTHES	waistcoat	GILET	GILET_panciotto	panciotto	1	2643	0.18	no
CLOTHES	waistcoat	GILET	GILET_panciotto	gilet panciotto	2	1	0	no
CLOTHES	waistcoat	GILET	GILET_smanicato	gilet smanicato	2	33	0	no
STATIONERY	rubber	GOMMA	GOMMA_naturale	gomma naturale	2	3637	0.25	no
STATIONERY	rubber	GOMMA	GOMMA_pane	pane	1	38838	2.68	si
STATIONERY	rubber	GOMMA	GOMMA_pane	gomma pane	2	348	0.02	no
STATIONERY	rubber	GOMMA	GOMMA_piuma	piuma	1	24895	1.72	si
STATIONERY	rubber	GOMMA	GOMMA_piuma	gommapiuma	1	7102	0.49	no
STATIONERY	rubber	GOMMA	GOMMA_piuma	gomma piuma	2	1918	0.13	no
STATIONERY	rubber	GOMMA	GOMMA_pneumatico	pneumatico	1	24649	1.7	no
STATIONERY	rubber	GOMMA	GOMMA_pneumatico	gomma pneumatico	2	13	0	no
PLANTS	daisy	MARGHERITA	MARGHERITA_bianca	margherita bianca	2	56	0	no
PLANTS	daisy	MARGHERITA	MARGHERITA_comune	margherita comune	2	19	0	no
PLANTS	daisy	MARGHERITA	MARGHERITA_crisantemo	crisantemo	1	2158	0.15	no
PLANTS	daisy	MARGHERITA	MARGHERITA_crisantemo	margherita crisantemo	2	0	0	no
PLANTS	daisy	MARGHERITA	MARGHERITA_fiore	fiore	1	21241	1.46	no
PLANTS	daisy	MARGHERITA	MARGHERITA_fiore	margherita fiore	2	6	0	no
PLANTS	daisy	MARGHERITA	MARGHERITA_gialla	margherita gialla	2	74	0.01	no
PLANTS	daisy	MARGHERITA	MARGHERITA_gigante	gigante	1	36866	2.54	si
PLANTS	daisy	MARGHERITA	MARGHERITA_gigante	margherita gigante	2	12	0	no
PLANTS	daisy	MARGHERITA	MARGHERITA_margheritina	margheritina	1	462	0.03	no
PLANTS	daisy	MARGHERITA	MARGHERITA_margheritina	margherita margheritina	2	0	0	no
PLANTS	daisy	MARGHERITA	MARGHERITA_nome	nome	1	41475	2.86	si
PLANTS	daisy	MARGHERITA	MARGHERITA_nome	margherita nome	2	0	0	no
PLANTS	daisy	MARGHERITA	MARGHERITA_pizza	pizza	1	38305	2.64	si
PLANTS	daisy	MARGHERITA	MARGHERITA_pizza	margherita pizza	2	1	0	si
PLANTS	daisy	MARGHERITA	MARGHERITA_rosa	rosa	1	554796	38.22	si
PLANTS	daisy	MARGHERITA	MARGHERITA_rosa	margherita rosa	2	14	0	no
PLANTS	daisy	MARGHERITA	MARGHERITA_selvatica	margherita selvatica	2	4	0	no
FURNISHINGS/FITTINGS	meter	METRO	METRO_laser	laser	1	55038	3.79	no
FURNISHINGS/FITTINGS	meter	METRO	METRO_laser	metro laser	2	113	0.01	no
FURNISHINGS/FITTINGS	meter	METRO	METRO_metallico	metro metallico	2	22	0	no
VEHICLES	ship	NAVE	NAVE_battello	battello	1	30503	2.1	no
VEHICLES	ship	NAVE	NAVE_battello	nave battello	2	1	0	no
VEHICLES	ship	NAVE	NAVE_caravella	caravella	1	1705	0.12	no
VEHICLES	ship	NAVE	NAVE_caravella	nave caravella	2	2	0	no
VEHICLES	ship	NAVE	NAVE_cargo	nave cargo	2	1091	0.08	no
VEHICLES	ship	NAVE	NAVE_mercantile	mercantile	1	22791	1.57	no
VEHICLES	ship	NAVE	NAVE_mercantile	nave mercantile	2	2528	0.17	no
VEHICLES	ship	NAVE	NAVE_motoscafo	motoscafo	1	10155	0.7	no
VEHICLES	ship	NAVE	NAVE_motoscafo	nave motoscafo	2	0	0	no
VEHICLES	ship	NAVE	NAVE_petroliera	petroliera	1	7150	0.49	no
VEHICLES	ship	NAVE	NAVE_petroliera	nave petroliera	2	181	0.01	no
VEHICLES	ship	NAVE	NAVE_portaerei	portaerei	1	21490	1.48	no
VEHICLES	ship	NAVE	NAVE_portaerei	nave portaerei	2	183	0.01	no
VEHICLES	ship	NAVE	NAVE_traghetto	traghetto	1	23113	1.59	no
VEHICLES	ship	NAVE	NAVE_traghetto	nave traghetto	2	909	0.06	no
VEHICLES	ship	NAVE	NAVE_yacht	yacht	1	32382	2.23	no
VEHICLES	ship	NAVE	NAVE_yacht	nave yacht	2	4	0	no
VEHICLES	ship	NAVE	NAVE_zattera	zattera	1	12619	0.87	no
VEHICLES	ship	NAVE	NAVE_zattera	nave zattera	2	0	0	no
FOODS	bread	PANE	PANE_arabo	pane arabo	2	943	0.06	no
FOODS	bread	PANE	PANE_azzimo	azzimo	1	2704	0.19	si
FOODS	bread	PANE	PANE_azzimo	pane azzimo	2	2256	0.16	no
FOODS	bread	PANE	PANE_baguette	baguette	1	6056	0.42	no
FOODS	bread	PANE	PANE_baguette	pane baguette	2	15	0	no
FOODS	bread	PANE	PANE_bianco	pane bianco	2	5516	0.38	no
FOODS	bread	PANE	PANE_carasau	carasau	1	3085	0.21	no
FOODS	bread	PANE	PANE_carasau	pane carasau	2	2459	0.17	no
FOODS	bread	PANE	PANE_ciabatta	ciabatta	1	7158	0.49	no
FOODS	bread	PANE	PANE_ciabatta	pane ciabatta	2	46	0	no
FOODS	bread	PANE	PANE_dolce	pane dolce	2	1488	0.1	no
FOODS	bread	PANE	PANE_filone	filone	1	27601	1.9	no
FOODS	bread	PANE	PANE_filone	pane filone	2	1	0	no
FOODS	bread	PANE	PANE_focaccia	focaccia	1	33029	2.28	no
FOODS	bread	PANE	PANE_focaccia	pane focaccia	2	27	0	no
FOODS	bread	PANE	PANE_integrale	pane integrale	2	8067	0.56	no
FOODS	bread	PANE	PANE_mantovana	pane mantovana	2	0	0	no
FOODS	bread	PANE	PANE_michetta	michetta	1	860	0.06	no
FOODS	bread	PANE	PANE_michetta	pane michetta	2	1	0	no
FOODS	bread	PANE	PANE_morbido	pane morbido	2	669	0.05	no
FOODS	bread	PANE	PANE_pagnotta	pagnotta	1	11629	0.8	no
FOODS	bread	PANE	PANE_pagnotta	pane pagnotta	2	5	0	no
FOODS	bread	PANE	PANE_rosetta	rosetta	1	7384	0.51	no
FOODS	bread	PANE	PANE_rosetta	pane rosetta	2	2	0	no
FOODS	bread	PANE	PANE_tartaruga	tartaruga	1	34377	2.37	si
FOODS	bread	PANE	PANE_tartaruga	pane tartaruga	2	6	0	no
FOODS	bread	PANE	PANE_toscano	pane toscano	2	1623	0.11	no
PLANTS	pine	PINO	PINO_abete	abete	1	35742	2.46	no
PLANTS	pine	PINO	PINO_abete	pino abete	2	10	0	no
PLANTS	pine	PINO	PINO_bianco	pino bianco	2	190	0.01	no
PLANTS	pine	PINO	PINO_calabro	calabro	1	3009	0.21	no
PLANTS	pine	PINO	PINO_calabro	pino calabro	2	23	0	no
PLANTS	pine	PINO	PINO_cembro	cembro	1	1880	0.13	no
PLANTS	pine	PINO	PINO_cembro	pino cembro	2	1200	0.08	no
PLANTS	pine	PINO	PINO_domestico	pino domestico	2	965	0.07	no
PLANTS	pine	PINO	PINO_marittimo	pino marittimo	2	1887	0.13	no
PLANTS	pine	PINO	PINO_mugo	mugo	1	2799	0.19	no
PLANTS	pine	PINO	PINO_mugo	pino mugo	2	1853	0.13	no
PLANTS	pine	PINO	PINO_nero	pino nero	2	1301	0.09	no
PLANTS	pine	PINO	PINO_silvestre	pino silvestre	2	1728	0.12	no
FOODS	pizza	PIZZA	PIZZA_bianca	pizza bianca	2	1417	0.1	no
FOODS	pizza	PIZZA	PIZZA_bufalina	bufalina	1	1021	0.07	no
FOODS	pizza	PIZZA	PIZZA_bufalina	pizza bufalina	2	10	0	no
FOODS	pizza	PIZZA	PIZZA_capricciosa	pizza capricciosa	2	158	0.01	no
FOODS	pizza	PIZZA	PIZZA_diavola	diavola	1	1241	0.09	no
FOODS	pizza	PIZZA	PIZZA_diavola	pizza diavola	2	26	0	no
FOODS	pizza	PIZZA	PIZZA_hawaiana	pizza hawaiana	2	39	0	no
FOODS	pizza	PIZZA	PIZZA_integrale	pizza integrale	2	213	0.01	no
FOODS	pizza	PIZZA	PIZZA_margherita	margherita	1	19148	1.32	no
FOODS	pizza	PIZZA	PIZZA_margherita	pizza margherita	2	2131	0.15	no
FOODS	pizza	PIZZA	PIZZA_marinara	pizza marinara	2	205	0.01	no
FOODS	pizza	PIZZA	PIZZA_napoletana	pizza napoletana	2	5614	0.39	no
FOODS	pizza	PIZZA	PIZZA_ortolana	pizza ortolana	2	25	0	no
FOODS	pizza	PIZZA	PIZZA_romana	pizza romana	2	526	0.04	no
FOODS	pizza	PIZZA	PIZZA_rossa	pizza rossa	2	247	0.02	no
FOODS	pizza	PIZZA	PIZZA_vegetariana	pizza vegetariana	2	134	0.01	no
PLANTS	willow	SALICE	SALICE_bianco	salice bianco	2	1000	0.07	no
PLANTS	willow	SALICE	SALICE_nero	salice nero	2	18	0	no
PLANTS	willow	SALICE	SALICE_odoroso	salice odoroso	2	6	0	no
PLANTS	willow	SALICE	SALICE_piangente	salice piangente	2	1037	0.07	no
ANIMALS	monkey	SCIMMIA	SCIMMIA_babbuino	babbuino	1	1672	0.12	no
ANIMALS	monkey	SCIMMIA	SCIMMIA_babbuino	scimmia babbuino	2	1	0	no
ANIMALS	monkey	SCIMMIA	SCIMMIA_bonobo	bonobo	1	2111	0.15	no
ANIMALS	monkey	SCIMMIA	SCIMMIA_bonobo	scimmia bonobo	2	18	0	no
ANIMALS	monkey	SCIMMIA	SCIMMIA_cappuccino	cappuccino	1	33140	2.28	si
ANIMALS	monkey	SCIMMIA	SCIMMIA_cappuccino	scimmia cappuccino	2	41	0	no
ANIMALS	monkey	SCIMMIA	SCIMMIA_gibbone	gibbone	1	495	0.03	no
ANIMALS	monkey	SCIMMIA	SCIMMIA_gibbone	scimmia gibbone	2	0	0	no
ANIMALS	monkey	SCIMMIA	SCIMMIA_gorilla	gorilla	1	15575	1.07	no
ANIMALS	monkey	SCIMMIA	SCIMMIA_gorilla	scimmia gorilla	2	3	0	no
ANIMALS	monkey	SCIMMIA	SCIMMIA_lemure	lemure	1	1184	0.08	no
ANIMALS	monkey	SCIMMIA	SCIMMIA_lemure	scimmia lemure	2	0	0	no
ANIMALS	monkey	SCIMMIA	SCIMMIA_macaco	macaco	1	2340	0.16	no
ANIMALS	monkey	SCIMMIA	SCIMMIA_macaco	scimmia macaco	2	14	0	no
ANIMALS	monkey	SCIMMIA	SCIMMIA_mandrillo	mandrillo	1	579	0.04	no
ANIMALS	monkey	SCIMMIA	SCIMMIA_mandrillo	scimmia mandrillo	2	1	0	no
ANIMALS	monkey	SCIMMIA	SCIMMIA_orango	orango	1	2598	0.18	no
ANIMALS	monkey	SCIMMIA	SCIMMIA_orango	scimmia orango	2	1	0	no
ANIMALS	monkey	SCIMMIA	SCIMMIA_scimpanzè	scimpanzè	1	2843	0.2	no
ANIMALS	monkey	SCIMMIA	SCIMMIA_scimpanzè	scimmia scimpanzè	2	0	0	no
ANIMALS	monkey	SCIMMIA	SCIMMIA_urlatrice	scimmia urlatrice	2	192	0.01	no
FURNISHINGS/FITTINGS	curtain	TENDA	TENDA_lunga	tenda lunga	2	26	0	no
FURNISHINGS/FITTINGS	curtain	TENDA	TENDA_veneziana	tenda veneziana	2	153	0.01	no
HOUSING BUILDINGS	terrace	TERRAZZO	TERRAZZO_balcone	balcone	1	35274	2.43	no
HOUSING BUILDINGS	terrace	TERRAZZO	TERRAZZO_balcone	terrazzo balcone	2	99	0.01	no
HOUSING BUILDINGS	terrace	TERRAZZO	TERRAZZO_coperto	terrazzo coperto	2	3016	0.21	no
HOUSING BUILDINGS	terrace	TERRAZZO	TERRAZZO_panoramico	terrazzo panoramico	2	4618	0.32	no
HOUSING BUILDINGS	terrace	TERRAZZO	TERRAZZO_veranda	veranda	1	38592	2.66	no
HOUSING BUILDINGS	terrace	TERRAZZO	TERRAZZO_veranda	terrazzo veranda	2	7	0	no
CLOTHES	sock	CALZA	CALZA_antiscivolo	calza antiscivolo	2	4	0	no
CLOTHES	sock	CALZA	CALZA_autoreggente	calza autoreggente	2	64	0	no
CLOTHES	sock	CALZA	CALZA_calzino	calzino	1	10991	0.76	no
CLOTHES	sock	CALZA	CALZA_calzino	calza calzino	2	0	0	no
CLOTHES	sock	CALZA	CALZA_collant	collant	1	14230	0.98	no
CLOTHES	sock	CALZA	CALZA_collant	calza collant	2	8	0	no
CLOTHES	sock	CALZA	CALZA_corta	calza corta	2	22	0	no
CLOTHES	sock	CALZA	CALZA_fantasmino	fantasmino	1	1593	0.11	no
CLOTHES	sock	CALZA	CALZA_fantasmino	calza fantasmino	2	0	0	no
CLOTHES	sock	CALZA	CALZA_lunga	calza lunga	2	76	0.01	no
CLOTHES	sock	CALZA	CALZA_maglia	maglia	1	54310	3.74	si
CLOTHES	sock	CALZA	CALZA_maglia	calzamaglia	1	4557	0.31	no
CLOTHES	sock	CALZA	CALZA_maglia	calza maglia	2	50	0	no
CLOTHES	sock	CALZA	CALZA_parigine	calza parigine	2	0	0	no
CLOTHES	sock	CALZA	CALZA_trasparente	calza trasparente	2	9	0	no
PLANTS	ivy	EDERA	EDERA_canariense	edera canariense	2	0	0	no
PLANTS	ivy	EDERA	EDERA_comune	edera comune	2	46	0	no
PLANTS	ivy	EDERA	EDERA_rampicante	edera rampicante	2	228	0.02	no
PLANTS	ivy	EDERA	EDERA_selvatica	edera selvatica	2	34	0	no
PLANTS	ivy	EDERA	EDERA_velenosa	edera velenosa	2	328	0.02	no
FOODS	fruit	FRUTTA	FRUTTA_albicocca	albicocca	1	14427	0.99	no
FOODS	fruit	FRUTTA	FRUTTA_albicocca	frutta albicocca	2	5	0	no
FOODS	fruit	FRUTTA	FRUTTA_ananas	ananas	1	33295	2.29	no
FOODS	fruit	FRUTTA	FRUTTA_ananas	frutta ananas	2	12	0	no
FOODS	fruit	FRUTTA	FRUTTA_anguria	anguria	1	16773	1.16	no
FOODS	fruit	FRUTTA	FRUTTA_anguria	frutta anguria	2	6	0	no
FOODS	fruit	FRUTTA	FRUTTA_arancia	arancia	1	38356	2.64	no
FOODS	fruit	FRUTTA	FRUTTA_arancia	frutta arancia	2	11	0	no
FOODS	fruit	FRUTTA	FRUTTA_avocado	avocado	1	28164	1.94	no
FOODS	fruit	FRUTTA	FRUTTA_avocado	frutta avocado	2	3	0	no
FOODS	fruit	FRUTTA	FRUTTA_banana	banana	1	27537	1.9	no
FOODS	fruit	FRUTTA	FRUTTA_banana	frutta banana	2	6	0	no
FOODS	fruit	FRUTTA	FRUTTA_ciliegia	ciliegia	1	23828	1.64	no
FOODS	fruit	FRUTTA	FRUTTA_ciliegia	frutta ciliegia	2	22	0	no
FOODS	fruit	FRUTTA	FRUTTA_cocco	cocco	1	41813	2.88	no
FOODS	fruit	FRUTTA	FRUTTA_cocco	frutta cocco	2	1	0	no
FOODS	fruit	FRUTTA	FRUTTA_fragola	fragola	1	29241	2.01	no
FOODS	fruit	FRUTTA	FRUTTA_fragola	frutta fragola	2	11	0	no
FOODS	fruit	FRUTTA	FRUTTA_fresca	frutta fresca	2	33009	2.27	no
FOODS	fruit	FRUTTA	FRUTTA_kiwi	kiwi	1	24610	1.7	no
FOODS	fruit	FRUTTA	FRUTTA_kiwi	frutta kiwi	2	13	0	no
FOODS	fruit	FRUTTA	FRUTTA_lampone	lampone	1	14888	1.03	no
FOODS	fruit	FRUTTA	FRUTTA_lampone	frutta lampone	2	9	0	no
FOODS	fruit	FRUTTA	FRUTTA_limone	limone	1	193259	13.31	no
FOODS	fruit	FRUTTA	FRUTTA_limone	frutta limone	2	6	0	no
FOODS	fruit	FRUTTA	FRUTTA_litchi	litchi	1	1795	0.12	no
FOODS	fruit	FRUTTA	FRUTTA_litchi	frutta litchi	2	2	0	no
FOODS	fruit	FRUTTA	FRUTTA_mandarino	mandarino	1	18568	1.28	no
FOODS	fruit	FRUTTA	FRUTTA_mandarino	frutta mandarino	2	0	0	no
FOODS	fruit	FRUTTA	FRUTTA_mango	mango	1	18905	1.3	no
FOODS	fruit	FRUTTA	FRUTTA_mango	frutta mango	2	3	0	no
FOODS	fruit	FRUTTA	FRUTTA_mela	mela	1	17594	1.21	no
FOODS	fruit	FRUTTA	FRUTTA_mela	frutta mela	2	45	0	no
FOODS	fruit	FRUTTA	FRUTTA_melograno	melograno	1	19242	1.33	no
FOODS	fruit	FRUTTA	FRUTTA_melograno	frutta melograno	2	2	0	no
FOODS	fruit	FRUTTA	FRUTTA_melone	melone	1	21954	1.51	no
FOODS	fruit	FRUTTA	FRUTTA_melone	frutta melone	2	3	0	no
FOODS	fruit	FRUTTA	FRUTTA_mirtillo	mirtillo	1	17995	1.24	no
FOODS	fruit	FRUTTA	FRUTTA_mirtillo	frutta mirtillo	2	4	0	no
FOODS	fruit	FRUTTA	FRUTTA_mora	mora	1	36057	2.48	no
FOODS	fruit	FRUTTA	FRUTTA_mora	frutta mora	2	6	0	no
FOODS	fruit	FRUTTA	FRUTTA_noce	noce	1	45390	3.13	no
FOODS	fruit	FRUTTA	FRUTTA_noce	frutta noce	2	1	0	no
FOODS	fruit	FRUTTA	FRUTTA_papaya	papaya	1	6834	0.47	no
FOODS	fruit	FRUTTA	FRUTTA_papaya	frutta papaya	2	3	0	no
FOODS	fruit	FRUTTA	FRUTTA_pera	pera	1	27131	1.87	no
FOODS	fruit	FRUTTA	FRUTTA_pera	frutta pera	2	10	0	no
FOODS	fruit	FRUTTA	FRUTTA_pesca	pesca	1	34359	2.37	no
FOODS	fruit	FRUTTA	FRUTTA_pesca	frutta pesca	2	3	0	no
FOODS	fruit	FRUTTA	FRUTTA_pomodoro	pomodoro	1	144721	9.97	no
FOODS	fruit	FRUTTA	FRUTTA_pomodoro	frutta pomodoro	2	2	0	no
FOODS	fruit	FRUTTA	FRUTTA_pompelmo	pompelmo	1	19469	1.34	no
FOODS	fruit	FRUTTA	FRUTTA_pompelmo	frutta pompelmo	2	4	0	no
FOODS	fruit	FRUTTA	FRUTTA_prugna	prugna	1	12648	0.87	no
FOODS	fruit	FRUTTA	FRUTTA_prugna	frutta prugna	2	5	0	no
FOODS	fruit	FRUTTA	FRUTTA_ribes	ribes	1	15790	1.09	no
FOODS	fruit	FRUTTA	FRUTTA_ribes	frutta ribes	2	2	0	no
FOODS	fruit	FRUTTA	FRUTTA_secca	frutta secca	2	49103	3.38	no
FOODS	fruit	FRUTTA	FRUTTA_susina	susina	1	1814	0.12	no
FOODS	fruit	FRUTTA	FRUTTA_susina	frutta susina	2	2	0	no
FOODS	fruit	FRUTTA	FRUTTA_uva	uva	1	35319	2.43	no
FOODS	fruit	FRUTTA	FRUTTA_uva	frutta uva	2	12	0	no
ANIMALS	giraffe	GIRAFFA	GIRAFFA_africana	giraffa africana	2	4	0	no
ANIMALS	giraffe	GIRAFFA	GIRAFFA_masai	masai	1	1337	0.09	si
ANIMALS	giraffe	GIRAFFA	GIRAFFA_masai	giraffa masai	2	11	0	no
ANIMALS	giraffe	GIRAFFA	GIRAFFA_reticolata	giraffa reticolata	2	47	0	no
FURNISHINGS/FITTINGS	chandelier	LAMPADARIO	LAMPADARIO_antico	lampadario antico	2	46	0	no
FURNISHINGS/FITTINGS	chandelier	LAMPADARIO	LAMPADARIO_moderno	lampadario moderno	2	190	0.01	no
FURNISHINGS/FITTINGS	chandelier	LAMPADARIO	LAMPADARIO_plafoniera	plafoniera	1	8016	0.55	no
FURNISHINGS/FITTINGS	chandelier	LAMPADARIO	LAMPADARIO_plafoniera	lampadario plafoniera	2	3	0	no
HOBBIES	reader	LETTORE	LETTORE_assiduo	lettore assiduo	2	294	0.02	no
HOBBIES	reader	LETTORE	LETTORE_attento	lettore attento	2	2015	0.14	no
HOBBIES	reader	LETTORE	LETTORE_blu-ray	blu-ray	1	4041	0.28	no
HOBBIES	reader	LETTORE	LETTORE_blu-ray	lettore blu-ray	2	253	0.02	no
HOBBIES	reader	LETTORE	LETTORE_cd	lettore cd	1	3417	0.24	si
HOBBIES	reader	LETTORE	LETTORE_cd	lettore cd	2	3417	0.24	no
HOBBIES	reader	LETTORE	LETTORE_distratto	lettore distratto	2	320	0.02	no
HOBBIES	reader	LETTORE	LETTORE_dvd	dvd	1	24064	1.66	no
HOBBIES	reader	LETTORE	LETTORE_dvd	lettore dvd	2	2813	0.19	no
HOBBIES	reader	LETTORE	LETTORE_mp3	mp3	1	38498	2.65	no
HOBBIES	reader	LETTORE	LETTORE_mp3	lettore mp3	2	4169	0.29	no
HOBBIES	reader	LETTORE	LETTORE_usb	usb	1	17410	1.2	no
HOBBIES	reader	LETTORE	LETTORE_usb	lettore usb	2	86	0.01	no
ANIMALS	pork	MAIALE	MAIALE_adulto	maiale adulto	2	53	0	no
ANIMALS	pork	MAIALE	MAIALE_bianco	maiale bianco	2	62	0	no
ANIMALS	pork	MAIALE	MAIALE_cinghiale	cinghiale	1	22318	1.54	no
ANIMALS	pork	MAIALE	MAIALE_cinghiale	maiale cinghiale	2	2	0	no
ANIMALS	pork	MAIALE	MAIALE_maialino	maialino	1	9374	0.65	no
ANIMALS	pork	MAIALE	MAIALE_maialino	maiale maialino	2	0	0	no
ANIMALS	pork	MAIALE	MAIALE_nero	maiale nero	2	868	0.06	no
ANIMALS	pork	MAIALE	MAIALE_rosa	maiale rosa	2	52	0	no
ANIMALS	pork	MAIALE	MAIALE_scrofa	scrofa	1	3773	0.26	no
ANIMALS	pork	MAIALE	MAIALE_scrofa	maiale scrofa	2	0	0	no
PLANTS	mimosa	MIMOSA	MIMOSA_bianca	mimosa bianca	2	1	0	no
PLANTS	mimosa	MIMOSA	MIMOSA_gialla	mimosa gialla	2	12	0	no
PLANTS	mimosa	MIMOSA	MIMOSA_torta	torta	1	18458	1.27	si
PLANTS	mimosa	MIMOSA	MIMOSA_torta	mimosa torta	2	1	0	no
ANIMALS	cow	MUCCA	MUCCA_angus	angus	1	1101	0.08	no
ANIMALS	cow	MUCCA	MUCCA_angus	mucca angus	2	0	0	no
ANIMALS	cow	MUCCA	MUCCA_bianca	mucca bianca	2	89	0.01	no
ANIMALS	cow	MUCCA	MUCCA_bruna	mucca bruna	2	12	0	no
ANIMALS	cow	MUCCA	MUCCA_chianina	chianina	1	3545	0.24	no
ANIMALS	cow	MUCCA	MUCCA_chianina	mucca chianina	2	21	0	no
ANIMALS	cow	MUCCA	MUCCA_frisona	frisona	1	664	0.05	no
ANIMALS	cow	MUCCA	MUCCA_frisona	mucca frisona	2	18	0	no
ANIMALS	cow	MUCCA	MUCCA_nera	mucca nera	2	40	0	no
ANIMALS	cow	MUCCA	MUCCA_pezzata	mucca pezzata	2	64	0	no
ANIMALS	cow	MUCCA	MUCCA_podolica	mucca podolica	2	39	0	no
ANIMALS	cow	MUCCA	MUCCA_rossa	mucca rossa	2	51	0	no
ANIMALS	cow	MUCCA	MUCCA_simmental	simmental	1	94	0.01	no
ANIMALS	cow	MUCCA	MUCCA_simmental	mucca simmental	2	0	0	no
ANIMALS	cow	MUCCA	MUCCA_vacca	vacca	1	23972	1.65	no
ANIMALS	cow	MUCCA	MUCCA_vacca	mucca vacca	2	1	0	no
ANIMALS	cow	MUCCA	MUCCA_vitello	vitello	1	37973	2.62	no
ANIMALS	cow	MUCCA	MUCCA_vitello	mucca vitello	2	1	0	no
HOBBIES	ball	PALLA	PALLA_gonfiabile	palla gonfiabile	2	165	0.01	no
HOBBIES	brush	PENNELLO	PENNELLO_duro	pennello duro	2	41	0	no
HOBBIES	brush	PENNELLO	PENNELLO_fine	fine	1	31983	2.2	si
HOBBIES	brush	PENNELLO	PENNELLO_fine	pennello fine	2	101	0.01	no
HOBBIES	brush	PENNELLO	PENNELLO_grande	pennello grande	2	795	0.05	no
HOBBIES	brush	PENNELLO	PENNELLO_largo	pennello largo	2	176	0.01	no
HOBBIES	brush	PENNELLO	PENNELLO_morbido	pennello morbido	2	572	0.04	no
HOBBIES	brush	PENNELLO	PENNELLO_piatto	pennello piatto	2	928	0.06	no
HOBBIES	brush	PENNELLO	PENNELLO_piccolo	pennello piccolo	2	276	0.02	no
HOBBIES	brush	PENNELLO	PENNELLO_sintetico	pennello sintetico	2	87	0.01	no
HOBBIES	brush	PENNELLO	PENNELLO_tondo	pennello tondo	2	134	0.01	no
KITCHENWARE	pot	PENTOLA	PENTOLA_alta	pentola alta	2	584	0.04	no
