participant,concept,exemplar,rank_order,normed_rank_order,abs_freq
gpt3.5_iter86,guanti,da pilates,47,0.1785714285714286,23.0
gpt3.5_iter86,guanti,da fitness,48,0.1607142857142857,32.0
gpt3.5_iter86,guanti,da corsa,49,0.1428571428571429,690.0
gpt3.5_iter86,guanti,da trekking,50,0.125,270.0
gpt3.5_iter86,guanti,da arrampicata su ghiaccio,52,0.0892857142857143,14.0
gpt3.5_iter86,guanti,da arrampicata sportiva,53,0.0714285714285714,22.0
gpt3.5_iter86,guanti,da arrampicata tradizionale,54,0.0535714285714286,2.0
gpt3.5_iter86,guanti,da arrampicata boulder,55,0.0357142857142857,8.0
gpt3.5_iter86,guanti,da arramp,56,0.0178571428571429,0.0
gpt3.5_iter87,insalata,insalata mista,1,1.0,694.0
gpt3.5_iter87,insalata,insalata di pomodori,2,0.9230769230769232,40.0
gpt3.5_iter87,insalata,insalata di cetrioli,3,0.8461538461538461,24.0
gpt3.5_iter87,insalata,insalata di lattuga,4,0.7692307692307692,48.0
gpt3.5_iter87,insalata,insalata di rucola,5,0.6923076923076923,50.0
gpt3.5_iter87,insalata,insalata di spinaci,6,0.6153846153846154,42.0
gpt3.5_iter87,insalata,insalata di carote,7,0.5384615384615384,50.0
gpt3.5_iter87,insalata,insalata di patate,8,0.4615384615384615,48.0
gpt3.5_iter87,insalata,insalata di riso,9,0.3846153846153846,124.0
gpt3.5_iter87,insalata,insalata di pollo,10,0.3076923076923077,44.0
gpt3.5_iter87,insalata,insalata di tonno,11,0.2307692307692307,40.0
gpt3.5_iter87,insalata,insalata di gamberetti,12,0.1538461538461538,30.0
gpt3.5_iter87,insalata,insalata di frutta,13,0.0769230769230768,46.0
gpt3.5_iter88,lampada,lampada a sospensione,1,1.0,33.0
gpt3.5_iter88,lampada,lampada da tavolo,2,0.9090909090909092,276.0
gpt3.5_iter88,lampada,lampada da terra,3,0.8181818181818181,45.0
gpt3.5_iter88,lampada,lampada a parete,4,0.7272727272727273,45.0
gpt3.5_iter88,lampada,lampada a soffitto,5,0.6363636363636364,22.0
gpt3.5_iter88,lampada,lampada a led,6,0.5454545454545454,152.0
gpt3.5_iter88,lampada,lampada a incandescenza,7,0.4545454545454546,68.0
gpt3.5_iter88,lampada,lampada a risparmio energetico,8,0.3636363636363636,49.0
gpt3.5_iter88,lampada,lampada a fluorescenza,9,0.2727272727272727,70.0
gpt3.5_iter88,lampada,lampada a neon,10,0.1818181818181817,25.0
gpt3.5_iter88,lampada,lampada solare,11,0.0909090909090909,110.0
gpt3.5_iter89,lampadario,a sospensione,1,1.0,68.0
gpt3.5_iter89,lampadario,a soffitto,2,0.9411764705882352,93.0
gpt3.5_iter89,lampadario,a parete,3,0.8823529411764706,341.0
gpt3.5_iter89,lampadario,da tavolo,4,0.8235294117647058,46.0
gpt3.5_iter89,lampadario,da terra,5,0.7647058823529411,24.0
gpt3.5_iter89,lampadario,a led,6,0.7058823529411764,535.0
gpt3.5_iter89,lampadario,a incandescenza,7,0.6470588235294117,29.0
gpt3.5_iter89,lampadario,a risparmio energetico,8,0.5882352941176471,106.0
gpt3.5_iter89,lampadario,a cristalli,9,0.5294117647058824,57.0
gpt3.5_iter89,lampadario,moderno,10,0.4705882352941176,22661.0
gpt3.5_iter89,lampadario,classico,11,0.4117647058823529,19173.0
gpt3.5_iter89,lampadario,industriale,12,0.3529411764705882,16424.0
gpt3.5_iter89,lampadario,vintage,13,0.2941176470588235,19222.0
gpt3.5_iter89,lampadario,minimalista,14,0.2352941176470588,15079.0
gpt3.5_iter89,lampadario,colorato,15,0.1764705882352941,19088.0
gpt3.5_iter89,lampadario,regolabile,16,0.1176470588235294,26561.0
gpt3.5_iter89,lampadario,con telecomando,17,0.0588235294117647,116.0
gpt3.5_iter90,latte,latte intero,1,1.0,107.0
gpt3.5_iter90,latte,latte scremato,2,0.95,830.0
gpt3.5_iter90,latte,latte parzialmente scremato,3,0.9,76.0
gpt3.5_iter90,latte,latte di soia,4,0.85,240.0
gpt3.5_iter90,latte,latte di mandorla,5,0.8,81.0
gpt3.5_iter90,latte,latte di riso,6,0.75,65.0
gpt3.5_iter90,latte,latte di avena,7,0.7,23.0
gpt3.5_iter90,latte,latte di cocco,8,0.65,128.0
gpt3.5_iter90,latte,latte condensato,9,0.6,762.0
gpt3.5_iter90,latte,latte evaporato,10,0.55,24.0
gpt3.5_iter90,latte,latte in polvere,11,0.5,91.0
gpt3.5_iter90,latte,latte fresco,12,0.4499999999999999,265.0
gpt3.5_iter90,latte,latte uht,13,0.4,255.0
gpt3.5_iter90,latte,latte aromatizzato (cioccolato,14,0.35,0.0
gpt3.5_iter90,latte,vaniglia,15,0.3,17481.0
gpt3.5_iter90,latte,fragola),16,0.25,0.0
gpt3.5_iter90,latte,latte fermentato (yogurt),17,0.1999999999999999,0.0
gpt3.5_iter90,latte,latte di capra,18,0.15,40.0
gpt3.5_iter90,latte,latte di pecora,19,0.0999999999999999,20.0
gpt3.5_iter90,latte,latte di bufala,20,0.05,25.0
gpt3.5_iter91,legume,fagioli,1,1.0,58698.0
gpt3.5_iter91,legume,piselli,2,0.972972972972973,42566.0
gpt3.5_iter91,legume,lenticchie,3,0.945945945945946,48902.0
gpt3.5_iter91,legume,ceci,4,0.9189189189189187,43154.0
gpt3.5_iter91,legume,fave,5,0.8918918918918919,47898.0
gpt3.5_iter91,legume,soia,6,0.8648648648648649,42016.0
gpt3.5_iter91,legume,cicerchie,7,0.8378378378378378,3808.0
gpt3.5_iter91,legume,lupini,8,0.8108108108108107,13184.0
gpt3.5_iter91,legume,azuki,9,0.7837837837837838,2073.0
gpt3.5_iter91,legume,cannellini,10,0.7567567567567568,3967.0
gpt3.5_iter91,legume,borlotti,11,0.7297297297297297,3244.0
gpt3.5_iter91,legume,neri,12,0.7027027027027026,33911.0
gpt3.5_iter91,legume,mung,13,0.6756756756756757,598.0
gpt3.5_iter91,legume,adzuki,14,0.6486486486486487,90.0
gpt3.5_iter91,legume,garbanzo,15,0.6216216216216216,56.0
gpt3.5_iter91,legume,chickpea,16,0.5945945945945945,14.0
gpt3.5_iter91,legume,kidney,17,0.5675675675675675,1382.0
gpt3.5_iter91,legume,pinto,18,0.5405405405405406,24032.0
gpt3.5_iter91,legume,black-eyed peas,19,0.5135135135135135,11.0
gpt3.5_iter91,legume,green peas,20,0.4864864864864865,13.0
gpt3.5_iter91,legume,snow peas,21,0.4594594594594594,10.0
gpt3.5_iter91,legume,snap peas,22,0.4324324324324324,2.0
gpt3.5_iter91,legume,edamame,23,0.4054054054054054,1887.0
gpt3.5_iter91,legume,lentils,24,0.3783783783783784,33.0
gpt3.5_iter91,legume,split peas,25,0.3513513513513513,3.0
gpt3.5_iter91,legume,lima beans,26,0.3243243243243243,5.0
gpt3.5_iter91,legume,broad beans,27,0.2972972972972972,11.0
gpt3.5_iter91,legume,butter beans,28,0.2702702702702703,1.0
gpt3.5_iter91,legume,navy beans,29,0.2432432432432432,2.0
gpt3.5_iter91,legume,black beans,30,0.2162162162162162,19.0
gpt3.5_iter91,legume,red beans,31,0.1891891891891891,28.0
gpt3.5_iter91,legume,white beans,32,0.1621621621621621,1.0
gpt3.5_iter91,legume,kidney beans,33,0.1351351351351351,4.0
gpt3.5_iter91,legume,pinto beans,34,0.1081081081081081,1.0
gpt3.5_iter91,legume,adzuki beans,35,0.081081081081081,1.0
gpt3.5_iter91,legume,chickpeas,36,0.054054054054054,10.0
gpt3.5_iter91,legume,garbanzo beans,37,0.0270270270270269,1.0
gpt3.5_iter92,leone,leone africano,1,1.0,608.0
gpt3.5_iter92,leone,leone asiatico,2,0.9,544.0
gpt3.5_iter92,leone,leone del sud-ovest dell'africa,3,0.8,0.0
gpt3.5_iter92,leone,leone del congo,4,0.7,8.0
gpt3.5_iter92,leone,leone del kalahari,5,0.6,44.0
gpt3.5_iter92,leone,leone del serengeti,6,0.5,24.0
gpt3.5_iter92,leone,leone del masai mara,7,0.4,0.0
gpt3.5_iter92,leone,leone del kruger,8,0.3,0.0
gpt3.5_iter92,leone,leone del parco nazionale di etosha,9,0.1999999999999999,0.0
gpt3.5_iter92,leone,leone del parco nazionale di hwange,10,0.0999999999999999,0.0
gpt3.5_iter93,letto,singolo,1,1.0,21087.0
gpt3.5_iter93,letto,matrimoniale,2,0.9777777777777776,19355.0
gpt3.5_iter93,letto,a castello,3,0.9555555555555556,262.0
gpt3.5_iter93,letto,a scomparsa,4,0.9333333333333332,164.0
gpt3.5_iter93,letto,a baldacchino,5,0.9111111111111112,30.0
gpt3.5_iter93,letto,a una piazza e mezza,6,0.8888888888888888,30.0
gpt3.5_iter93,letto,a doghe,7,0.8666666666666667,28.0
gpt3.5_iter93,letto,a molle,8,0.8444444444444444,27.0
gpt3.5_iter93,letto,a contenitore,9,0.8222222222222222,46.0
gpt3.5_iter93,letto,a rotelle,10,0.8,430.0
gpt3.5_iter93,letto,a forma di macchina,11,0.7777777777777778,20.0
gpt3.5_iter93,letto,a forma di castello,12,0.7555555555555555,24.0
gpt3.5_iter93,letto,a forma di nave,13,0.7333333333333334,21.0
gpt3.5_iter93,letto,a forma di auto,14,0.7111111111111111,21.0
gpt3.5_iter93,letto,a forma di animale,15,0.6888888888888889,28.0
gpt3.5_iter93,letto,a forma di fiore,16,0.6666666666666667,32.0
gpt3.5_iter93,letto,a forma di cuore,17,0.6444444444444444,23.0
gpt3.5_iter93,letto,a forma di nuvola,18,0.6222222222222222,21.0
gpt3.5_iter93,letto,a forma di stella,19,0.6,22.0
gpt3.5_iter93,letto,a forma di libro,21,0.5555555555555556,20.0
gpt3.5_iter93,letto,a forma di pallone,22,0.5333333333333333,22.0
gpt3.5_iter93,letto,a forma di casa,23,0.5111111111111111,26.0
gpt3.5_iter93,letto,a forma di treno,24,0.4888888888888889,20.0
gpt3.5_iter93,letto,a forma di aereo,25,0.4666666666666667,20.0
gpt3.5_iter93,letto,a forma di sedia,26,0.4444444444444444,21.0
gpt3.5_iter93,letto,a forma di divano,27,0.4222222222222223,20.0
gpt3.5_iter93,letto,a forma di trono,28,0.4,21.0
gpt3.5_iter93,letto,a forma di carrozza,29,0.3777777777777777,21.0
gpt3.5_iter93,letto,a forma di barca,30,0.3555555555555555,25.0
gpt3.5_iter93,letto,a forma di cigno,31,0.3333333333333333,22.0
gpt3.5_iter93,letto,a forma di elefante,32,0.3111111111111111,27.0
gpt3.5_iter93,letto,a forma di dinosauro,33,0.2888888888888888,20.0
gpt3.5_iter93,letto,a forma di unicorno,34,0.2666666666666667,22.0
gpt3.5_iter93,letto,a forma di castoro,35,0.2444444444444444,20.0
gpt3.5_iter93,letto,a forma di orso,36,0.2222222222222222,24.0
gpt3.5_iter93,letto,a forma di coniglio,37,0.1999999999999999,25.0
gpt3.5_iter93,letto,a forma di gatto,38,0.1777777777777778,24.0
gpt3.5_iter93,letto,a forma di cane,39,0.1555555555555555,24.0
gpt3.5_iter93,letto,a forma di leone,40,0.1333333333333333,22.0
gpt3.5_iter93,letto,a forma di tigre,41,0.1111111111111111,25.0
gpt3.5_iter93,letto,a forma di zebra,42,0.0888888888888889,14.0
gpt3.5_iter93,letto,a forma di giraffa,43,0.0666666666666666,23.0
gpt3.5_iter93,letto,a forma di,45,0.0222222222222222,436.0
gpt3.5_iter94,lettore,cd,1,1.0,21016.0
gpt3.5_iter94,lettore,dvd,2,0.9,19554.0
gpt3.5_iter94,lettore,blu-ray,3,0.8,18692.0
gpt3.5_iter94,lettore,lettore mp3,4,0.7,726.0
gpt3.5_iter94,lettore,lettore di schede di memoria,5,0.6,28.0
gpt3.5_iter94,lettore,lettore di codici a barre,6,0.5,32.0
gpt3.5_iter94,lettore,lettore di libri elettronici,7,0.4,23.0
gpt3.5_iter94,lettore,lettore di carte di credito,8,0.3,23.0
gpt3.5_iter94,lettore,lettore di codici qr,9,0.1999999999999999,23.0
gpt3.5_iter94,lettore,lettore di impronte digitali,10,0.0999999999999999,40.0
gpt3.5_iter95,libreria,scaffale,1,1.0,42692.0
gpt3.5_iter95,libreria,mensola,2,0.9230769230769232,18961.0
gpt3.5_iter95,libreria,libreria a parete,3,0.8461538461538461,31.0
gpt3.5_iter95,libreria,libreria a scomparsa,4,0.7692307692307692,8.0
gpt3.5_iter95,libreria,libreria a scala,5,0.6923076923076923,45.0
gpt3.5_iter95,libreria,libreria a cubi,6,0.6153846153846154,18.0
gpt3.5_iter95,libreria,libreria a colonna,7,0.5384615384615384,24.0
gpt3.5_iter95,libreria,libreria a ponte,8,0.4615384615384615,23.0
gpt3.5_iter95,libreria,libreria a angolo,9,0.3846153846153846,0.0
gpt3.5_iter95,libreria,libreria a mobiletto,10,0.3076923076923077,0.0
gpt3.5_iter95,libreria,libreria a vetrina,11,0.2307692307692307,8.0
gpt3.5_iter95,libreria,libreria a cassetti,12,0.1538461538461538,1.0
gpt3.5_iter95,libreria,libreria a ripiani regolabili,13,0.0769230769230768,1.0
gpt3.5_iter96,libro,romanzo,1,1.0,26690.0
gpt3.5_iter96,libro,saggio,2,0.9803921568627452,29508.0
gpt3.5_iter96,libro,manuale,3,0.9607843137254902,28990.0
gpt3.5_iter96,libro,enciclopedia,4,0.9411764705882352,38886.0
gpt3.5_iter96,libro,poesia,5,0.9215686274509804,34008.0
gpt3.5_iter96,libro,biografia,6,0.9019607843137256,190567.0
gpt3.5_iter96,libro,thriller,7,0.8823529411764706,14409.0
gpt3.5_iter96,libro,fantasy,8,0.8627450980392157,19553.0
gpt3.5_iter96,libro,giallo,9,0.8431372549019608,35694.0
gpt3.5_iter96,libro,autobiografia,10,0.8235294117647058,35570.0
gpt3.5_iter96,libro,fumetto,11,0.803921568627451,38646.0
gpt3.5_iter96,libro,libro di cucina,12,0.7843137254901961,44.0
gpt3.5_iter96,libro,libro di storia,13,0.7647058823529411,150.0
gpt3.5_iter96,libro,libro di arte,14,0.7450980392156863,48.0
gpt3.5_iter96,libro,libro di scienza,15,0.7254901960784313,24.0
gpt3.5_iter96,libro,libro di psicologia,16,0.7058823529411764,48.0
gpt3.5_iter96,libro,libro di filosofia,17,0.6862745098039216,62.0
gpt3.5_iter96,libro,libro di matematica,18,0.6666666666666667,74.0
gpt3.5_iter96,libro,libro di lingua straniera,19,0.6470588235294117,8.0
gpt3.5_iter96,libro,libro di poesie,20,0.6274509803921569,49.0
gpt3.5_iter96,libro,libro di favole,21,0.607843137254902,21.0
gpt3.5_iter96,libro,libro di viaggi,22,0.5882352941176471,54.0
gpt3.5_iter96,libro,libro di fotografia,23,0.5686274509803921,56.0
gpt3.5_iter96,libro,libro di musica,24,0.5490196078431373,46.0
gpt3.5_iter96,libro,libro di sport,25,0.5294117647058824,50.0
gpt3.5_iter96,libro,libro di medicina,26,0.5098039215686274,21.0
gpt3.5_iter96,libro,libro di economia,27,0.4901960784313726,60.0
gpt3.5_iter96,libro,libro di politica,28,0.4705882352941176,44.0
gpt3.5_iter96,libro,libro di religione,29,0.4509803921568627,42.0
gpt3.5_iter96,libro,libro di geografia,30,0.4313725490196078,54.0
gpt3.5_iter96,libro,libro di tecnologia,31,0.4117647058823529,21.0
gpt3.5_iter96,libro,libro di giardinaggio,32,0.3921568627450981,24.0
gpt3.5_iter96,libro,libro di moda,33,0.3725490196078431,24.0
gpt3.5_iter96,libro,libro di architettura,34,0.3529411764705882,22.0
gpt3.5_iter96,libro,libro di cinema,35,0.3333333333333333,23.0
gpt3.5_iter96,libro,libro di teatro,36,0.3137254901960784,20.0
gpt3.5_iter96,libro,libro di biologia,37,0.2941176470588235,66.0
gpt3.5_iter96,libro,libro di chimica,38,0.2745098039215686,48.0
gpt3.5_iter96,libro,libro di fisica,39,0.2549019607843137,56.0
gpt3.5_iter96,libro,libro di informatica,40,0.2352941176470588,21.0
gpt3.5_iter96,libro,libro di letteratura,41,0.2156862745098039,24.0
gpt3.5_iter96,libro,libro di giornalismo,42,0.196078431372549,20.0
gpt3.5_iter96,libro,libro di educazione,43,0.1764705882352941,29.0
gpt3.5_iter96,libro,libro di psicologia infantile,44,0.1568627450980392,12.0
gpt3.5_iter96,libro,libro di astrologia,45,0.1372549019607842,21.0
gpt3.5_iter96,libro,libro di mitologia,46,0.1176470588235294,20.0
gpt3.5_iter96,libro,libro di filosofia orientale,47,0.0980392156862745,19.0
gpt3.5_iter96,libro,libro di storia dell'arte,48,0.0784313725490196,0.0
gpt3.5_iter96,libro,libro di storia antica,49,0.0588235294117647,22.0
gpt3.5_iter96,libro,libro di storia medievale,50,0.0392156862745097,22.0
gpt3.5_iter96,libro,libro di storia moderna,51,0.0196078431372549,22.0
gpt3.5_iter97,lucertola,geco,1,1.0,6903.0
gpt3.5_iter97,lucertola,camaleonte,2,0.9166666666666666,10872.0
gpt3.5_iter97,lucertola,iguana,3,0.8333333333333334,10632.0
gpt3.5_iter97,lucertola,anolis,4,0.75,192.0
gpt3.5_iter97,lucertola,scinco,5,0.6666666666666667,221.0
gpt3.5_iter97,lucertola,basilisco,6,0.5833333333333333,5023.0
gpt3.5_iter97,lucertola,agama,7,0.5,374.0
gpt3.5_iter97,lucertola,varano,8,0.4166666666666666,18793.0
gpt3.5_iter97,lucertola,dragoncello,9,0.3333333333333333,3400.0
gpt3.5_iter97,lucertola,cincia,10,0.25,1390.0
gpt3.5_iter97,lucertola,sauro,11,0.1666666666666666,12967.0
gpt3.5_iter97,lucertola,calotes,12,0.0833333333333333,11.0
gpt3.5_iter98,maglia,maglia a maniche corte,1,1.0,25.0
gpt3.5_iter98,maglia,maglia a maniche lunghe,2,0.967741935483871,29.0
gpt3.5_iter98,maglia,maglia a collo alto,3,0.935483870967742,22.0
gpt3.5_iter98,maglia,maglia a collo a v,4,0.9032258064516128,0.0
gpt3.5_iter98,maglia,maglia a righe,5,0.8709677419354839,29.0
gpt3.5_iter98,maglia,maglia a pois,6,0.8387096774193549,41.0
gpt3.5_iter98,maglia,maglia a trecce,7,0.8064516129032258,24.0
gpt3.5_iter98,maglia,maglia a coste,8,0.7741935483870968,28.0
gpt3.5_iter98,maglia,maglia a maglia larga,9,0.7419354838709677,0.0
gpt3.5_iter98,maglia,maglia a maglia stretta,10,0.7096774193548387,0.0
gpt3.5_iter98,maglia,maglia a tinta unita,11,0.6774193548387097,20.0
gpt3.5_iter98,maglia,maglia a stampa,12,0.6451612903225806,8.0
gpt3.5_iter98,maglia,maglia a scollo profondo,13,0.6129032258064516,0.0
gpt3.5_iter98,maglia,maglia a scollo a barca,14,0.5806451612903225,0.0
gpt3.5_iter98,maglia,maglia a scollo a barchetta,15,0.5483870967741935,0.0
gpt3.5_iter98,maglia,maglia a scollo a cuore,16,0.5161290322580645,0.0
gpt3.5_iter98,maglia,maglia a scollo a v profondo,17,0.4838709677419355,0.0
gpt3.5_iter98,maglia,maglia a scollo a lupetto,18,0.4516129032258065,0.0
gpt3.5_iter98,maglia,maglia a scollo a bavero,19,0.4193548387096774,0.0
gpt3.5_iter98,maglia,maglia a scollo a camicia,20,0.3870967741935484,0.0
gpt3.5_iter98,maglia,maglia a scollo a girocollo,21,0.3548387096774194,0.0
gpt3.5_iter98,maglia,maglia a scollo a dolcevita,22,0.3225806451612903,0.0
gpt3.5_iter98,maglia,maglia a scollo a polo,23,0.2903225806451612,0.0
gpt3.5_iter98,maglia,maglia a scollo a tunica,24,0.2580645161290322,0.0
gpt3.5_iter98,maglia,maglia a scollo a cascata,25,0.2258064516129032,0.0
gpt3.5_iter98,maglia,maglia a scollo a fiocco,26,0.1935483870967742,0.0
gpt3.5_iter98,maglia,maglia a scollo,31,0.032258064516129,9.0
gpt3.5_iter99,maiale,prosciutto,1,1.0,36924.0
gpt3.5_iter99,maiale,pancetta,2,0.9,88226.0
gpt3.5_iter99,maiale,salsiccia,3,0.8,39326.0
gpt3.5_iter99,maiale,salame,4,0.7,35764.0
gpt3.5_iter99,maiale,coppa,5,0.6,40010.0
gpt3.5_iter99,maiale,guanciale,6,0.5,16893.0
gpt3.5_iter99,maiale,lonza,7,0.4,4479.0
gpt3.5_iter99,maiale,lardo,8,0.3,16969.0
gpt3.5_iter99,maiale,cotechino,9,0.1999999999999999,9195.0
gpt3.5_iter99,maiale,porchetta,10,0.0999999999999999,27724.0
gpt3.5_iter100,mano,pollice,1,1.0,40276.0
gpt3.5_iter100,mano,indice,2,0.8,48724.0
gpt3.5_iter100,mano,medio,3,0.6,47336.0
gpt3.5_iter100,mano,anulare,4,0.4,37954.0
gpt3.5_iter100,mano,mignolo,5,0.1999999999999999,11856.0
gpt3.5_iter101,margherita,pizza,1,1.0,36890.0
gpt3.5_iter101,margherita,fiore,2,0.8571428571428572,22542.0
gpt3.5_iter101,margherita,nome,3,0.7142857142857143,18330.0
gpt3.5_iter101,margherita,cocktail,4,0.5714285714285714,32910.0
gpt3.5_iter101,margherita,pianta,5,0.4285714285714286,37258.0
gpt3.5_iter101,margherita,quadro,6,0.2857142857142857,35874.0
gpt3.5_iter101,margherita,canzone,7,0.1428571428571429,16928.0
gpt3.5_iter102,matita,matita a grafite,1,1.0,22.0
gpt3.5_iter102,matita,matita colorata,2,0.8888888888888888,112.0
gpt3.5_iter102,matita,matita meccanica,3,0.7777777777777778,234.0
gpt3.5_iter102,matita,matita per disegno tecnico,4,0.6666666666666667,6.0
gpt3.5_iter102,matita,matita per schizzi,5,0.5555555555555556,9.0
gpt3.5_iter102,matita,matita per trucco,6,0.4444444444444444,10.0
gpt3.5_iter102,matita,matita per sopracciglia,7,0.3333333333333333,33.0
gpt3.5_iter102,matita,matita per labbra,8,0.2222222222222222,24.0
gpt3.5_iter102,matita,matita per occhi,9,0.1111111111111111,28.0
gpt3.5_iter103,mestolo,mestolo di legno,1,1.0,23.0
gpt3.5_iter103,mestolo,mestolo di plastica,2,0.8888888888888888,17.0
gpt3.5_iter103,mestolo,mestolo di metallo,3,0.7777777777777778,21.0
gpt3.5_iter103,mestolo,mestolo forato,4,0.6666666666666667,1164.0
gpt3.5_iter103,mestolo,mestolo lungo,5,0.5555555555555556,11.0
gpt3.5_iter103,mestolo,mestolo con manico in silicone,6,0.4444444444444444,0.0
gpt3.5_iter103,mestolo,mestolo con manico in acciaio,7,0.3333333333333333,0.0
gpt3.5_iter103,mestolo,mestolo con manico in legno,8,0.2222222222222222,0.0
gpt3.5_iter103,mestolo,mestolo con misurino integrato,9,0.1111111111111111,0.0
gpt3.5_iter104,metro,metropolitana,1,1.0,22530.0
gpt3.5_iter104,metro,metropolitana leggera,2,0.9333333333333332,303.0
gpt3.5_iter104,metro,metropolitana sotterranea,3,0.8666666666666667,37.0
gpt3.5_iter104,metro,metropolitana aerea,4,0.8,13.0
gpt3.5_iter104,metro,metropolitana automatica,5,0.7333333333333334,42.0
gpt3.5_iter104,metro,metropolitana ad alta velocità,6,0.6666666666666667,16.0
gpt3.5_iter104,metro,metropolitana monorotaia,7,0.6,1.0
gpt3.5_iter104,metro,metropolitana a cremagliera,8,0.5333333333333333,5.0
gpt3.5_iter104,metro,metropolitana a funicolare,9,0.4666666666666667,0.0
gpt3.5_iter104,metro,metropolitana a trazione elettrica,10,0.4,1.0
gpt3.5_iter104,metro,metropolitana a trazione diesel,11,0.3333333333333333,0.0
gpt3.5_iter104,metro,metropolitana a trazione idraulica,12,0.2666666666666667,0.0
gpt3.5_iter104,metro,metropolitana a trazione pneumatica,13,0.1999999999999999,0.0
gpt3.5_iter104,metro,metropolitana a trazione magnetica,14,0.1333333333333333,0.0
gpt3.5_iter104,metro,metropolitana a trazione umana,15,0.0666666666666666,0.0
gpt3.5_iter105,mimosa,albero,1,1.0,35138.0
gpt3.5_iter105,mimosa,pianta,2,0.8,37258.0
gpt3.5_iter105,mimosa,fiore,3,0.6,22542.0
gpt3.5_iter105,mimosa,arbusto,4,0.4,29878.0
gpt3.5_iter105,mimosa,mimosa pudica (pianta sensibile al tocco),5,0.1999999999999999,0.0
gpt3.5_iter106,motocicletta,sportiva,1,1.0,25800.0
gpt3.5_iter106,motocicletta,naked,2,0.9090909090909092,18524.0
gpt3.5_iter106,motocicletta,cruiser,3,0.8181818181818181,19514.0
gpt3.5_iter106,motocicletta,enduro,4,0.7272727272727273,26244.0
gpt3.5_iter106,motocicletta,scooter,5,0.6363636363636364,50306.0
gpt3.5_iter106,motocicletta,motard,6,0.5454545454545454,6239.0
gpt3.5_iter106,motocicletta,touring,7,0.4545454545454546,27475.0
gpt3.5_iter106,motocicletta,custom,8,0.3636363636363636,21199.0
gpt3.5_iter106,motocicletta,cross,9,0.2727272727272727,20458.0
gpt3.5_iter106,motocicletta,quad,10,0.1818181818181817,43016.0
gpt3.5_iter106,motocicletta,triciclo,11,0.0909090909090909,21178.0
gpt3.5_iter107,mucca,bovino,1,1.0,29670.0
gpt3.5_iter107,mucca,toro,2,0.8333333333333334,20992.0
gpt3.5_iter107,mucca,vitello,3,0.6666666666666667,41866.0
gpt3.5_iter107,mucca,manzo,4,0.5,37800.0
gpt3.5_iter107,mucca,vacca,5,0.3333333333333333,39724.0
gpt3.5_iter107,mucca,bue,6,0.1666666666666666,35848.0
gpt3.5_iter108,muro,muro di mattoni,1,1.0,52.0
gpt3.5_iter108,muro,muro di cemento,2,0.9761904761904762,70.0
gpt3.5_iter108,muro,muro di pietra,3,0.9523809523809524,46.0
gpt3.5_iter108,muro,muro di legno,4,0.9285714285714286,50.0
gpt3.5_iter108,muro,muro di vetro,5,0.9047619047619048,48.0
gpt3.5_iter108,muro,muro di recinzione,6,0.8809523809523809,2519.0
gpt3.5_iter108,muro,muro di contenimento,7,0.8571428571428572,4769.0
gpt3.5_iter108,muro,muro di sostegno,8,0.8333333333333334,53.0
gpt3.5_iter108,muro,muro di confine,9,0.8095238095238095,25.0
gpt3.5_iter108,muro,muro di cinta,10,0.7857142857142857,120.0
gpt3.5_iter108,muro,muro di fortificazione,11,0.7619047619047619,34.0
gpt3.5_iter108,muro,muro divisorio,12,0.7380952380952381,150.0
gpt3.5_iter108,muro,muro di separazione,15,0.6666666666666667,45.0
gpt3.5_iter108,muro,muro di protezione,16,0.6428571428571428,32.0
gpt3.5_iter108,muro,muro di difesa,17,0.6190476190476191,31.0
gpt3.5_iter108,muro,,42,0.0238095238095238,0.0
gpt3.5_iter109,naso,aquilino,1,1.0,6072.0
gpt3.5_iter109,naso,schiacciato,2,0.9772727272727272,11981.0
gpt3.5_iter109,naso,adunco,3,0.9545454545454546,2588.0
gpt3.5_iter109,naso,piccolo,4,0.931818181818182,19630.0
gpt3.5_iter109,naso,grande,5,0.9090909090909092,18582.0
gpt3.5_iter109,naso,lungo,6,0.8863636363636364,15950.0
gpt3.5_iter109,naso,corto,7,0.8636363636363636,30082.0
gpt3.5_iter109,naso,dritto,8,0.8409090909090909,9012.0
gpt3.5_iter109,naso,curvo,9,0.8181818181818181,20386.0
gpt3.5_iter109,naso,a patata,10,0.7954545454545454,48.0
gpt3.5_iter109,naso,a punta,11,0.7727272727272727,356.0
gpt3.5_iter109,naso,a sella,12,0.75,34.0
gpt3.5_iter109,naso,a bottone,13,0.7272727272727273,65.0
gpt3.5_iter109,naso,a becco,14,0.7045454545454546,74.0
gpt3.5_iter109,naso,a goccia,15,0.6818181818181819,166.0
gpt3.5_iter109,naso,a freccia,16,0.6590909090909092,49.0
gpt3.5_iter109,naso,a martello,17,0.6363636363636364,37.0
gpt3.5_iter109,naso,a punta di freccia,18,0.6136363636363636,23.0
gpt3.5_iter109,naso,a punta di lancia,19,0.5909090909090908,20.0
gpt3.5_iter109,naso,a punta di spillo,20,0.5681818181818181,23.0
gpt3.5_iter109,naso,a punta di spada,21,0.5454545454545454,11.0
gpt3.5_iter109,naso,a punta di trapano,22,0.5227272727272727,4.0
gpt3.5_iter109,naso,a punta di ago,23,0.5,5.0
gpt3.5_iter109,naso,a punta di coltello,24,0.4772727272727273,23.0
