,participant,concept,exemplar,rank_order,normed_rank_order
2167,gpt3.5_iter90,latte,fragola),16,0.25
2168,gpt3.5_iter90,latte,latte fermentato (yogurt),17,0.19999999999999996
2169,gpt3.5_iter90,latte,latte di capra,18,0.15000000000000002
2170,gpt3.5_iter90,latte,latte di pecora,19,0.09999999999999998
2171,gpt3.5_iter90,latte,latte di bufala,20,0.050000000000000044
2172,gpt3.5_iter91,legume,fagioli,1,1.0
2173,gpt3.5_iter91,legume,piselli,2,0.972972972972973
2174,gpt3.5_iter91,legume,lenticchie,3,0.9459459459459459
2175,gpt3.5_iter91,legume,ceci,4,0.9189189189189189
2176,gpt3.5_iter91,legume,fave,5,0.8918918918918919
2177,gpt3.5_iter91,legume,soia,6,0.8648648648648649
2178,gpt3.5_iter91,legume,cicerchie,7,0.8378378378378378
2179,gpt3.5_iter91,legume,lupini,8,0.8108108108108107
2180,gpt3.5_iter91,legume,azuki,9,0.7837837837837838
2181,gpt3.5_iter91,legume,cannellini,10,0.7567567567567568
2182,gpt3.5_iter91,legume,borlotti,11,0.7297297297297297
2183,gpt3.5_iter91,legume,neri,12,0.7027027027027026
2184,gpt3.5_iter91,legume,mung,13,0.6756756756756757
2185,gpt3.5_iter91,legume,adzuki,14,0.6486486486486487
2186,gpt3.5_iter91,legume,garbanzo,15,0.6216216216216216
2187,gpt3.5_iter91,legume,chickpea,16,0.5945945945945945
2188,gpt3.5_iter91,legume,kidney,17,0.5675675675675675
2189,gpt3.5_iter91,legume,pinto,18,0.5405405405405406
2190,gpt3.5_iter91,legume,black-eyed peas,19,0.5135135135135135
2191,gpt3.5_iter91,legume,green peas,20,0.4864864864864865
2192,gpt3.5_iter91,legume,snow peas,21,0.45945945945945943
2193,gpt3.5_iter91,legume,snap peas,22,0.43243243243243246
2194,gpt3.5_iter91,legume,edamame,23,0.4054054054054054
2195,gpt3.5_iter91,legume,lentils,24,0.3783783783783784
2196,gpt3.5_iter91,legume,split peas,25,0.3513513513513513
2197,gpt3.5_iter91,legume,lima beans,26,0.32432432432432434
2198,gpt3.5_iter91,legume,broad beans,27,0.29729729729729726
2199,gpt3.5_iter91,legume,butter beans,28,0.2702702702702703
2200,gpt3.5_iter91,legume,navy beans,29,0.2432432432432432
2201,gpt3.5_iter91,legume,black beans,30,0.21621621621621623
2202,gpt3.5_iter91,legume,red beans,31,0.18918918918918914
2203,gpt3.5_iter91,legume,white beans,32,0.16216216216216217
2204,gpt3.5_iter91,legume,kidney beans,33,0.1351351351351351
2205,gpt3.5_iter91,legume,pinto beans,34,0.10810810810810811
2206,gpt3.5_iter91,legume,adzuki beans,35,0.08108108108108103
2207,gpt3.5_iter91,legume,chickpeas,36,0.05405405405405406
2208,gpt3.5_iter91,legume,garbanzo beans,37,0.027027027027026973
2209,gpt3.5_iter92,leone,leone africano,1,1.0
2210,gpt3.5_iter92,leone,leone asiatico,2,0.9
2211,gpt3.5_iter92,leone,leone del sud-ovest dell'africa,3,0.8
2212,gpt3.5_iter92,leone,leone del congo,4,0.7
2213,gpt3.5_iter92,leone,leone del kalahari,5,0.6
2214,gpt3.5_iter92,leone,leone del serengeti,6,0.5
2215,gpt3.5_iter92,leone,leone del masai mara,7,0.4
2216,gpt3.5_iter92,leone,leone del kruger,8,0.30000000000000004
2217,gpt3.5_iter92,leone,leone del parco nazionale di etosha,9,0.19999999999999996
2218,gpt3.5_iter92,leone,leone del parco nazionale di hwange,10,0.09999999999999998
2219,gpt3.5_iter93,letto,singolo,1,1.0
2220,gpt3.5_iter93,letto,matrimoniale,2,0.9777777777777777
2221,gpt3.5_iter93,letto,a castello,3,0.9555555555555556
2222,gpt3.5_iter93,letto,a scomparsa,4,0.9333333333333333
2223,gpt3.5_iter93,letto,a baldacchino,5,0.9111111111111111
2224,gpt3.5_iter93,letto,a una piazza e mezza,6,0.8888888888888888
2225,gpt3.5_iter93,letto,a doghe,7,0.8666666666666667
2226,gpt3.5_iter93,letto,a molle,8,0.8444444444444444
2227,gpt3.5_iter93,letto,a contenitore,9,0.8222222222222222
2228,gpt3.5_iter93,letto,a rotelle,10,0.8
2229,gpt3.5_iter93,letto,a forma di macchina,11,0.7777777777777778
2230,gpt3.5_iter93,letto,a forma di castello,12,0.7555555555555555
2231,gpt3.5_iter93,letto,a forma di nave,13,0.7333333333333334
2232,gpt3.5_iter93,letto,a forma di auto,14,0.7111111111111111
2233,gpt3.5_iter93,letto,a forma di animale,15,0.6888888888888889
2234,gpt3.5_iter93,letto,a forma di fiore,16,0.6666666666666667
2235,gpt3.5_iter93,letto,a forma di cuore,17,0.6444444444444444
2236,gpt3.5_iter93,letto,a forma di nuvola,18,0.6222222222222222
2237,gpt3.5_iter93,letto,a forma di stella,19,0.6
2239,gpt3.5_iter93,letto,a forma di libro,21,0.5555555555555556
2240,gpt3.5_iter93,letto,a forma di pallone,22,0.5333333333333333
2241,gpt3.5_iter93,letto,a forma di casa,23,0.5111111111111111
2242,gpt3.5_iter93,letto,a forma di treno,24,0.48888888888888893
2243,gpt3.5_iter93,letto,a forma di aereo,25,0.4666666666666667
2244,gpt3.5_iter93,letto,a forma di sedia,26,0.4444444444444444
2245,gpt3.5_iter93,letto,a forma di divano,27,0.4222222222222223
2246,gpt3.5_iter93,letto,a forma di trono,28,0.4
2247,gpt3.5_iter93,letto,a forma di carrozza,29,0.37777777777777777
2248,gpt3.5_iter93,letto,a forma di barca,30,0.3555555555555555
2249,gpt3.5_iter93,letto,a forma di cigno,31,0.33333333333333337
2250,gpt3.5_iter93,letto,a forma di elefante,32,0.3111111111111111
2251,gpt3.5_iter93,letto,a forma di dinosauro,33,0.28888888888888886
2252,gpt3.5_iter93,letto,a forma di unicorno,34,0.2666666666666667
2253,gpt3.5_iter93,letto,a forma di castoro,35,0.24444444444444446
2254,gpt3.5_iter93,letto,a forma di orso,36,0.2222222222222222
2255,gpt3.5_iter93,letto,a forma di coniglio,37,0.19999999999999996
2256,gpt3.5_iter93,letto,a forma di gatto,38,0.1777777777777778
2257,gpt3.5_iter93,letto,a forma di cane,39,0.15555555555555556
2258,gpt3.5_iter93,letto,a forma di leone,40,0.1333333333333333
2259,gpt3.5_iter93,letto,a forma di tigre,41,0.11111111111111116
2260,gpt3.5_iter93,letto,a forma di zebra,42,0.0888888888888889
2261,gpt3.5_iter93,letto,a forma di giraffa,43,0.06666666666666665
2263,gpt3.5_iter93,letto,a forma di,45,0.022222222222222254
2264,gpt3.5_iter94,lettore,cd,1,1.0
2265,gpt3.5_iter94,lettore,dvd,2,0.9
2266,gpt3.5_iter94,lettore,blu-ray,3,0.8
2267,gpt3.5_iter94,lettore,lettore mp3,4,0.7
2268,gpt3.5_iter94,lettore,lettore di schede di memoria,5,0.6
2269,gpt3.5_iter94,lettore,lettore di codici a barre,6,0.5
2270,gpt3.5_iter94,lettore,lettore di libri elettronici,7,0.4
2271,gpt3.5_iter94,lettore,lettore di carte di credito,8,0.30000000000000004
2272,gpt3.5_iter94,lettore,lettore di codici qr,9,0.19999999999999996
2273,gpt3.5_iter94,lettore,lettore di impronte digitali,10,0.09999999999999998
2274,gpt3.5_iter95,libreria,scaffale,1,1.0
2275,gpt3.5_iter95,libreria,mensola,2,0.9230769230769231
2276,gpt3.5_iter95,libreria,libreria a parete,3,0.8461538461538461
2277,gpt3.5_iter95,libreria,libreria a scomparsa,4,0.7692307692307692
2278,gpt3.5_iter95,libreria,libreria a scala,5,0.6923076923076923
2279,gpt3.5_iter95,libreria,libreria a cubi,6,0.6153846153846154
2280,gpt3.5_iter95,libreria,libreria a colonna,7,0.5384615384615384
2281,gpt3.5_iter95,libreria,libreria a ponte,8,0.46153846153846156
2282,gpt3.5_iter95,libreria,libreria a angolo,9,0.3846153846153846
2283,gpt3.5_iter95,libreria,libreria a mobiletto,10,0.3076923076923077
2284,gpt3.5_iter95,libreria,libreria a vetrina,11,0.23076923076923073
2285,gpt3.5_iter95,libreria,libreria a cassetti,12,0.15384615384615385
2286,gpt3.5_iter95,libreria,libreria a ripiani regolabili,13,0.07692307692307687
2287,gpt3.5_iter96,libro,romanzo,1,1.0
2288,gpt3.5_iter96,libro,saggio,2,0.9803921568627451
2289,gpt3.5_iter96,libro,manuale,3,0.9607843137254902
2290,gpt3.5_iter96,libro,enciclopedia,4,0.9411764705882353
2291,gpt3.5_iter96,libro,poesia,5,0.9215686274509804
2292,gpt3.5_iter96,libro,biografia,6,0.9019607843137255
2293,gpt3.5_iter96,libro,thriller,7,0.8823529411764706
2294,gpt3.5_iter96,libro,fantasy,8,0.8627450980392157
2295,gpt3.5_iter96,libro,giallo,9,0.8431372549019608
2296,gpt3.5_iter96,libro,autobiografia,10,0.8235294117647058
2297,gpt3.5_iter96,libro,fumetto,11,0.803921568627451
2298,gpt3.5_iter96,libro,libro di cucina,12,0.7843137254901961
2299,gpt3.5_iter96,libro,libro di storia,13,0.7647058823529411
2300,gpt3.5_iter96,libro,libro di arte,14,0.7450980392156863
2301,gpt3.5_iter96,libro,libro di scienza,15,0.7254901960784313
2302,gpt3.5_iter96,libro,libro di psicologia,16,0.7058823529411764
2303,gpt3.5_iter96,libro,libro di filosofia,17,0.6862745098039216
2304,gpt3.5_iter96,libro,libro di matematica,18,0.6666666666666667
2305,gpt3.5_iter96,libro,libro di lingua straniera,19,0.6470588235294117
2306,gpt3.5_iter96,libro,libro di poesie,20,0.6274509803921569
2307,gpt3.5_iter96,libro,libro di favole,21,0.607843137254902
2308,gpt3.5_iter96,libro,libro di viaggi,22,0.5882352941176471
2309,gpt3.5_iter96,libro,libro di fotografia,23,0.5686274509803921
2310,gpt3.5_iter96,libro,libro di musica,24,0.5490196078431373
2311,gpt3.5_iter96,libro,libro di sport,25,0.5294117647058824
2312,gpt3.5_iter96,libro,libro di medicina,26,0.5098039215686274
2313,gpt3.5_iter96,libro,libro di economia,27,0.4901960784313726
2314,gpt3.5_iter96,libro,libro di politica,28,0.47058823529411764
2315,gpt3.5_iter96,libro,libro di religione,29,0.4509803921568627
2316,gpt3.5_iter96,libro,libro di geografia,30,0.43137254901960786
2317,gpt3.5_iter96,libro,libro di tecnologia,31,0.4117647058823529
2318,gpt3.5_iter96,libro,libro di giardinaggio,32,0.3921568627450981
2319,gpt3.5_iter96,libro,libro di moda,33,0.37254901960784315
2320,gpt3.5_iter96,libro,libro di architettura,34,0.3529411764705882
2321,gpt3.5_iter96,libro,libro di cinema,35,0.33333333333333337
2322,gpt3.5_iter96,libro,libro di teatro,36,0.3137254901960784
2323,gpt3.5_iter96,libro,libro di biologia,37,0.2941176470588235
2324,gpt3.5_iter96,libro,libro di chimica,38,0.27450980392156865
2325,gpt3.5_iter96,libro,libro di fisica,39,0.2549019607843137
2326,gpt3.5_iter96,libro,libro di informatica,40,0.23529411764705888
2327,gpt3.5_iter96,libro,libro di letteratura,41,0.21568627450980393
2328,gpt3.5_iter96,libro,libro di giornalismo,42,0.196078431372549
2329,gpt3.5_iter96,libro,libro di educazione,43,0.17647058823529416
2330,gpt3.5_iter96,libro,libro di psicologia infantile,44,0.1568627450980392
2331,gpt3.5_iter96,libro,libro di astrologia,45,0.13725490196078427
2332,gpt3.5_iter96,libro,libro di mitologia,46,0.11764705882352944
2333,gpt3.5_iter96,libro,libro di filosofia orientale,47,0.0980392156862745
2334,gpt3.5_iter96,libro,libro di storia dell'arte,48,0.07843137254901966
2335,gpt3.5_iter96,libro,libro di storia antica,49,0.05882352941176472
2336,gpt3.5_iter96,libro,libro di storia medievale,50,0.039215686274509776
2337,gpt3.5_iter96,libro,libro di storia moderna,51,0.019607843137254943
2338,gpt3.5_iter97,lucertola,geco,1,1.0
2339,gpt3.5_iter97,lucertola,camaleonte,2,0.9166666666666666
2340,gpt3.5_iter97,lucertola,iguana,3,0.8333333333333334
2341,gpt3.5_iter97,lucertola,anolis,4,0.75
2342,gpt3.5_iter97,lucertola,scinco,5,0.6666666666666667
2343,gpt3.5_iter97,lucertola,basilisco,6,0.5833333333333333
2344,gpt3.5_iter97,lucertola,agama,7,0.5
2345,gpt3.5_iter97,lucertola,varano,8,0.41666666666666663
2346,gpt3.5_iter97,lucertola,dragoncello,9,0.33333333333333337
2347,gpt3.5_iter97,lucertola,cincia,10,0.25
2348,gpt3.5_iter97,lucertola,sauro,11,0.16666666666666663
2349,gpt3.5_iter97,lucertola,calotes,12,0.08333333333333337
2350,gpt3.5_iter98,maglia,maglia a maniche corte,1,1.0
2351,gpt3.5_iter98,maglia,maglia a maniche lunghe,2,0.967741935483871
2352,gpt3.5_iter98,maglia,maglia a collo alto,3,0.935483870967742
2353,gpt3.5_iter98,maglia,maglia a collo a v,4,0.9032258064516129
2354,gpt3.5_iter98,maglia,maglia a righe,5,0.8709677419354839
2355,gpt3.5_iter98,maglia,maglia a pois,6,0.8387096774193549
2356,gpt3.5_iter98,maglia,maglia a trecce,7,0.8064516129032258
2357,gpt3.5_iter98,maglia,maglia a coste,8,0.7741935483870968
2358,gpt3.5_iter98,maglia,maglia a maglia larga,9,0.7419354838709677
2359,gpt3.5_iter98,maglia,maglia a maglia stretta,10,0.7096774193548387
2360,gpt3.5_iter98,maglia,maglia a tinta unita,11,0.6774193548387097
2361,gpt3.5_iter98,maglia,maglia a stampa,12,0.6451612903225806
2362,gpt3.5_iter98,maglia,maglia a scollo profondo,13,0.6129032258064516
2363,gpt3.5_iter98,maglia,maglia a scollo a barca,14,0.5806451612903225
2364,gpt3.5_iter98,maglia,maglia a scollo a barchetta,15,0.5483870967741935
2365,gpt3.5_iter98,maglia,maglia a scollo a cuore,16,0.5161290322580645
2366,gpt3.5_iter98,maglia,maglia a scollo a v profondo,17,0.4838709677419355
2367,gpt3.5_iter98,maglia,maglia a scollo a lupetto,18,0.4516129032258065
2368,gpt3.5_iter98,maglia,maglia a scollo a bavero,19,0.4193548387096774
2369,gpt3.5_iter98,maglia,maglia a scollo a camicia,20,0.3870967741935484
2370,gpt3.5_iter98,maglia,maglia a scollo a girocollo,21,0.3548387096774194
2371,gpt3.5_iter98,maglia,maglia a scollo a dolcevita,22,0.32258064516129037
2372,gpt3.5_iter98,maglia,maglia a scollo a polo,23,0.29032258064516125
2373,gpt3.5_iter98,maglia,maglia a scollo a tunica,24,0.25806451612903225
2374,gpt3.5_iter98,maglia,maglia a scollo a cascata,25,0.22580645161290325
2375,gpt3.5_iter98,maglia,maglia a scollo a fiocco,26,0.19354838709677424
2380,gpt3.5_iter98,maglia,maglia a scollo,31,0.032258064516129004
2381,gpt3.5_iter99,maiale,prosciutto,1,1.0
2382,gpt3.5_iter99,maiale,pancetta,2,0.9
2383,gpt3.5_iter99,maiale,salsiccia,3,0.8
2384,gpt3.5_iter99,maiale,salame,4,0.7
2385,gpt3.5_iter99,maiale,coppa,5,0.6
2386,gpt3.5_iter99,maiale,guanciale,6,0.5
2387,gpt3.5_iter99,maiale,lonza,7,0.4
2388,gpt3.5_iter99,maiale,lardo,8,0.30000000000000004
2389,gpt3.5_iter99,maiale,cotechino,9,0.19999999999999996
2390,gpt3.5_iter99,maiale,porchetta,10,0.09999999999999998
2391,gpt3.5_iter100,mano,pollice,1,1.0
2392,gpt3.5_iter100,mano,indice,2,0.8
2393,gpt3.5_iter100,mano,medio,3,0.6
2394,gpt3.5_iter100,mano,anulare,4,0.4
2395,gpt3.5_iter100,mano,mignolo,5,0.19999999999999996
2396,gpt3.5_iter101,margherita,pizza,1,1.0
2397,gpt3.5_iter101,margherita,fiore,2,0.8571428571428572
2398,gpt3.5_iter101,margherita,nome,3,0.7142857142857143
2399,gpt3.5_iter101,margherita,cocktail,4,0.5714285714285714
2400,gpt3.5_iter101,margherita,pianta,5,0.4285714285714286
2401,gpt3.5_iter101,margherita,quadro,6,0.2857142857142857
2402,gpt3.5_iter101,margherita,canzone,7,0.1428571428571429
2403,gpt3.5_iter102,matita,matita a grafite,1,1.0
2404,gpt3.5_iter102,matita,matita colorata,2,0.8888888888888888
2405,gpt3.5_iter102,matita,matita meccanica,3,0.7777777777777778
2406,gpt3.5_iter102,matita,matita per disegno tecnico,4,0.6666666666666667
2407,gpt3.5_iter102,matita,matita per schizzi,5,0.5555555555555556
2408,gpt3.5_iter102,matita,matita per trucco,6,0.4444444444444444
2409,gpt3.5_iter102,matita,matita per sopracciglia,7,0.33333333333333337
2410,gpt3.5_iter102,matita,matita per labbra,8,0.2222222222222222
2411,gpt3.5_iter102,matita,matita per occhi,9,0.11111111111111116
2412,gpt3.5_iter103,mestolo,mestolo di legno,1,1.0
2413,gpt3.5_iter103,mestolo,mestolo di plastica,2,0.8888888888888888
2414,gpt3.5_iter103,mestolo,mestolo di metallo,3,0.7777777777777778
2415,gpt3.5_iter103,mestolo,mestolo forato,4,0.6666666666666667
2416,gpt3.5_iter103,mestolo,mestolo lungo,5,0.5555555555555556
2417,gpt3.5_iter103,mestolo,mestolo con manico in silicone,6,0.4444444444444444
2418,gpt3.5_iter103,mestolo,mestolo con manico in acciaio,7,0.33333333333333337
2419,gpt3.5_iter103,mestolo,mestolo con manico in legno,8,0.2222222222222222
2420,gpt3.5_iter103,mestolo,mestolo con misurino integrato,9,0.11111111111111116
2421,gpt3.5_iter104,metro,metropolitana,1,1.0
2422,gpt3.5_iter104,metro,metropolitana leggera,2,0.9333333333333333
2423,gpt3.5_iter104,metro,metropolitana sotterranea,3,0.8666666666666667
2424,gpt3.5_iter104,metro,metropolitana aerea,4,0.8
2425,gpt3.5_iter104,metro,metropolitana automatica,5,0.7333333333333334
2426,gpt3.5_iter104,metro,metropolitana ad alta velocità,6,0.6666666666666667
2427,gpt3.5_iter104,metro,metropolitana monorotaia,7,0.6
2428,gpt3.5_iter104,metro,metropolitana a cremagliera,8,0.5333333333333333
2429,gpt3.5_iter104,metro,metropolitana a funicolare,9,0.4666666666666667
2430,gpt3.5_iter104,metro,metropolitana a trazione elettrica,10,0.4
2431,gpt3.5_iter104,metro,metropolitana a trazione diesel,11,0.33333333333333337
2432,gpt3.5_iter104,metro,metropolitana a trazione idraulica,12,0.2666666666666667
2433,gpt3.5_iter104,metro,metropolitana a trazione pneumatica,13,0.19999999999999996
2434,gpt3.5_iter104,metro,metropolitana a trazione magnetica,14,0.1333333333333333
2435,gpt3.5_iter104,metro,metropolitana a trazione umana,15,0.06666666666666665
2436,gpt3.5_iter105,mimosa,albero,1,1.0
2437,gpt3.5_iter105,mimosa,pianta,2,0.8
2438,gpt3.5_iter105,mimosa,fiore,3,0.6
2439,gpt3.5_iter105,mimosa,arbusto,4,0.4
2440,gpt3.5_iter105,mimosa,mimosa pudica (pianta sensibile al tocco),5,0.19999999999999996
2441,gpt3.5_iter106,motocicletta,sportiva,1,1.0
2442,gpt3.5_iter106,motocicletta,naked,2,0.9090909090909091
2443,gpt3.5_iter106,motocicletta,cruiser,3,0.8181818181818181
2444,gpt3.5_iter106,motocicletta,enduro,4,0.7272727272727273
2445,gpt3.5_iter106,motocicletta,scooter,5,0.6363636363636364
2446,gpt3.5_iter106,motocicletta,motard,6,0.5454545454545454
2447,gpt3.5_iter106,motocicletta,touring,7,0.4545454545454546
2448,gpt3.5_iter106,motocicletta,custom,8,0.36363636363636365
2449,gpt3.5_iter106,motocicletta,cross,9,0.2727272727272727
2450,gpt3.5_iter106,motocicletta,quad,10,0.18181818181818177
2451,gpt3.5_iter106,motocicletta,triciclo,11,0.09090909090909094
2452,gpt3.5_iter107,mucca,bovino,1,1.0
2453,gpt3.5_iter107,mucca,toro,2,0.8333333333333334
2454,gpt3.5_iter107,mucca,vitello,3,0.6666666666666667
2455,gpt3.5_iter107,mucca,manzo,4,0.5
2456,gpt3.5_iter107,mucca,vacca,5,0.33333333333333337
2457,gpt3.5_iter107,mucca,bue,6,0.16666666666666663
2458,gpt3.5_iter108,muro,muro di mattoni,1,1.0
2459,gpt3.5_iter108,muro,muro di cemento,2,0.9761904761904762
2460,gpt3.5_iter108,muro,muro di pietra,3,0.9523809523809523
2461,gpt3.5_iter108,muro,muro di legno,4,0.9285714285714286
2462,gpt3.5_iter108,muro,muro di vetro,5,0.9047619047619048
2463,gpt3.5_iter108,muro,muro di recinzione,6,0.8809523809523809
2464,gpt3.5_iter108,muro,muro di contenimento,7,0.8571428571428572
2465,gpt3.5_iter108,muro,muro di sostegno,8,0.8333333333333334
2466,gpt3.5_iter108,muro,muro di confine,9,0.8095238095238095
2467,gpt3.5_iter108,muro,muro di cinta,10,0.7857142857142857
2468,gpt3.5_iter108,muro,muro di fortificazione,11,0.7619047619047619
2469,gpt3.5_iter108,muro,muro divisorio,12,0.7380952380952381
2472,gpt3.5_iter108,muro,muro di separazione,15,0.6666666666666667
2473,gpt3.5_iter108,muro,muro di protezione,16,0.6428571428571428
2474,gpt3.5_iter108,muro,muro di difesa,17,0.6190476190476191
2499,gpt3.5_iter108,muro,,42,0.023809523809523836
2500,gpt3.5_iter109,naso,aquilino,1,1.0
2501,gpt3.5_iter109,naso,schiacciato,2,0.9772727272727273
2502,gpt3.5_iter109,naso,adunco,3,0.9545454545454546
2503,gpt3.5_iter109,naso,piccolo,4,0.9318181818181819
2504,gpt3.5_iter109,naso,grande,5,0.9090909090909091
2505,gpt3.5_iter109,naso,lungo,6,0.8863636363636364
2506,gpt3.5_iter109,naso,corto,7,0.8636363636363636
2507,gpt3.5_iter109,naso,dritto,8,0.8409090909090909
2508,gpt3.5_iter109,naso,curvo,9,0.8181818181818181
2509,gpt3.5_iter109,naso,a patata,10,0.7954545454545454
2510,gpt3.5_iter109,naso,a punta,11,0.7727272727272727
2511,gpt3.5_iter109,naso,a sella,12,0.75
2512,gpt3.5_iter109,naso,a bottone,13,0.7272727272727273
2513,gpt3.5_iter109,naso,a becco,14,0.7045454545454546
2514,gpt3.5_iter109,naso,a goccia,15,0.6818181818181819
2515,gpt3.5_iter109,naso,a freccia,16,0.6590909090909092
2516,gpt3.5_iter109,naso,a martello,17,0.6363636363636364
2517,gpt3.5_iter109,naso,a punta di freccia,18,0.6136363636363636
2518,gpt3.5_iter109,naso,a punta di lancia,19,0.5909090909090908
2519,gpt3.5_iter109,naso,a punta di spillo,20,0.5681818181818181
2520,gpt3.5_iter109,naso,a punta di spada,21,0.5454545454545454
2521,gpt3.5_iter109,naso,a punta di trapano,22,0.5227272727272727
2522,gpt3.5_iter109,naso,a punta di ago,23,0.5
2523,gpt3.5_iter109,naso,a punta di coltello,24,0.4772727272727273
2524,gpt3.5_iter109,naso,a punta di penna,25,0.4545454545454546
2525,gpt3.5_iter109,naso,a punta di stilo,26,0.43181818181818177
2526,gpt3.5_iter109,naso,a punta di scalpello,27,0.40909090909090906
2527,gpt3.5_iter109,naso,a punta di chiodo,28,0.38636363636363635
2543,gpt3.5_iter109,naso,a punta di,44,0.022727272727272707
2544,gpt3.5_iter110,nave,nave da crociera,1,1.0
2545,gpt3.5_iter110,nave,nave da carico,2,0.9565217391304348
2546,gpt3.5_iter110,nave,nave da guerra,3,0.9130434782608696
2547,gpt3.5_iter110,nave,nave da ricerca,4,0.8695652173913043
2548,gpt3.5_iter110,nave,nave da pesca,5,0.8260869565217391
2549,gpt3.5_iter110,nave,nave da trasporto,6,0.782608695652174
2550,gpt3.5_iter110,nave,nave da passeggeri,7,0.7391304347826086
2551,gpt3.5_iter110,nave,nave da diporto,8,0.6956521739130435
2552,gpt3.5_iter110,nave,nave da soccorso,9,0.6521739130434783
2553,gpt3.5_iter110,nave,nave da addestramento,10,0.6086956521739131
2554,gpt3.5_iter110,nave,nave da immersione,11,0.5652173913043479
2555,gpt3.5_iter110,nave,nave da salvataggio,12,0.5217391304347826
2556,gpt3.5_iter110,nave,nave da supporto,13,0.4782608695652174
2557,gpt3.5_iter110,nave,nave da pattugliamento,14,0.4347826086956522
2558,gpt3.5_iter110,nave,nave da traino,15,0.3913043478260869
2559,gpt3.5_iter110,nave,nave da demolizione,16,0.34782608695652173
2560,gpt3.5_iter110,nave,nave da rifornimento,17,0.30434782608695654
2561,gpt3.5_iter110,nave,nave da trasporto truppe,18,0.26086956521739135
2562,gpt3.5_iter110,nave,nave da trasporto veicoli,19,0.21739130434782605
2563,gpt3.5_iter110,nave,nave da trasporto liquidi,20,0.17391304347826086
2564,gpt3.5_iter110,nave,nave da trasporto container,21,0.13043478260869568
2565,gpt3.5_iter110,nave,nave da trasporto animali,22,0.08695652173913049
2566,gpt3.5_iter110,nave,nave da trasporto merci pericolose,23,0.04347826086956519
2567,gpt3.5_iter111,occhio,occhiali,1,1.0
2568,gpt3.5_iter111,occhio,lente a contatto,2,0.8333333333333334
2569,gpt3.5_iter111,occhio,monocle,3,0.6666666666666667
2570,gpt3.5_iter111,occhio,binocolo,4,0.5
2571,gpt3.5_iter111,occhio,microscopio,5,0.33333333333333337
2572,gpt3.5_iter111,occhio,telescopio,6,0.16666666666666663
2573,gpt3.5_iter112,orchidea,phalaenopsis,1,1.0
2574,gpt3.5_iter112,orchidea,cattleya,2,0.95
2575,gpt3.5_iter112,orchidea,dendrobium,3,0.9
2576,gpt3.5_iter112,orchidea,vanda,4,0.85
2577,gpt3.5_iter112,orchidea,oncidium,5,0.8
2578,gpt3.5_iter112,orchidea,cymbidium,6,0.75
2579,gpt3.5_iter112,orchidea,miltonia,7,0.7
2580,gpt3.5_iter112,orchidea,brassia,8,0.65
2581,gpt3.5_iter112,orchidea,epidendrum,9,0.6
2582,gpt3.5_iter112,orchidea,paphiopedilum,10,0.55
2583,gpt3.5_iter112,orchidea,zygopetalum,11,0.5
2584,gpt3.5_iter112,orchidea,calanthe,12,0.44999999999999996
2585,gpt3.5_iter112,orchidea,masdevallia,13,0.4
2586,gpt3.5_iter112,orchidea,laelia,14,0.35
2587,gpt3.5_iter112,orchidea,encyclia,15,0.30000000000000004
2588,gpt3.5_iter112,orchidea,coelogyne,16,0.25
2589,gpt3.5_iter112,orchidea,pleione,17,0.19999999999999996
2590,gpt3.5_iter112,orchidea,bulbophyllum,18,0.15000000000000002
2591,gpt3.5_iter112,orchidea,angraecum,19,0.09999999999999998
2592,gpt3.5_iter112,orchidea,vanilla,20,0.050000000000000044
2593,gpt3.5_iter113,orecchio,orecchino,1,1.0
2594,gpt3.5_iter113,orecchio,orecchino a cerchio,2,0.9
2595,gpt3.5_iter113,orecchio,orecchino a lobo,3,0.8
2596,gpt3.5_iter113,orecchio,orecchino a clip,4,0.7
2597,gpt3.5_iter113,orecchio,orecchino a bottone,5,0.6
2598,gpt3.5_iter113,orecchio,orecchino a pendente,6,0.5
2599,gpt3.5_iter113,orecchio,orecchino a goccia,7,0.4
2600,gpt3.5_iter113,orecchio,orecchino a perno,8,0.30000000000000004
2601,gpt3.5_iter113,orecchio,orecchino a spirale,9,0.19999999999999996
2602,gpt3.5_iter113,orecchio,orecchino a calamita,10,0.09999999999999998
2603,gpt3.5_iter114,orologio,da polso,1,1.0
2604,gpt3.5_iter114,orologio,da parete,2,0.9473684210526316
2605,gpt3.5_iter114,orologio,da tasca,3,0.8947368421052632
2606,gpt3.5_iter114,orologio,da cucina,4,0.8421052631578947
2607,gpt3.5_iter114,orologio,da scrivania,5,0.7894736842105263
2608,gpt3.5_iter114,orologio,da torre,6,0.736842105263158
2609,gpt3.5_iter114,orologio,da polso smart,7,0.6842105263157895
2610,gpt3.5_iter114,orologio,da polso analogico,8,0.631578947368421
2611,gpt3.5_iter114,orologio,da polso digitale,9,0.5789473684210527
2612,gpt3.5_iter114,orologio,da polso sportivo,10,0.5263157894736843
2613,gpt3.5_iter114,orologio,da polso elegante,11,0.4736842105263158
2614,gpt3.5_iter114,orologio,da polso con cronografo,12,0.42105263157894735
2615,gpt3.5_iter114,orologio,da polso con gps,13,0.368421052631579
2616,gpt3.5_iter114,orologio,da polso con contapassi,14,0.3157894736842105
2617,gpt3.5_iter114,orologio,da polso con monitor cardiaco,15,0.26315789473684215
