category,concept,human,llama-3.1-70b,llama-3.1-8b,llama-3.2-3b,mixtral-8x7b,mistral-7b,nemo-12b,llava-v1.6-mistral-7b,llava-v1.6-mistral-7b-img,idefics2-8b,idefics2-8b-img
animals,gallo,gallo nero,gallo bankiva,gallo di razza,gallo selvatico,gallo cedrone,gallo selvatico,pollo,gallo nero,gallo selvatico,gallina,coccodrillo
body parts,gamba,gamba del tavolo,gamba di legno,gamba anteriore,gamba di legno,zampa di animale,gamba destra,gambe umane,braccio,gambe di persona,gamba destra,femorale
body parts,gamba,gamba umana,gamba di un tavolo,ginocchio,gambe di legno,gamba di tavolo,gamba femorale,gamba di tavoli,ginocchio,gamba destra,g,leg
body parts,gamba,gamba di legno,gamba di un letto,caviglia,bicicletta,gamba di sedia,gamba tibiale,gamba di un tavolo,gamba di legno,gamba di legno,femorale,gamba sinistra
body parts,gamba,gamba destra,gamba di una sedia,polpaccio,gamba di vetro,gamba di letto,gamba lunga,coscia,cavallo,gambe di animali,gamba sinistra,tibiale
body parts,gamba,gamba lunga,gamba di un animale,gamba posteriore,gamba di metallo,gamba di mobile,gamba corta,gambe di una sedia,ginocchino,gamba di gamba,tibiale,fibula
animals,gatto,gatto siamese,siamese,gatto domestico,gatto domestico,abissino,bengali,maine coon,gatto domestico,gatto domestico,domestico,gatto domestico
animals,gatto,gatto persiano,maine coon,gatto selvatico,gatto da caccia,abyssinian,persiano,siamese,gattino,gattino,felino domestico,domestico
animals,gatto,maine coon,siam,gatto egiziano,gatto selvatico,chartreux,siamese,bengalese,gatto selvatico,cane,cat,gatto di casa
animals,gatto,sphynx,sphynx,gatto di razza,gatto da compagnia,devon rex,maine coon,gatto domestico,gatto calico,gatto selvaggio,gatto domestico,gatto selvatico
animals,gatto,gatto a pelo lungo,persiano,gatto persiano,gatto da guardia,ragdoll,bengala,abissino,gatto siamese,gatto da caccia,gatto selvatico,gatto di strada
plants,geranio,geranio rosso,geranium maculatum,geranio rosso,fiore,geranio zonale,geranio comune,geranio comune,geranio comune,geraniolo,geranium sanguineum,pelargonium
plants,geranio,edera,geranio bicolore,geranio cinese,rosa,geranio selvatico,geranio rosso,geranio africano,geraniolo,fiore di geranio,rosso,rosa
plants,geranio,geranio rosa,geranio annuale,geranio a terra,viola,geranio odoroso,geranio zonale,geranio odoroso,rosa,gerani,big ben,erba di san pietro
plants,geranio,geranio bianco,geranium phaeum,geranio ibrido,petunia,geranio di sangue,geranio sanguigno,geranio cinese,geranio rosso,flora,geranium robertianum,dianthus
plants,geranio,geranio viola,geranio di,geranio in vaso,foglia,geranio sanguigno,geranio tricolore,geranio pelargonium,geranio rosa,pianta di geranio,bianco,ipomoea
clothes,giacca,giacca a vento,giacca a vento,giacca da pelle,giacca da uomo,blazer,giacca windbreaker,giacca a vento,giacca da uomo,giacca da uomo,bomber,cardigan
clothes,giacca,giacca di pelle,giacca sportiva,giacca da lavoro,giacca da donna,giacca in pelle,giacca da abito,giacca di pelle,bomba,giacca da moto,giacca sportiva,giacca da uomo
clothes,giacca,blazer,giacca da sci,giacca da golf,giacca da sera,cappotto,giacca da pioggia,giacca a vento imbottita,giacca da neonato,giacca da lavoro,smalto,giubbino
clothes,giacca,giacca di jeans,giacca bomber,giacca da smoking,pantaloni,giacca da smoking,giacca bomber,giacca sportiva,giacca da bambino,giacca da gala,casacca,cappotto
clothes,giacca,cappotto,giacca di jeans,giacca da motociclista,giacca da bambino,impermeabile,giacca impermeabile,giacca di jeans,giacca da ragazza,giacca pesante,sweater,fazzoletta
clothes,gilet,doppiopetto,gilet antiproiettile,gilet di pelle,maglia,gilet senza maniche,gilet da caccia,gilet senza maniche,gilet di seta,vestiario,gilet pelle,giacca
clothes,gilet,monopetto,gilet imbottito,gilet di pelliccia,camicia,gilet in pelle,gilet da equitazione,gilet imbottito,gilet maschile,vest,sport,gilet maschile
clothes,gilet,gilet elegante,bomber,gilet di salvataggio,gilet da polizia,gilet in pile,gilet da lavoro,gilet da lavoro,gilet di velluto,vestito da uomo,gilet da moto,veste
clothes,gilet,gilet di lana,gilet in pelle,gilet termico,di cotone,gilet da caccia,gilet gonfiabile,gilet di pelle,gilet di pelle,giacca di velluto,gilet moto,gilet da donna
clothes,gilet,gilet smanicato,gilet sportivo,gilet da lavoro,gilet da donna,gilet imbottito,gilet da pesca,gilet da caccia,gilet di lana,giacca,moto,gilet da uomo
hobbies,gioco da tavola,monopoly,monopoli,scacchi,monoposto,monopoly,scacchi,monopoli,scopone,scacchiere,scacchiere,backgammon
hobbies,gioco da tavola,risiko,dama,monopoli,bingo,risiko,scopone,scacchi,scacchiere,poker,scacchi,scacchiere
hobbies,gioco da tavola,cluedo,scarabeo,scrabble,mancala,monopoli,rummikub,ticket to ride,rummikub,scopone,go,scacchi
hobbies,gioco da tavola,carte,carcassonne,bridge,dama,scacchi,backgammon,carcassonne,monopoly,ticket to ride,monopoly,go
hobbies,gioco da tavola,gioco dell' oca,cluedo,poker,scacchi,dama,chess,jenga,backgammon,carcassonne,backgammon,domino
hobbies,giornale,giornale quotidiano,quotidiano,corriere,quotidiano,quotidiano,quotidiano,quotidiano,corriere della sera,foglio,corriere della sera,quotidiano
hobbies,giornale,giornale sportivo,corriere della sera,gazzetta,quotidiani,settimanale,giornale online,gazzetta,gazzetta,notizia,*the new york times*,settimanale
hobbies,giornale,giornale settimanale,rotocalco,notiziario,settimanale,giornale locale,giornale gratuito,newsletter,quotidiano,periodico,quotidiano,giornale locale
hobbies,giornale,rivista,tabloid,corriere della sera,trimestrale,giornale gratuito,giornale sportivo,periodico,il messaggero,rubrica,the new york times,mensile
hobbies,giornale,giornale mensile,free press,foglio,mensile,giornale nazionale,giornale politico,bollettino,la repubblica,quotidiano,the times,giornale nazionale
animals,giraffa,giraffa africana,giraffa di rothschild,giraffa maschio,giraffa africana,giraffa reticolata,giraffa africana,giraffa reticulata,giraffa domestica,giraffa cartone,giraffa reticulata,
animals,giraffa,giraffa reticolata,masai,giraffa femmina,giraffa nubiana,giraffa meridionale,giraffa maschio,maschio,giraffa reticulata,giraffa di legno,giraffino,
plants,girasole,girasole giallo,girasole comune,girasole selvatico,solare,girasole comune,girasole comune,girasole comune,girasole coltivato,girasole nero,girasole gigante,
clothes,giubotto,bomber,giubbotto antiproiettile,giubbotto da lavoro,giubotto da donna,giubbotto di pelle,giubbotto da motocicletta,giubbotto di pelle,giubbetto,giubbino,bomber,veste
clothes,giubotto,piumino,giacca,giubbotto da sci,giubotto in pelle,giubbotto da caccia,giubbotto da caccia,giubbotto di jeans,giubbino,giubba,giubotto sportivo,giubbotto
clothes,giubotto,giubotto di pelle,giubbotto termico,giubbotto da immersione,giubotto di stoffa,giubbotto da lavoro,giubbotto da pallacanestro,giubbotto impermeabile,giubbino da lavoro,giubbetto,giubotto leggero,giacca
clothes,giubotto,gilet,giubbotto di protezione,giubbotto da motociclista,giubotto in lino,giubbotto senza maniche,giubbotto da neve,giubotto di pelle,giubba,giubbino da lavoro,poncho,fucile
clothes,giubotto,giubotto smanicato,giubbotto gonfiabile,giubbotto da pesca,giubotto in cotone,giubbotto in nylon,giubbotto da equitazione,bomber,gi,giubbino da moto,colloquiale,tappo
stationery,gomma,gomma da masticare,da masticare,pneumatico,gomma auto,pneumatico,gomma da masticare,pneumatico,gomma da masticare,gomma da masticare,pneumatico,pneumatico
stationery,gomma,gomma da cancellare,naturale,gomma da masticare,gomma da strada,gomma da masticare,gomma adesiva,tappo,elastica,penne,bicicletta,bicicletta
stationery,gomma,pneumatico,gomma da cancellare,gomma da cancellare,gomma da bicicletta,elastico,gomma elastica,pneumatici,gomma da cucina,frullatore,gomma bianca,gomma per biciclette
stationery,gomma,gomma pane,gomma da masticare,guaina,gomma da pavimento,guanto di gomma,gomma per bici,gomma da masticare,gomma da mangiare,gomma da macchina,borse,gomma da bicicletta
stationery,gomma,gommapiuma,sintetica,masticabile,gomma da neve,preservativo,gomma di poliuretano,cinturino,gomma da taglio,gomma da incollare,gomma nera,pallone
clothes,gonna,minigonna,minigonna,gonna lunga,gonna lunga,gonna a tubino,going-on,gonna a tubino,gonna be,skirt,vai,andare
clothes,gonna,gonna lunga,gonna a ruota,gonna a vita alta,gonna corta,gonna a campana,vestito da sera,gonna a matita,gatta,aria,andare,stoviglie
clothes,gonna,gonna di jeans,gonna a campana,gonna a pieghe,gonna da ballo,gonna a matita,panno,gonna lunga,gonne da neve,camicia,vai a,andare in vacanza
clothes,gonna,gonna corta,gonna a pieghe,gonna a fiori,gonna da sera,gonna a vita alta,evening gown,gonna corta,gonna do,costume,andare in giro,corsa
clothes,gonna,gonna a tubino,gonna plissettata,gonna a strisce,gonna a pannelli,gonna lunga,maxi dress,gonna a ruota,gonna get,pantaloni,andare fuori,ciclismo
stationery,graffetta,graffetta di metallo,graffetta da ufficio,griffa,carta da scrivere,graffetta standard,graffetta da disegno,graffetta a molla,aerosol,grafitti,tag,penna
stationery,graffetta,fermacarte,graffetta per carta,spillo,penna,graffetta decorativa,gra,graffetta metallica,grafitti,spray,graffiti,bolla
stationery,graffetta,graffetta di plastica,graffetta per fogli di carta,chiodo da parete,pennarello,graffetta a molla,penna da cera,graffetta classica,frullatore,graffita,stencil,stilografo
stationery,graffetta,graffetta per spillatrice,,chiodo da legno,righello,graffetta grande,penna da inchiostro,graffetta a scatto,lavastoviglie,schiuma,spray paint,struttura
stationery,graffetta,graffetta grande,,chiodo,matita,graffetta piccola,penna da disegno,graffetta a forma di stella,spray,murales,calligrafia,piattaforma
clothes,guanti,guanti da sci,da sci,guanti da lavoro,guanti da lavoro,guanti da boxe,guanti da cucina,guanti da lavoro,guanti da lavoro,guanti da lavoro,guanti da lavoro,guanti da lavoro
clothes,guanti,guanti di gomma,in lattice,guanti da neve,guanti da ginnastica,guanti da giardinaggio,guanti da lavoro,guanti da neve,guanti da pesca,guanto,guanti da cucina,guanti da moto
clothes,guanti,guanti di pelle,invernali,guanti da boxe,guanti da sci,guanti da lavoro,guanti da golf,guanti da guida,guanti da bagno,guanti di pelle,guanti da sport,guanti da ginnastica
clothes,guanti,guanti senza dita,da lavoro,guanti da sci,guanti da neve,guanti da cucina,guanti da calcio,guanti da boxe,guanti di tela,guanti di lavoro,guanti da ginnastica,guanti da sport
clothes,guanti,guanti di lattice,guanti da sci,guanti da pesca,guanti da pittore,guanti da sci,guanti da sci,guanti da golf,guanti di lavoro,guanti da lavoro pesante,guanti da pesca,guanti da sci
foods,insalata,iceberg,caprese,insalata di pollo,insalata mista,insalata greca,insalata mista,insalata mista,insalata di carote,broccoli,insalata mista,insalata mista
foods,insalata,insalata russa,di quinoa,insalata di tonno,insalata di rucola,insalata di pasta,insalata di pollo,insalata di pasta,insalata di finocchio,spinaci,insalata caprese,insalata di pasta
foods,insalata,insalata mista,di farro,rucola,insalata di lattuga,insalata caprese,insalata di pasta,insalata di riso,insalata di pomodoro,lettore,insalata di verdure,insalata di patate
foods,insalata,lattuga,niçoise,insalata di mare,insalata caprese,insalata di riso,insalata di frutta,insalata verde,carote,lettuce,insalata di pesce,insalata di verdure
foods,insalata,rucola,russa,lattuga,insalata di carote,insalata di tonno,insalata di quinoa,insalata caprese,insalata di rucola,frullatore,insalata di carne,insalata di pesce
furnishings/fittings,lampada,lampada a led,abat-jour,lampada a incandescenza,lampada da tavolo,lampada da tavolo,lampada standard,lampada alogena,lampada a olio,lampada a led,lampada a incandescenza,lampada a incandescenza
furnishings/fittings,lampada,abat jour,lampada a sospensione,lampada a led,lampada a muro,lampada a sospensione,lampada led,lampada a led,lampada led,lampada da tavolo,lampada led,lampada da tavolo
furnishings/fittings,lampada,lampada da tavolo,lampada da tavolo,lampada a olio,lampada da letto,lampada da terra,lampada a olio,lampada a sospensione,lampada da tavolo,lampada a parete,lampada ad arco,lampada led
furnishings/fittings,lampada,lampada da muro,lampada da terra,lampada a neon,lampada a olio,lampadina,lampada fluorescente,lampada da tavolo,torcia,lampada da tavolo con luce led,incandescente,lampada da soffitto
furnishings/fittings,lampada,lampadario,lampada a stelo,lampada da terra,lampada da cucina,lampada da parete,lampada da giardino,lampada da comodino,lampada da tetto,lamp,lampada fluorescente,lampada fluorescente
furnishings/fittings,lampadario,lampadario di cristallo,plafoniera,lampadario da soffitto,lampada,a sospensione,lampadario a filo,lampadario a bracci,lampadario a candela,lampada,lampada,chandelier
furnishings/fittings,lampadario,lampadario antico,candelabro,lampadario a sospensione,lampadario a candelabro,a braccio,lampadario a led,a bracci,lampada,lampadario classico,lampada ad olio,lampada
furnishings/fittings,lampadario,lampadario moderno,abat-jour,lampadario a muro,lampadario a braccio,a parete,lampadario a candela,a piantana,luce,lampadario tradizionale,lampadario da tavolo,candelabro
furnishings/fittings,lampadario,plafoniera,applique,lampadario da tavolo,lampada da letto,da tavolo,lampadario da parete,a sospensione,lampadario a led,lampadario moderno,lampada a incandescenza,sconce
furnishings/fittings,lampadario,lampadario da soffitto,sospensione,lampadario da parete,lampada da tavolo,a soffitto,lampadario da giardino,a pendolo,lamp,chandelier,lampada a gas,wall lamp
foods,latte,latte intero,latte di cocco,latte vaccino,latte fresco,latte di mucca,latte fresco,latte intero,latte di latte,caffè latte,latte di vacca,latte fresco
foods,latte,latte scremato,latte di soia,latte di mandorla,latte in polvere,latte di ceci,latte condensato,latte di capra,latte macchiato,latte caldo,latte di latte,latte frappé
foods,latte,latte parzialmente scremato,latte di capra,latte intero,latte scremato,latte di farro,latte di soia,latte scremato,latte frappé,latte freddo,latte di bovino,latte di latte
foods,latte,latte di mucca,latte di mucca,latte di soia,latte di soia,latte di kamut,latte di cocco,latte parzialmente scremato,latte fresco,espresso latte,latte di formaggio,latte di riso
foods,latte,latte di capra,latte di pecora,latte di avena,latte condensato,latte di quinoa,latte di riso,latte di soia,latte frullato,latte macchiato,latte di soia,latte di grano
foods,legume,fagioli,fagiolo,fagioli,lenticchie,fagioli,fagioli,patata,fagioli,fagioli,fagioli,fagioli
foods,legume,lenticchie,pisello,piselli,fagioli,fagiolo,zucchine,sedano,carote,piselli,piselli,fagiolini
foods,legume,ceci,lenticchia,ceci,ceci,soia,broccoli,broccoli,piselli,carote,fave,piselli
foods,legume,fave,fava,fagioli neri,piselli,fave,ceci,carote,broccoli,broccoli,lenticchie,fave
foods,legume,piselli,ceci,fave,soia,lenticchie,carote,cavolfiore,pomodori,lenticchie,fagiolini,lenticchie
animals,leone,leone africano,leone asiatico,leone del congo,leone reale,leone masai,leone africano,leone africano,leone di carta,leone reale,leone reale,leonessa
animals,leone,leone bianco,leone maschio,leone di nubia,leone africano,leone del transvaal,leone marino,leone delle caverne,leone femmina,leone di carta,leone maschio,leone maschio
animals,leone,leone asiatico,leone del congo,leone marino,leoni maschi,leone africano,leone americano,leone marino,leone marino,leone di vetro,leone africano,leone femmina
animals,leone,leone marino,leone africano,leone di persia,leone asiatico,leone asiatico,leone asiatico,leone delle montagne,leone reale,leone di legno,leone in caccia,leone dorato
animals,leone,leonessa,leone berbero,leone africano,leone di foresta,leone bianco,leone di giuda,leone asiatico,leone africano,re,leone simbolico,leoncino
furniture,letto,letto matrimoniale,lettino,letto singolo,divano,letto a una piazza e mezza,letto matrimoniale,letto singolo,letto singolo,letto singolo,romanzo,sofà
furniture,letto,letto singolo,a castello,letto matrimoniale,cuscino,letto ortopedico,letto da bagno,letto matrimoniale,divano,letto a tre piani,racconto,divano
furniture,letto,letto a castello,letto a scomparsa,letto a baldacchino,sofa,letto singolo,letto a sbalzo,letto a baldacchino,letto a due piani,letto a quattro piani,libro,camerino
furniture,letto,letto a una piazza e mezza,letto a castello,letto a castello,lettino,letto a castello,letto da divano,letto queen size,letto a tre piani,letto a due piani,poesia,singolo
furniture,letto,letto a baldacchino,letto matrimoniale,letto a soppalco,cuscino da letto,letto matrimoniale,letto a due piani,letto a castello,letto matrimoniale,letto a quindici,biografia,cassapanca
hobbies,lettore,lettore cd,lettore cd,lettore di cd,lettore cd,lettore cd,libro,lettore cd,libro,libro,libro,libro
hobbies,lettore,lettore dvd,lettore di musica,lettore di dvd,lettore di cd,lettore di codici a barre,newspaper,lettore dvd,libro elettronico,libro aperto,computer,romanzo
hobbies,lettore,lettore mp3,lettore di ebook,lettore di schede di memoria,cd,lettore dvd,periodico,lettore di cd,giornale,libro elettronico,tablet,rivista
hobbies,lettore,lettore attento,lettore di codici a barre,lettore di floppy disk,lettore usb,lettore di schede di memoria,magazino,lettore di musica,rivista,,ebook,computer
hobbies,lettore,lettore usb,lettore di impronte digitali,lettore di cartine,lettore blu-ray,lettore multimediale,audiolibro,lettore mp3,tablet,,telefono,e-book
furniture,libreria,libreria a scaffali,biblioteca,libreria da pavimento,scaffale,biblioteca,biblioteca,libreria online,libri,scaffale,libreria di riferimento,libro
furniture,libreria,libreria a muro,libreria digitale,libreria di seconda mano,libreria di seconda mano,libreria per bambini,libreria online,libreria pubblica,libreria online,libro,libro,enciclopedia
furniture,libreria,libreria indipendente,libreria universitaria,libreria online,libreria di musica,libreria a scaffale aperto,libreria accademica,libreria indipendente,libro,poltrona,bibliofilia,libri
hobbies,libro,romanzo,romanzo,romanzo,romanzo,romanzo,romanzo,romanzo,romanzo,libro aperto,romanzo,libro di testo
hobbies,libro,libro giallo,saggio,trattato,saggio,biografia,testo scolastico,libro di testo,manuale,libro leggero,novella,libro cartaceo
hobbies,libro,fantasy,dizionario,poesia,enciclopedia,guida,biografia,libro di cucina,libro di testo,libro chiuso,paperback,romanzo
hobbies,libro,libro di scuola,atlante,saggio,diario,enciclopedia,fumetto,libro per bambini,libro di poesia,libro cartaceo,racconto,libro per bambini
hobbies,libro,saggio,enciclopedia,manuale,biografia,diario,guida,libro di viaggio,libro di viaggio,libro elettronico,poesia,libro di cucina
animals,lucertola,geco,iguana,lucertola verde,lucertola comune,agama,gecko,lucertola comune,lucertola comune,gecko,gecko,sauriano
animals,lucertola,iguana,varano,lucertola comune,lucertola di mare,lucertola leopardo,anolis,gecko,lucertola verde,iguana,lizard,gecko
animals,lucertola,lucertola comune,geco,lucertola di creta,lucertola di terra,varano,camaleontide,iguana,lucertola africana,skink,lucertola comune,scinco
animals,lucertola,lucertola campestre,camaleonte,gechi,lucertola di montagna,pogona,scincide,camaleonte,lucertola americana,agama,*lucertola comune*,sauro
animals,lucertola,camaleonte,lacerta,lucertola europea,lucertola di palude,lucertola ocellata,gekko,lucertola agile,lucertola del deserto,frog,salamandra,lacerta
clothes,maglia,maglia a maniche corte,maglia a coste,maglia di lana,maglia da donna,maglia a coste,maglia a crochet,maglia a manica corta,maglia da baseball,maglia a strisce,maglia a maniche lunghe,maglia a maniche corte
clothes,maglia,maglia a maniche lunghe,maglia a righe,maglia di cotone,camicia,maglia a collo alto,maglia a quadrati,maglia a collo alto,maglia da polo,pullover,jersey,maglia a maniche lunghe
clothes,maglia,t-shirt,maglia a losanghe,maglia di seta,maglia da golf,maglia fair isle,maglia a righe,maglia a manica lunga,t-shirt,camicia,maglia a collo,maglia a collo
clothes,maglia,maglione,maglia rasata,maglia a maniche lunghe,maglia da uomo,maglia a trecce,maglia intrecciata,maglia a righe,calcio,t-shirt,maglia per uomo,sweater
clothes,maglia,maglietta,maglia a uncinetto,maglia a collo alto,maglia da nuoto,maglia a intarsio,maglia a strisce,maglione,calzetto,maglia a righe,maglia a striscia,giubba
animals,maiale,maiale nero,cinghiale,maiale nero,maiale selvatico,suino nero casertano,maiale domestico,maiale domestico,maiale selvatico,porchetta,porco,porco
animals,maiale,scrofa,scrofa,maiale da latte,carne,suino,maiale maschio,maiale selvatico,maiale bianco,porcellino,cane,pig
animals,maiale,cinghiale,mammifero,maiale da carne,vitello,suino nero di calabria,maiale femmina,maiale vietnamita,maiale nero,maiale selvatico,capra,boar
animals,maiale,maiale rosa,suino,maiale inglese,carne di maiale,mangalica,maiale selvatico,maiale pezzato,porchetta,suino,cavallo,sow
body parts,mano,mano destra,mano destra,mano sinistra,dita,mano destra,mano destra,mano destra,mano destra,mano destra,mano destra,dita
body parts,mano,mano sinistra,mano morta,mano destra,mano destra,mano protesica,mano sinistra,mano sinistra,mano di persona,mano sinistra,mano sinistra,palma
body parts,mano,mano piccola,mano di fatima,mano artificiale,pollice,mano sinistra,mano di un animale,mano di un pupazzo,mano sinistra,mano aperta,braccio,palmare
body parts,mano,mano grande,mano di pietra,mano mancina,palma,mano robotica,mano di un robot,mano di un manichino,mano di uomo,mano chiusa,mano sinistra e destra,mano destra
body parts,mano,mano affusolata,mano di gatto,mano chirurgica,indice,mano di scimmia,mano di dio,mano umana,mano sinistra a mano,sinistra,dito,polso
plants,margherita,crisantemo,margherita comune,pizza margherita,pizza margherita,margherita di savoia,margherita pizza,pizza margherita,pizza,fiore di margherita,pizza,pizza
plants,margherita,margherita bianca,margherita dei prati,pizza margherita con prosciutto,pizza,margherita comune,margherita pasta,margherita classica,pane,margherita pizzeria,pizza margherita,margherita classica
plants,margherita,margherita di campo,margherita di savoia,pizza margherita con funghi,gelato margherita,margherita gigante,margherita torta,pizza margherita con mozzarella di bufala,focaccia,margherita pizza,margherita pizza,margherita pizza
plants,margherita,margherita comune,margherita pizza,pizza margherita napoletana,gelato,margherita del capo,margherita vino,margherita con prosciutto,salsa,,margherita classica,margherita con crema
plants,margherita,fiore,margherita di lorena,margherita vegetariana,sorbetto,margherita tradizionale,margherita formaggio,pizza margherita con prosciutto crudo,panino,,pizza margherita classica,pizza margherita
stationery,matita,matita hb,matita a colori,matita da disegno,matita stilografica,matita grafite,matita a olio,matita da disegno,matita a grafite,matita meccanica,bic,
stationery,matita,matita colorata,matita nera,matita a grafite,matita di grafite,matita meccanica,matita a penna,matita grafite,piombo,matita di legno,matita bic,
stationery,matita,matita morbida,pastello,matita a carboncino,righello,matita colorata,matita a colori,matita per scuola,1b,matita a grafite,matita rossa,
stationery,matita,matita 2b,matita copiativa,matita a sfera,matita da disegno,matita portamine,matita meccanica,matita per il trucco,40b,matita di plastica,staedtler,
stationery,matita,matita da disegno,matita rossa,matita grafica,matita a cera,matita a pastello,matita a smalto,matita colorata,30b,matita di grafite,bic 7,
kitchenware,mestolo,mestolo di legno,mestolo forato,mestolo di legno,bicchiere,mestolo in acciaio inossidabile,tazza,mestolo da cucina,tazza,pentola,pittura acrilica,coclea
kitchenware,mestolo,schiumarola,mestolo da minestra,mestolo in legno,cucchiaio,mestolo di legno,tazza da tè,mestolo da minestra,piatto,tazza,bollente,tazza
kitchenware,mestolo,paletta,mestolo lungo,mestolo da cucina,tazza,mestolo per servire,bicchierino,mestolo da insalata,pentola,cazzuola,bottiglia,vaso
kitchenware,mestolo,mestolo di acciaio,mestolo a buco,mestolo da zuppa,bicchierino,mestolo dosatore,bollitore,mestolo da salsa,bacinella,padella,benzina,tazzina
kitchenware,mestolo,spatola,mestolo da zuppa,mestolo di metallo,vaso,mestolo per salse,piatto,mestolo da sugo,coppa,tazzeria,calzature,piatto
furnishings/fittings,metro,metro da sartoria,metro quadrato,metro a nastro,metro a mano,metro a nastro,metro lineare,metro lineare,metro aereo,orologio,metropolitana,orologio analogico
furnishings/fittings,metro,metro a nastro,metro cubo,metro a trazione,metro da corsa,metro da falegname,metro lineare standard,metro di misura,metro a,14,metro del nord,orologio digitale
furnishings/fittings,metro,metro laser,metro lineare,metro ottico,metro automatico,metro rigido,metro cubico,metro di distanza,metro sotterraneo,metro quadrato,new york metropolitan transportation authority,
plants,mimosa,mimosa gialla,mimosa comune,albero,fiore,mimosa pudica,mimosa pudica,mimosa pudica,mimosa giallo,mimosa sintetica,acacia,
plants,mimosa,mimosa delle quattro stagioni,acacia dealbata,alberi di mimosa,fiori,mimosa pigra,mimosa vera,mimosa scabrella,mimosa bianca,acacia,mimosa gialla,
plants,mimosa,mimosa bianca,mimosa hostilis,albero di mimosa,specchio,mimosa hostilis,mimosa tenuiflora,mimosa invisa,mimosa verde,mimosa giallo,mimosa pudica,
vehicles,motocicletta,scooter,enduro,scooter,scooter,motocicletta da strada,moto cross,scooter,scooter,motociclo,honda,scooter
vehicles,motocicletta,motocicletta da strada,chopper,motocicletta sportiva,motocicletta da turismo,motocicletta supersportiva,superbike,moto da cross,moto,motocicletta classica,ducati,motorino
vehicles,motocicletta,vespa,scooter,motocross,motocicletta da strada,motocicletta naked,scooter,motocicletta da enduro,motocross,motocross,yamaha,motociclo
vehicles,motocicletta,chopper,naked,enduro,sportiva,motocicletta da trial,moto da corsa,motocicletta da cross,motociclo,enduro,harley-davidson,moto
vehicles,motocicletta,motocicletta sportiva,sportiva,motociclo,motocicletta da neve,motocicletta elettrica,moto enduro,sidecar,motociclino,moped,suzuki,motorcycle
animals,mucca,mucca da latte,ayrshire,mucca da latte,cavolo,holstein friesian,mucca domestica,vacca,vacca,vacca,bovino,bovino
animals,mucca,vacca,limousine,mucca da carne,asina,brown swiss,mucca angus,burro,mucca bovina,mucca bianca,bovino domestico,bovino domestico
animals,mucca,frisona,normanna,mucca alta,broccolo,gelbvieh,mucca guernsey,yogurt,mucchetta,bovino,cow,bovino selvatico
animals,mucca,simmental,piemontese,mucca nera,rucola,bruna,mucca brown swiss,formaggio,bue,bue,asino,animali domestici
animals,mucca,mucca bruna,pezzata rossa,mucca rossa,carciofi,guernsey,mucca zebu,carne di manzo,bovino,toro,bovino selvatico,bovino selvatico europeo
housing buildings,muro,muro di mattoni,divisorio,muro di cinta,muro di confine,muro di mattoni,muro di cinta,muro di mattoni,muro di pietra,pariete,muro di cemento,parete
housing buildings,muro,muro portante,di sostegno,muro di confine,muro di cinta,muro di cinta,muro di contenimento,muro di contenimento,parapetto,muro di legno,muri di mattoni,paracadute
housing buildings,muro,muro a secco,di contenimento,muro di pietra,muro di separazione,muro di contenimento,muri di cinta,muro di separazione,muro di legno,muro di pietra,muri di pietra,parapetto
housing buildings,muro,muro di cemento,tagliafuoco,muro di recinzione,muro di protezione,muro di cemento,muro di recinzione,muro di cinta,muraglio,muro di cemento,muro di cantiere,paravento
housing buildings,muro,muro di pietra,di cinta,muro di mattoni,muro di fondazione,muro di pietra,muro di pietra,muro di sostegno,pariete,muro di vetro,muro di cinta,pariete
body parts,naso,naso aquilino,naso umano,naso umano,naso umano,naso umano,naso umano,naso aquilino,rinoceronte,profumo,ossa nasale,bocca
body parts,naso,naso a patata,naso artificiale,naso di animale,naso di cane,proboscide,proboscide,naso a patata,frullatore,ossicone,profilo,labbra
body parts,naso,naso alla francese,naso camuso,naso di cane,naso animale,naso suino,naso di un animale,naso ad uncino,snope,ossicino,naso mascellare,faccia
body parts,naso,naso adunco,naso greco,naso di gatto,naso di gatto,naso canino,rinario,naso lungo,naso di legno,olfatto,naso umano,ponte
body parts,naso,naso a punta,naso a patata,naso di elefante,naso di animale,naso felino,rostrum,naso camuso,elefante,fumo,faccia,orecchie
vehicles,nave,nave da crociera,veliero,nave da guerra,nave da guerra,portaerei,incrociatore,nave da crociera,nave da crociera,nave da crociera,battello,motonave
vehicles,nave,nave cargo,traghetto,nave da carico,nave da carico,nave da carico,crociera,nave da carico,nave da battaglia,nave da guerra,nave da crociera,nave a vela
vehicles,nave,traghetto,nave da guerra,nave da pesca,fregata,nave da crociera,cargo ship,nave da soccorso,nave da pesca,nave da battaglia,vascello,nave a vapore
vehicles,nave,yacht,transatlantico,portacontenitori,navicella,cargo,peschereccio,nave da pesca,vascello,nave a vela,nave di guerra,nave mercantile
vehicles,nave,battello,panfilo,nave da crociera,nave da crociera,nave da guerra,battello,nave da ricerca,nave da guerra,barca,bacino,motoscafo
body parts,occhio,occhio a mandorla,occhio umano,occhio umano,palpebra,occhio umano,occhio umano,occhio di bue,occhio umano,occhio umano,oculo,cornea
body parts,occhio,occhio verde,umano,occhio di gatto,occhio destro,occhio di un insetto,occhio di uccello,occhio umano,occhio di insetto,oculo,occhio sinistro,uomo
