category,concept,human,llama-3.1-70b,llama-3.1-8b,llama-3.2-3b,mixtral-8x7b,mistral-7b,nemo-12b,llava-v1.6-mistral-7b,llava-v1.6-mistral-7b-img,idefics2-8b,idefics2-8b-img
furnishings/fittings,orologio,orologio a cucù,orologio da tasca,orologio meccanico,orologio a manovella,orologio da torre,orologio digitale,orologio digitale,orologio digitale,pendulum clock,orologio smartwatch,orologio elettronico
animals,orso,orso bruno,orso bruno,orso polare,orso grigio,orso polare,orso polare,orso polare,orso polare,orso polare,orso americano,orso bruno
animals,orso,orso polare,orso polare,orso bruno,orso polare,orso del gobi,orso grizzly,orso bruno,orso nero,orso nero,orso bruno,orso delle nevi
animals,orso,orso bianco,orso dal muso bianco,orso grizzly,orso nero,orso tibetano,orso bruno,orso grizzly,orso rosso,orso bruno,orsacino,orso d'asia
kitchenware,padella,padella antiaderente,padella antiaderente,padella di ghisa,pentola,padella antiaderente,padella da cucina,padella antiaderente,padella da cucina,padella da riso,padella da cucina,padella da cucina
kitchenware,padella,wok,padella in alluminio,padella in ghisa,cucchiaio,padella per paella,padella da crepe,padella per crepes,padella per risotto,padella di pasta,coclea,cazzotto
kitchenware,padella,padella per crepes,padella wok,padellone,padella in acciaio,padella per grigliare,padella da cucina in metallo,padella per uova,frullatore,padella con manico,padella da fegato,padella a manico
hobbies,palla,palla da calcio,pallone,palla da tennis,pallone,pallone da calcio,pallina da ping pong,palla da calcio,pallina,pallina,palla da calcio,calcio
hobbies,palla,palla da basket,pallone da calcio,palla da calcio,pallacanestro,palla da baseball,pallina da tennis,palla da biliardo,palla da baseball,palla da golf,palla da baseball,pallone da calcio
hobbies,palla,palla da volo,palla da baseball,palla da bowling,pallavolo,pallone da basket,pallina da pallavolo,palla da pallavolo,palla da calcio,palla da rugby,palla da tennis,pallone da tennis
body parts,pancia,pancia piatta,pancia a botte,pancetta,cappello,stomaco,addome,pancia piatta,ventre,ventre,stomaco,utero
body parts,pancia,pancia gonfia,pancia da birra,ventre,cuscino,addome,pancia umana,pancia gonfia,fegato,cinto,duodeno,bimbo
body parts,pancia,pancia piena,pancia di maiale,pancetta cotta,camicia,pancia prominente,addome umano,pancia rotonda,stomaco,fegato,fegato,fetus
foods,pane,pane integrale,ciabatta,pane integrale,pane integrale,baguette,pane bianco,pane bianco,pane bianco,pane di frullo,focaccia,pane integrale
foods,pane,baguette,focaccia,pane di riso,pane di segale,focaccia,pane sourdough,pane integrale,pane integrale,pane di segale,pane integrale,panino
foods,pane,ciabatta,baguette,pane di segale,pane di mais,pane integrale,focaccia,pane ai cereali,pane di mais,pane di mais,crocette,focaccia
clothes,pantalone,jeans,pantalone a vita alta,pantalone da lavoro,pantaloni da ballo,jeans,pantaloni corti,jeans,calze,jeans,commedia del tipo pantalone,pantalone a cuffia
clothes,pantalone,pantalone a zampa,pantalone a zampa d'elefante,pantalone corto,pantaloni da ginnastica,palazzo,pantaloni stretti,salopette,calzoncino,slacks,masked man,pantone
clothes,pantalone,pantalone a palazzo,pantalone da sci,pantalone lungo,pantaloni da sci,a sigaretta,flanelle,leggings,pantaloncini,chinos,personaggio del tipo pantalone,pantaloni corti
foods,pasta,spaghetti,spaghetti,spaghetti,spaghetti,spaghetti,spaghetti,spaghetti,spaghetti,spaghetti,spaghetti,spaghetti
foods,pasta,fusilli,fettuccine,linguine,fettuccine,rigatoni,fettuccine,maccheroni,penne,penne,penne,forchetti
foods,pasta,farfalle,penne,maccheroni,penne,maccheroni,maccheroni,penne,maccheroni,fettuccine,fettuccine,ravioli
stationery,pastello,pastello a cera,pastello a olio,pastello a olio,pastello a mano,pastello a olio,pastello a olio,pastello a olio,pasta,pennello,pasta,pastello a olio
stationery,pastello,pastello ad olio,pastello a cera,pastello a cera,penna,pastello a cera,pastello cera,pastello a carboncino,gnocchi,*pastello*,pastello a panna,pastello a tempera
stationery,pastello,pastello colorato,pastello a tempera,pastello a sabbia,pastello a maglia,pastello a gesso,pastello sanguigno,pastello a secco,bicchierino,tortellini,pastello a pietra,pastello di colori
housing buildings,pavimento,parquet,pavimento in legno,pavimento in legno,pavimento in legno,piastrelle,parquet,parquet,tappeto,tavolo,cemento,pavimento in cemento
housing buildings,pavimento,pavimento in marmo,piastrelle,pavimento in marmo,pavimento in pietra,parquet,marmo,piastrelle,linoleum,tappeto,pavimento in legno,pavimento di cemento
housing buildings,pavimento,pavimento in legno,moquette,pavimento in pietra,pavimento in tessuto,moquette,grasso,marmo,parquet,tavolà,pavimento in pietra,cemento
stationery,penna,penna a sfera,penna a sfera,penna stilografica,biro,penna a sfera,penna per scrivere,penna a sfera,penna a sfera,penna a sfera,penna a sfera,stilo
stationery,penna,penna stilografica,penna a inchiostro,penna a sfera,penna a inchiostro,penna pieghevole,penna da sintetizzare,penna a china,penna stilografica,penna tradizionale,penna a sbarra,penna per mano
stationery,penna,penna cancellabile,stilografica,penna da disegno,penna a matita,penna a punta fine,penna da sonda,penna a sfera a inchiostro lavabile,penna di plastica,penna gomma,pensa in borracce,penna in pennino
hobbies,pennello,pennello piatto,pennello da barba,pennello da pittore,pennello a mano,pennello da trucco,pennello da dipingere,pennello per acquerelli,pennello da cucina,pennello da tinta,pennello a mano,pennello a mano
hobbies,pennello,pennello da pittura,pennello per capelli,pennello per capelli,pennello a setole,pennello per acquerelli,pennello da vernice,pennello per tempera,pennello da dipinto,pennello da dipinto,pennello da bicchiere,pennello per acrilici
hobbies,pennello,pennello fine,pennello per pulizia,pennello per unghie,pennello elettrico,pennello per capelli,pennello da disegno,pennello da pittore,pennello acquarello,pensile,pennello da cucina,pennello per dipinti
kitchenware,pentola,pentola a pressione,pentola a pressione,pentola a pressione,pentola a pressione,pentola da forno,pentola da cucina,pentola a pressione,pentola da cucina,pentolaccino,pentola da cucina,pentola da cucina
kitchenware,pentola,pentola antiaderente,casseruola,pentola a coperchio,pentola da cucina,padella,pentola da fritto,pentola per risotti,pentola di bronzo,pentola con manico,pentolina,pentola a pressione
kitchenware,pentola,pentolino,pentola di ghisa,pentola a vapore,pentola da stufa,tegame,pentola da forno,pentola per pasta,pentolone,pentolaccio,pentola per cucina,pentolina
foods,pesce,tonno,sogliola,squalo,squalo,salmone,angelo rosso,salmone,salmone,salmone,pesce di mare,pesce d'acqua dolce
foods,pesce,pesce spada,squalo,tonno,anguilla,tonno,carpa,tonno,pesce spada,pesce gatto,baccala,pesce d'acqua salata
foods,pesce,merluzzo,trota,salmone,trutta,carpa,calamaro,pesce spada,pesce gatto,pesce spada,pesce da acqua dolce,abisso
kitchenware,piatto,piatto fondo,antipasto,piatto da portata,piatto da tavola,antipasto,piatto da cucina,piatto fondo,piatto da cucina,tazza,tavola,tazza
kitchenware,piatto,piatto piano,pasta,piatto da dessert,tazza,piatto etnico,piatto da dessert,piatto piano,piatto da tavola,piatto da riso,servizio in bianco,piatto da cucina
kitchenware,piatto,piatto da dolce,insalata,piatto da zuppa,piatto da pranzo,piatto vegetariano,tazza,piatto da servizio,piatto da frullato,piatto da pasta,piatto da cucina,tavola
body parts,piede,piede destro,piede umano,piede umano,piede destro,piede umano,piede destro,piede umano,piede umano,sandalo,piede destro,calzature
body parts,piede,piede piatto,piede di porco,piede di cavallo,dito,piede di una colonna,piede di tavolo,piede di una sedia,gamba,calzatura,piede umano,scarpe
body parts,piede,piede sinistro,piede di maiale,piede di tartaruga,piede sinistro,piede di una barca,piede di paglia,piede di un mobile,calzato,calzado,piede sinistro,calzare
plants,pino,pino silvestre,pino silvestre,pino d'aleppo,abete,pino silvestre,pino domestico,pino marittimo,pino d'albero,pineta,pinus sylvestris,pinus
plants,pino,pino marittimo,pino nero,pino cembro,pino da legno,pino d'aleppo,pino d'aleppo,pino domestico,pino mugo,pino d'aleppo,pinus ponderosa,pino rosso
plants,pino,pino mugo,pino domestico,pino marittimo,albero,pino marittimo,pino silvestre,pino silvestre,pino pigno,pino d'albero,abete,pineto
foods,pizza,pizza margherita,quattro formaggi,margherita,margherita,margherita,margherita,pizza margherita,margherita,margherita,pizza al taglio,pizza a forma di quadrato
foods,pizza,pizza capricciosa,pizza margherita,capricciosa,quattro stagioni,siciliana,calzone,pizza al taglio,hawaiiana,sliced pizza,pizza al forno,pizza a tagli
foods,pizza,pizza marinara,pizza capricciosa,pizza margherita,capricciosa,capricciosa,capricciosa,pizza al prosciutto,funghi,pizza classica,pizza con formaggio,pizza a quattro stagioni
furniture,poltrona,poltrona reclinabile,sedia reclinabile,divano,divano,poltrona da ufficio,poltrona reclinabile,poltrona reclinabile,divano,poltrona a due posti,sofà,divano
furniture,poltrona,poltrona a dondolo,poltrona a dondolo,poltrona reclinabile,poltrona da salotto,poltrona ergonomica,poltrona a rotelle,poltrona da ufficio,sedie,divano,divano,seduta
furniture,poltrona,poltrona in pelle,chaise longue,poltrona da ufficio,poltrona da letto,poltrona in pelle,poltrona a schiena retta,poltrona con braccioli,sedia a rotelle,poltrona a due piani,couch,cuscino
housing buildings,porta,porta scorrevole,porta blindata,porta di casa,porta d'ingresso,porta blindata,porta d'ingresso,porta d'ingresso,porta acciaio,porta di legno,porta di vestiti,porta d'ingresso
housing buildings,porta,porta blindata,porta a libro,porta di servizio,porta in casa,porta a soffietto,porta di sicurezza,porta blindata,porta in alluminio,porta di vetro,porta a mano,porta d'uscita
housing buildings,porta,porta a vetro,porta a scomparsa,porta di garage,porta di emergenza,porta a vetri,porta di accesso,porta di servizio,porta in metallo,porta di metallo,porta-saccar,porta a sesto
furnishings/fittings,portafotografia,cornice,cornice,portafotocamera,casco da fotografo,album fotografico,portafilm,portafoto,portafoglio,portafoglio,nikon,fotocamera
furnishings/fittings,portafotografia,portafotografia di legno,album,fotocamera,casco,borsa a tracolla per fotocamera,fascia porta-foto,portfolio stampato,portafoglio di fotografie,cappello,canon,camera
furnishings/fittings,portafotografia,quadro,astuccio,portafotocamere,casco per portafotografia,astuccio per fotocamera,porta-foto digitale,album fotografico,album fotografico,carta portafoglio,sony,portafoglio
furnishings/fittings,posacenere,posacenere di vetro,posacenere da terra,posacenere da tavolo,bidone,posacenere da tavolo,tazza da caffè,posacenere da tavolo,scarpe,pasta,bicchiere,cenere
furnishings/fittings,posacenere,posacenere di plastica,portacenere,posacenere da giardino,contenitore,posacenere portatile,tazza da tè,posacenere da camera da letto,cintura,posacenere nero,sciarpa,tazza
furnishings/fittings,posacenere,posacenere di metallo,posacenere da giardino,posacenere da ufficio,posacenere per lavagna,posacenere da pipa,tavola da pranzo,posacenere da bagno,lavabo,posacenere con tazze,anello,cassette per fumo
stationery,quaderno,quaderno a righe,quaderno a righe,quaderno di matematica,quaderno di scuola,quaderno a spirale,quaderno rigido,quaderno ad anelli,quaderno di lavoro,diario,carta,carta
stationery,quaderno,quaderno a quadretti,quaderno a quadretti,quaderno di storia,quaderno di appunti,quaderno a quadretti,quaderno da scuola,quaderno a righe,quaderno da scuola,libro,a5,foglio
stationery,quaderno,quaderno ad anelli,quaderno a fogli mobili,quaderno di appunti,quaderno di classe,quaderno con copertina rigida,quaderno da cucina,diario,quaderno di matematica,notebook,diario,libro
furnishings/fittings,quadro,quadro astratto,autoritratto,quadro da parete,quadro d'arte,ritratto,quadro pittorico,dipinto,quadro analogo,quadro di legno,quadrato,dipinto
furnishings/fittings,quadro,quadro elettrico,affresco,dipinto,quadro a muro,astratto,quadro dipinto,incisione,quadro nero,quadro nero,quadro per dipinti,quadro a olio
furnishings/fittings,quadro,ritratto,ritratto,quadro di carta,quadro di cartone,pop art,quadro di controllo,disegno,quadro piano,quadro dipinto,quadro a tavola,quadro di cucina
plants,quercia,leccio,quercus robur,quercia bianca,quercia di faggio,quercia bianca,quercia rossa,quercia rossa,quercia rossa,quercia bianca,quercia rossa,quercia rosso
plants,quercia,quercia secolare,roverella,quercia rossa,quercia di abete,quercia sessile,quercia rossiccia,quercia peduncolata,quercia bianca,quercia sessiliflora,quercia rosso,fagus
plants,quercia,rovere,quercus cerris,quercia da tavolo,quercia di pino,quercia palustre,quercia nera,quercia comune,quercia americana,quercia petraea,quercia bianca,robbinia
hobbies,racchetta,racchetta da tennis,racchetta da tennis,racchetta da tennis,racchetta da tennis,racchetta da tennis,racchetta da tennis,racchetta da tennis,racchetta da tennis,racchetta da tennis,racchetta da tennis,racchetta da tennis
hobbies,racchetta,racchetta da padel,racchetta da squash,racchetta da squash,racchetta da calcio,racchetta da beach tennis,racchetta da pallavolo,racchetta da squash,racchetta da squash,racchetta da badminton,tennis,tennistavolo
hobbies,racchetta,racchetta da ping pong,racchetta da badminton,racchetta da badminton,racchetta da pallavolo,racchetta da tamburello,racchetta da ping pong,racchetta da sci,tennis,racchetta da pallavolo,racchetta da squash,tennis
stationery,righello,squadra,righello a triangolo,righello da stoffa,campana,righello in plastica,righello da cucina,righello da carpentiere,righello di legno,regola,fork,12
stationery,righello,riga,righello a nastro,righello a stecchi,righello di pietra,righello da sarto,righello da disegno,righello da sarto,rig,12,borsa,righello a due scoppi
stationery,righello,righello di plastica,righello a doppia estensione,righello a vite,righello di porta,righello da falegname,righello da costruzione,righello da architetto,penna,righello metrico,cuffia,calce
housing buildings,ripostiglio,sgabuzzino,armadio,armadio,cassettone,armadio,armadio,armadio,armadio,scarpe,carta da ripostiglio,camice
housing buildings,ripostiglio,sottoscala,dispensa,armadio a muro,cassa,cassettiera,cassettone,scaffale,cassaforte,t-shirt,carta da lettere,armadio
housing buildings,ripostiglio,ripostiglio per scope,magazzino,scaffale,armadio,portaombrelli,cassetta,scatola,armadietto,camicia,carta,scarsella
foods,riso,riso basmati,arborio,riso integrale,arborio,riso integrale,arborio,riso bianco,riso bianco,riso bianco,arborio,riso bianco
foods,riso,riso venere,baldo,riso sushi,arroz con pollo,riso parboiled,riso integrale,riso basmati,riso integrale,grano di riso,arancetto,riso nero
foods,riso,riso carnaroli,carnaroli,riso glutinoso,riso integrale,riso nero,riso parboiled,riso integrale,riso arborio,riso parboiled,aranci,arriccio
plants,rosa,rosa rossa,rosa damascena,rosa canina,,rosa canina,rosa fiorita,rosa tea,rosa rossa,fiore di rosa,ro,fiore
plants,rosa,rosa bianca,rosa centifolia,rosacee,,rosa rugosa,ro,rosa rossa,fiore,rosa rosa,rosa dei venti,fiori
plants,rosa,rosa canina,rosa gallica,rosa di gerusalemme,,rosa gallica,rosa di vetro,rosa gialla,fiori,rosa rosa bianca,rosa pallida,rosa rosso
plants,salice,salice piangente,salix alba,salice da pesca,salice di legno,salix alba,salice comune,salice piangente,salice bianco,salice bianco,salice americano,acero
plants,salice,salice bianco,salice bianco,salice da vela,salice da pesca,salix caprea,abete bianco,pioppo tremulo,salice rosso,salice verde,salice arboreo,pioppo
plants,salice,salice nero,salice rosso,salice da canoa,salice di plastica,salix purpurea,salice blu,salice argenteo,salice nero,salice nero,salice a barba,abete
housing buildings,scala,scala a chiocciola,scala a chiocciola,scala a chiocciola,scala mobile,scala a chiocciola,scala a chiocciola,scala a chiocciola,scala a chiocciola,scala esterna,scala a scala,scala a pioli
housing buildings,scala,scala a pioli,scala mobile,scala a pioli,scala a chiocciola,scala a giorno,scala esterna,scala di sicurezza,scala rettangolare,scala di emergenza,scala a cuscino,staircase
housing buildings,scala,scala mobile,scala a pioli,scala a chiave,scala a piattaforma,scala a sbalzo,scala interna,scala a pioli,scala da salire,scala di accesso,scala a serpentina,scale mobile
clothes,scarpa,scarpa da ginnastica,stivale,scarpa da ginnastica,scarpa da ballo,stivaletto,sandalia,scarpa da ginnastica,scarpa da ginnastica,sandalo,scarpa da corsa,scarpa a punta
clothes,scarpa,scarpa col tacco,sandalo,scarpa da danza,scarpa da ginnastica,stivale da pioggia,stivali,scarpe da ginnastica,scarpa da corsa,pantofole,scarpa da calzare,stivali
clothes,scarpa,sneakers,ciabatta,scarpa da tennis,scarpa da neve,décolleté,sneaker,scarpa da calcio,scarpa da lavoro,panna di scarpa,scarpa da sport,scarpa per donna
body parts,schiena,schiena dritta,schiena dritta,schiena alta,coda,colonna vertebrale,schiena umana,dorsale,schiena di legno,sfinge,cervicale,muro
body parts,schiena,schiena curva,dorso,schiena curva,colonna vertebrale,vertebre,schiena di una montagna,toracica,schiena di vetro,pannelli solari,schiena vertebra,ossa
body parts,schiena,schiena scoliotica,schiena curva,schiena di cavallo,vertebre,midollo spinale,schiena di una colonna,dorsale superiore,schiena di un uomo,*nessuna entità*,schiena a collo,schiena laterale
clothes,sciarpa,sciarpa di lana,scialle,sciarpa da sci,cappuccio,sciarpa di cashmere,sciarpa a velcro,sciarpa di seta,sciarpa lunga,sciarpa di lana,bianca,sciarpa in gomma
clothes,sciarpa,scaldacollo,sciarpa di lana,sciarpa alpina,cappello,sciarpa di lana,sciarpa in pelle,sciarpa di lana,sciarpa di lana,sciarpa di seta,sciarpa da bicchiere,sciarpa in pelle
clothes,sciarpa,foulard,foulard,sciarpa da neve,guanti,sciarpa tubolare,sciarpa a vento,sciarpa di cotone,sciarpa da neve,capello,sciarpa in seta,sciarpa da neve
animals,scimmia,scimpanzè,gorilla,scimpanzé,capuchino,scimpanzé,gibbon,babbuino,gorilla,gorilla,babbuino,scimpanzé
animals,scimmia,gorilla,tamarino,gorilla,mandrillo,lemure,macaco,gorilla,macaco,orangutano,gorilla,orangutan
animals,scimmia,orango,scimpanzé,mandrillo,scimpanzé,saki,siamang,orangutan,bonobo,bonobo,orangutan,scimpanzè
kitchenware,scolapasta,scolapasta di plastica,scolapasta manuale,scolapasta a cassetta,cucchiaio,scolapasta in acciaio inossidabile,spaghetti,scolapasta in acciaio inossidabile,penna,,scolapasta a bolla,scolapasta metallica
kitchenware,scolapasta,scolapasta di acciaio,scolapasta a forbice,scolapasta a cerniera,coltello,scolapasta per pasta,scolapasti a forma rettangolare,scolapasta a imbuto,pennello,,barilla,colander
kitchenware,scolapasta,scolapasta di metallo,scolapasta elettrico,scolapasta in acciaio,scolapasta per polenta,scolapasta per verdure,spumeggiante,scolapasta rotondo,carta da scrivere,,scolapasta integrale,scolapasta sciolta
stationery,scolorina,scolorina a nastro,scolorina per capelli,cipria,vernice,candeggina,tintura,smalto,docente,1. 3d printer,scolorina digitale,bicchiere
stationery,scolorina,scolorina liquida,scolorina per pelle,calvizie,pigmenti,sapone per bucato,acquerello,colorante alimentare,scuola,tinta per capelli,scolorina di testo,cassette
stationery,scolorina,scolorina a penna,scolorina da barba,scolorina naturale,rosso,decolorante,tinta a olio,smalto per unghie,anziani,gomma da masticare,scolarina,bicchierino
vehicles,scooter,scooter 50,ape,vespa,scooter a due ruote,scooter elettrico,scooter a due ruote,scooter a pedali,vespa,vespa,vespa,
vehicles,scooter,scooter elettrico,scooter elettrico,scooter elettrico,scooter elettrico,scooter da neve,scooter da calcio,scooter a benzina,scooter a motore,lambretta,scooter elettrico,
vehicles,scooter,vespa,a pedali,scooter da corsa,scooter a motore,scooter da cross,scooter da corsa,scooter elettrico,scooter elettrico,piaggio,motoscooter,
furniture,scrivania,scrivania di legno,scrivania angolare,scrivania da ufficio,cassettiera,scrivania da ufficio,scrivania tradizionale,scrivania da ufficio,tavolo di lavoro,sedia,tavolo,tavolo
furniture,scrivania,scrivania da ufficio,scrivania per computer,scrivania da studio,tavolo da lavoro,scrivania per computer,scrivania a ruote,scrivania per ufficio,tavolo da scrivere,tavolo da lavoro,scrivania con tavoli,tavolo da lavoro
furniture,scrivania,scrivania angolare,*scrivania angolare*,scrivania da cucina,scrivania portatile,scrivania con cassetti,scrivania da studio,scrivania per bambini,scrivania in vetro,scrivere,scrivania mobile,tavolo da studio
furniture,sedia,sedia a dondolo,poltrona,sedia da giardino,sedia a rotelle,sedia da ufficio,sedia a rotelle,sedia da ufficio,sedia a rotelle,poltrona,sedia per ufficio,sedia da tavola
furniture,sedia,sedia di legno,sedia a dondolo,sedia da ufficio,poltrona,sedia per bambini,sedia da giardino,sedia da gaming,poltrona,sedia a rotelle,seduta,sedia a rotelle
furniture,sedia,sedia pieghevole,sedia a rotelle,sedia da cucina,sedia a sdraio,sedia a dondolo,sedia da cucina,sedia a rotelle,sedia a ruote,sedia a rulli,sedia da pranzo,cattedra
animals,serpente,serpente a sonagli,boa,cobra,vipera,cobra,anaconda,serpente velenoso,cobra,cobra,vipera,corallo
animals,serpente,cobra,cobra,boa,cobra,boa constrictor,python,serpente a sonagli,anaconda,python,cobra,serpente realistico
animals,serpente,vipera,vipera,serpente a sonagli,serpente a sonar,anaconda,boa,serpente non velenoso,vipera,serpente reale,boa,cascavel
clothes,slip,perizoma,slip da donna,slip da donna,guanti da slip,slip da donna,slip da notte,slip da uomo,calzino,pantaloni,slip-on,panty
clothes,slip,tanga,boxer,slip da uomo,guanti da sci,slip termici,slip intimo,slip con vita alta,guanti,calze,fusto,calze
clothes,slip,slip brasiliana,slip da uomo,slip da bagno,calzatura,slip di pizzo,slip da ghiaccio,slip con vita bassa,calzolino,pantaloncini,slipping,slip-in
housing buildings,soffitto,soffitto alto,a cassettoni,soffitto a volta,soffitto in legno,soffitto in gesso,soffitto piano,soffitto a volta,soffitto ligneo,soffitto ligneo,soffitto in legno,soffitto a tetto
housing buildings,soffitto,soffitto a cupola,a botte,soffitto a cassetta,soffitto a volta,soffitto a volta,soffitto a cassettoni,soffitto a cassettoni,soffitto in alluminio,vettorale,soffitto a cassetto,volte
housing buildings,soffitto,soffitto di legno,controsoffitto,soffitto a travi,soffitto a pavimento,soffitto in legno,soffitto in legno,soffitto sospeso,soffitto in legno,soffitto semplice,cassette,soffitto a tettoia
housing buildings,soggiorno,soggiorno open space,salotto,divano,divano,living,living room,divano,hotel,couch,hotel,soffa
housing buildings,soggiorno,soggiorno salotto,tinello,tv,tv,open space,sala da pranzo,tappeto,bed and breakfast,coffee table,motel,sala
body parts,spalla,spalla umana,spalla a sbalzo,spalla di asino,spalla di animale,spalla congelata,spalla destra,spalla umana,spalla di polo,spallino,spalla rosa,borsa
body parts,spalla,spalla destra,spalla a volant,spalla di manubrio,spalla anteriore,spalla bursite,spalla sinistra,spalla destra,capo,spalla di carne,soggiorno,frullatore
body parts,spalla,spalla animale,spalla a bretella,spalla di maiale,spalla sinistra,spalla sporgente,spalla anteriore,spalla di montone,spallina,giacca,spalla per bimbo,spalla alta
furnishings/fittings,specchio,specchio da parete,specchio da parete,specchio a muro,specchio da parete,specchio da trucco,specchio a cavaliere,specchio da parete,mirrore,mirrore,specchio ad angolo,specchio ad angolo
furnishings/fittings,specchio,specchio rotondo,specchio da terra,specchio da bagno,specchio a muro,specchio da tavolo,specchio a cavallo,specchio da tasca,specchio di legno,specchio di legno,specchio per uomo,specchio retro
furnishings/fittings,specchio,specchio portatile,specchio da toeletta,specchio da parete,specchio a parete,specchio da parete,specchio avente riflesso curvo,specchio da bagno,specchiolo,piccolo specchio,specchio retro-rilievo,specchio d'acqua
stationery,spillatrice,spillatrice tascabile,spillatrice automatica,spillatrice a batteria,spillatrice a mano,spillatrice da birra,spillatrice elettrica,spillatrice a molla,lavastoviglie,sewing machine,spillo-cambio,stapler
stationery,spillatrice,spillatrice manuale,spillatrice manuale,pistola spray,lavatrice,spillatrice portatile,spillatrice manuale,spillatrice manuale,lavapolvere,spillatrice ad alta velocità,spillatrice a batteria,stilografo
clothes,t-shirt,t-shirt a maniche corte,polo,polo,polo,t-shirt a maniche corte,t-shirt a collo rotondo,t-shirt a manica corta,t-shirt bianca,t-shirt nero,t-shirt a maniche brevi,t-shirt 2
clothes,t-shirt,t-shirt a maniche lunghe,canotta,camicia,maglia,t-shirt termica,cotton t-shirt,t-shirt senza maniche,t-shirt unisex,t-shirt grigio,polo,t-shirt a maniche corte
clothes,t-shirt,t-shirt con scollo a v,maglietta,maglietta a maniche lunghe,maglia a maniche corte,t-shirt da lavoro,t-shirt classico,t-shirt a maniche corte,t-shirt classica,t-shirt con maniche corte,camisole,t-shirt bianco
stationery,taccuino,taccuino a righe,quaderno,taccuino di appunti,diario,taccuino a spirale,diario,taccuino a spirale,taccuino da notepad,laptop,diario,notebook
stationery,taccuino,taccuino in pelle,agenda,taccuino personale,quaderno,taccuino di carta,quaderno,taccuino a fogli sciolti,pennarello,taccuino a puro olio,libro,diario
stationery,taccuino,taccuino a quadretti,diario,taccuino di viaggio,taccuino di viaggio,taccuino rilegato,taccuino da scuola,taccuino da disegno,taccuino di gomma,notebook,notebook,tablet
kitchenware,tagliere,tagliere in legno,tagliere in legno,tagliere da cucina,tagliere di legno,tagliere in legno,tagliere da tavolo,tagliere in legno,tagliere a mano,coltello,tagliere da cucina,tagliere da cucina
kitchenware,tagliere,tagliere in plastica,tagliere da carne,tagliere da lavoro,piatto,tagliere di legno,tagliere da tavola,tagliere per carne,tagliere manuali,tagliere manuale,bellezza,tagliere da cucina da cucina
kitchenware,tagliere,tagliere per salumi,tagliere da formaggio,tagliere da carni,tagliere da cucina,tagliere pieghevole,tagliere da carne,tagliere in acciaio inossidabile,tagliere rotanti,tagliere da foglio,tagliere da birra,tagliere per carne
furnishings/fittings,tappeto,tappeto persiano,tappeto persiano,tappeto da bagno,tappeto da giardino,tappeto persiano,tappeto a pile,tappeto persiano,tappeto da bagno,tappeto persiano,carpet,tappeto orientale
furnishings/fittings,tappeto,tappeto da bagno,tappeto tibetano,tappeto persiano,tappeto da salotto,tappeto moderno,tappeto a pianale,tappeto orientale,tappetoletto,tappeto orientale,tappeto a cuscino,tappeto a tessuto
furnishings/fittings,tappeto,tappeto turco,tappeto cinese,tappeto da cucina,tappezzi,tappeto shag,tappeto persiano,tappeto turco,ruggine,tappetino,rug,orientale
furniture,tavolo,tavolo di legno,tavolo da cucina,tavolo da pranzo,tavolo da pranzo,tavolo da pranzo,tavolo da pranzo,tavolo da pranzo,tavolo da pranzo,tavolo da lavoro,tavolo da cucina,tavolo da cucina
furniture,tavolo,tavolo da cucina,da cucina,tavolo da bar,tavolo da cucina,tavolo da salotto,tavolo da gioco,tavolo da cucina,tavolo da cena,tavolo da cena,tavolo da pranzo,tavolo da pranzo
furniture,tavolo,tavolo rotondo,tavolo da lavoro,tavolo da giardino,tavolo da gioco,tavolo da giardino,tavolo da cucina,tavolo da gioco,tavolo in legno,tavolo con vasi di fiori,tavolo da lavoro,tavolo da lavoro
kitchenware,teglia,teglia da forno,teglia per pizza,teglia per pizza,teglia a gas,teglia da forno,teglia da forno,teglia per biscotti,teglia di ceramica,teglia da forno,capello,teglia da forno
kitchenware,teglia,teglia rotonda,teglia per plumcake,teglia di cottura,teglia per pizza,teglia per muffin,teglia da frittata,teglia per pizza,piattaforma,teglia a forma di 't',tessuto,piatto
kitchenware,teglia,teglia rettangolare,teglia per crostate,teglia per dolci,teglia per biscotti,teglia per lasagne,teglia da pizza,teglia per brownie,teglia per pizza,teglia per caffè,teglia a piastre,teglia per pasta
hobbies,televisione,televisione al plasma,tv a schermo piatto,smart tv,tv a schermo piatto,televisore al plasma,televisione a tubo catodico,smart tv,televisore,televisore,monitor,monitor
hobbies,televisione,televisione a tubo catodico,lcd,tv oled,schermo,televisione a schermo piatto,televisore a tubo catodico,tv led,monitor,antenna,tv,display
hobbies,televisione,televisione a schermo piatto,altoparlante,tv 4k,schermo led,smart tv,tv a tubo catodico,tv al plasma,televisore a schermo piatto,tubo,smart tv,tube television
stationery,temperino,temperino singolo,temperino svizzero,temperino da cucina,candelabro,temperino da tasca,temperino da cucina,temperino a sfera,tazzolino,termometro,penne,calzature
stationery,temperino,temperino doppio,temperino a scatto,temperino per unghie,caldo,temperino a lama retrattile,temperino elettrico,temperino a lama,cucchiaio,termostato,birra,scovolatoio
stationery,temperino,temperamatite,coltello a scatto,temperino da unghie,cera,temperino da caccia,cucina in metallo,temperino a matita,temperino a sbarra,frullatore,bicchiere,telefono
