category,category_ita,concept,concept_exemplar,exemplar,count,min_rank,max_rank,mean_rank,first_occurrence,dominance,participant_concept,availability,asb_freq
animals,animali,mucca,MUCCA_maine-anjou,maine-anjou,1,22,22,22.0,0.0,1.0,1,0.10026,1.0
animals,animali,mucca,MUCCA_fleckvieh,fleckvieh,1,23,23,23.0,0.0,1.0,1,0.10026,15.0
animals,animali,mucca,MUCCA_chianina,chianina,1,24,24,24.0,0.0,1.0,1,0.10026,7511.0
animals,animali,mucca,MUCCA_marchigiana,marchigiana,1,25,25,25.0,0.0,1.0,1,0.10026,27792.0
animals,animali,mucca,MUCCA_romagnola,romagnola,1,26,26,26.0,0.0,1.0,1,0.10026,13847.0
animals,animali,mucca,MUCCA_maremmana,maremmana,1,27,27,27.0,0.0,1.0,1,0.10026,7353.0
animals,animali,mucca,MUCCA_podolica,podolica,1,28,28,28.0,0.0,1.0,1,0.10026,1221.0
animals,animali,mucca,MUCCA_sayaguesa,sayaguesa,1,29,29,29.0,0.0,1.0,1,0.10026,24.0
animals,animali,mucca,MUCCA_valdostana,valdostana,1,30,30,30.0,0.0,1.0,1,0.10026,13660.0
animals,animali,mucca,MUCCA_pezzata rossa,pezzata rossa,1,31,31,31.0,0.0,1.0,1,0.10026,330.0
animals,animali,mucca,MUCCA_regg,regg,1,32,32,32.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,muro,MURO_muro di cinta,di cinta,1,1,1,1.0,1.0,1.0,1,1.0,84.0
housing buildings,edifici residenziali,muro,MURO_muro di contenimento,di contenimento,1,2,2,2.0,0.0,1.0,1,0.10026,284.0
housing buildings,edifici residenziali,muro,MURO_muro di sostegno,di sostegno,1,3,3,3.0,0.0,1.0,1,0.10026,29.0
housing buildings,edifici residenziali,muro,MURO_muro di separazione,di separazione,1,4,4,4.0,0.0,1.0,1,0.10026,278.0
housing buildings,edifici residenziali,muro,MURO_muro di cinta vegetale,di cinta vegetale,1,5,5,5.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,muro,MURO_muro di gabbione,di gabbione,1,6,6,6.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,muro,MURO_muro a secco,a secco,1,7,7,7.0,0.0,1.0,1,0.10026,26.0
housing buildings,edifici residenziali,muro,MURO_muro di pietra,di pietra,1,8,8,8.0,0.0,1.0,1,0.10026,27.0
housing buildings,edifici residenziali,muro,MURO_muro di mattoni,di mattoni,1,9,9,9.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,muro,MURO_muro di cemento,di cemento,1,10,10,10.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,muro,MURO_muro di calcestruzzo,di calcestruzzo,1,11,11,11.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,muro,MURO_muro tagliafuoco,tagliafuoco,1,12,12,12.0,0.0,1.0,1,0.10026,6058.0
housing buildings,edifici residenziali,muro,MURO_muro anti-rumore,anti-rumore,1,13,13,13.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,muro,MURO_muro di protezione,di protezione,1,14,14,14.0,0.0,1.0,1,0.10026,38.0
housing buildings,edifici residenziali,muro,MURO_muro di contenimento idraulico,di contenimento idraulico,1,15,15,15.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,muro,MURO_muro di confine,di confine,1,16,16,16.0,0.0,1.0,1,0.10026,380.0
housing buildings,edifici residenziali,muro,MURO_muro di cinta perimetrale,di cinta perimetrale,1,17,17,17.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,muro,MURO_muro di recinzione,di recinzione,1,18,18,18.0,0.0,1.0,1,0.10026,40.0
housing buildings,edifici residenziali,muro,MURO_muro di divisione,di divisione,1,19,19,19.0,0.0,1.0,1,0.10026,
housing buildings,edifici residenziali,muro,MURO_muro di s,di s,1,20,20,20.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,naso,NASO_naso umano,umano,1,1,1,1.0,1.0,1.0,1,1.0,39518.0
body parts,parti del corpo,naso,NASO_naso canino,canino,1,2,2,2.0,0.0,1.0,1,0.10026,24136.0
body parts,parti del corpo,naso,NASO_naso felino,felino,1,3,3,3.0,0.0,1.0,1,0.10026,16546.0
body parts,parti del corpo,naso,NASO_naso equino,equino,1,4,4,4.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,naso,NASO_naso bovino,bovino,1,5,5,5.0,0.0,1.0,1,0.10026,29670.0
body parts,parti del corpo,naso,NASO_naso suino,suino,1,6,6,6.0,0.0,1.0,1,0.10026,33596.0
body parts,parti del corpo,naso,NASO_proboscide,proboscide,1,7,7,7.0,0.0,1.0,1,0.10026,4388.0
body parts,parti del corpo,naso,NASO_naso cameline,cameline,1,8,8,8.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,naso,NASO_rospo nasuto,rospo nasuto,1,9,9,9.0,0.0,1.0,1,0.10026,1.0
body parts,parti del corpo,naso,NASO_naso tubulare,tubulare,1,10,10,10.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,naso,NASO_narici,narici,1,11,11,11.0,0.0,1.0,1,0.10026,22439.0
body parts,parti del corpo,naso,NASO_seni paranasali,seni paranasali,1,12,12,12.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,naso,NASO_corno,corno,1,13,13,13.0,0.0,1.0,1,0.10026,17257.0
vehicles,veicoli,nave,NAVE_nave da crociera,da crociera,1,1,1,1.0,1.0,1.0,1,1.0,27.0
vehicles,veicoli,nave,NAVE_nave da guerra,da guerra,1,2,2,2.0,0.0,1.0,1,0.10026,62.0
vehicles,veicoli,nave,NAVE_nave cargo,cargo,1,3,3,3.0,0.0,1.0,1,0.10026,35270.0
vehicles,veicoli,nave,NAVE_nave da pesca,da pesca,1,4,4,4.0,0.0,1.0,1,0.10026,576.0
vehicles,veicoli,nave,NAVE_yacht,yacht,1,5,5,5.0,0.0,1.0,1,0.10026,42130.0
vehicles,veicoli,nave,NAVE_sottomarino,sottomarino,1,6,6,6.0,0.0,1.0,1,0.10026,34092.0
vehicles,veicoli,nave,NAVE_nave ospedale,ospedale,1,7,7,7.0,0.0,1.0,1,0.10026,37076.0
vehicles,veicoli,nave,NAVE_nave da ricerca,da ricerca,1,8,8,8.0,0.0,1.0,1,0.10026,
vehicles,veicoli,nave,NAVE_petroliera,petroliera,1,9,9,9.0,0.0,1.0,1,0.10026,7308.0
vehicles,veicoli,nave,NAVE_nave portacontainer,portacontainer,1,10,10,10.0,0.0,1.0,1,0.10026,3842.0
vehicles,veicoli,nave,NAVE_nave passeggeri,passeggeri,1,11,11,11.0,0.0,1.0,1,0.10026,27070.0
vehicles,veicoli,nave,NAVE_vela,vela,1,12,12,12.0,0.0,1.0,1,0.10026,20457.0
vehicles,veicoli,nave,NAVE_nave d'alto bordo,d'alto bordo,1,13,13,13.0,0.0,1.0,1,0.10026,
vehicles,veicoli,nave,NAVE_nave a vapore,a vapore,1,14,14,14.0,0.0,1.0,1,0.10026,659.0
vehicles,veicoli,nave,NAVE_nave a motore,a motore,1,15,15,15.0,0.0,1.0,1,0.10026,43.0
vehicles,veicoli,nave,NAVE_nave a propulsione nucleare,a propulsione nucleare,1,16,16,16.0,0.0,1.0,1,0.10026,
vehicles,veicoli,nave,NAVE_nave a idrogeno,a idrogeno,1,17,17,17.0,0.0,1.0,1,0.10026,
vehicles,veicoli,nave,NAVE_nave a energia solare,a energia solare,1,18,18,18.0,0.0,1.0,1,0.10026,
vehicles,veicoli,nave,NAVE_nave a vela elettrica,a vela elettrica,1,19,19,19.0,0.0,1.0,1,0.10026,
vehicles,veicoli,nave,NAVE_nave a batteria,a batteria,1,20,20,20.0,0.0,1.0,1,0.10026,211.0
body parts,parti del corpo,occhio,OCCHIO_occhio umano,umano,1,1,1,1.0,1.0,1.0,1,1.0,39518.0
body parts,parti del corpo,occhio,OCCHIO_occhio di un animale,di un animale,1,2,2,2.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,occhio,OCCHIO_occhio di un insetto,di un insetto,1,3,3,3.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,occhio,OCCHIO_occhio di un uccello,di un uccello,1,4,4,4.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,occhio,OCCHIO_occhio di un pesce,di un pesce,1,5,5,5.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,occhio,OCCHIO_occhio di un rettile,di un rettile,1,6,6,6.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,occhio,OCCHIO_occhio composto,composto,1,7,7,7.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,occhio,OCCHIO_occhio singolo,singolo,1,8,8,8.0,0.0,1.0,1,0.10026,21087.0
body parts,parti del corpo,occhio,OCCHIO_occhio fotografico,fotografico,1,9,9,9.0,0.0,1.0,1,0.10026,22704.0
body parts,parti del corpo,occhio,OCCHIO_occhio telescopico,telescopico,1,10,10,10.0,0.0,1.0,1,0.10026,17627.0
body parts,parti del corpo,occhio,OCCHIO_occhio a infrarossi,a infrarossi,1,11,11,11.0,0.0,1.0,1,0.10026,70.0
body parts,parti del corpo,occhio,OCCHIO_occhio artificiale,artificiale,1,12,12,12.0,0.0,1.0,1,0.10026,9647.0
body parts,parti del corpo,occhio,OCCHIO_occhio robotico,robotico,1,13,13,13.0,0.0,1.0,1,0.10026,23762.0
body parts,parti del corpo,occhio,OCCHIO_occhio di un giocattolo,di un giocattolo,1,14,14,14.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,occhio,OCCHIO_occhio magico,magico,1,15,15,15.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,occhio,OCCHIO_occhio di una statua,di una statua,1,16,16,16.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,occhio,OCCHIO_occhio di un idolo,di un idolo,1,17,17,17.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,occhio,OCCHIO_occhio di un'icona,di un'icona,1,18,18,18.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,occhio,OCCHIO_occhio di un dipinto,di un dipinto,1,19,19,19.0,0.0,1.0,1,0.10026,
plants,piante,orchidea,ORCHIDEA_phalaenopsis,phalaenopsis,1,1,1,1.0,1.0,1.0,1,1.0,2654.0
plants,piante,orchidea,ORCHIDEA_cattleya,cattleya,1,2,2,2.0,0.0,1.0,1,0.10026,5328.0
plants,piante,orchidea,ORCHIDEA_dendrobium,dendrobium,1,3,3,3.0,0.0,1.0,1,0.10026,1574.0
plants,piante,orchidea,ORCHIDEA_oncidium,oncidium,1,4,4,4.0,0.0,1.0,1,0.10026,664.0
plants,piante,orchidea,ORCHIDEA_paphiopedilum,paphiopedilum,1,5,5,5.0,0.0,1.0,1,0.10026,600.0
plants,piante,orchidea,ORCHIDEA_vanda,vanda,1,6,6,6.0,0.0,1.0,1,0.10026,6190.0
plants,piante,orchidea,ORCHIDEA_cymbidium,cymbidium,1,7,7,7.0,0.0,1.0,1,0.10026,787.0
plants,piante,orchidea,ORCHIDEA_miltoniopsis,miltoniopsis,1,8,8,8.0,0.0,1.0,1,0.10026,129.0
plants,piante,orchidea,ORCHIDEA_brassia,brassia,1,9,9,9.0,0.0,1.0,1,0.10026,54.0
plants,piante,orchidea,ORCHIDEA_zygopetalum,zygopetalum,1,10,10,10.0,0.0,1.0,1,0.10026,45.0
plants,piante,orchidea,ORCHIDEA_masdevallia,masdevallia,1,11,11,11.0,0.0,1.0,1,0.10026,65.0
plants,piante,orchidea,ORCHIDEA_lycaste,lycaste,1,12,12,12.0,0.0,1.0,1,0.10026,37.0
plants,piante,orchidea,ORCHIDEA_epidendrum,epidendrum,1,13,13,13.0,0.0,1.0,1,0.10026,109.0
plants,piante,orchidea,ORCHIDEA_stanhopea,stanhopea,1,14,14,14.0,0.0,1.0,1,0.10026,19.0
plants,piante,orchidea,ORCHIDEA_restrepia,restrepia,1,15,15,15.0,0.0,1.0,1,0.10026,20.0
plants,piante,orchidea,ORCHIDEA_maxillaria,maxillaria,1,16,16,16.0,0.0,1.0,1,0.10026,27.0
plants,piante,orchidea,ORCHIDEA_odontoglossum,odontoglossum,1,17,17,17.0,0.0,1.0,1,0.10026,121.0
plants,piante,orchidea,ORCHIDEA_promenaea,promenaea,1,18,18,18.0,0.0,1.0,1,0.10026,3.0
plants,piante,orchidea,ORCHIDEA_catasetum,catasetum,1,19,19,19.0,0.0,1.0,1,0.10026,19.0
plants,piante,orchidea,ORCHIDEA_acianthera,acianthera,1,20,20,20.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,orecchio,ORECCHIO_orecchio umano,umano,1,1,1,1.0,1.0,1.0,1,1.0,39518.0
body parts,parti del corpo,orecchio,ORECCHIO_orecchio animale,animale,1,2,2,2.0,0.0,1.0,1,0.10026,22192.0
body parts,parti del corpo,orecchio,ORECCHIO_orecchio esterno,esterno,1,3,3,3.0,0.0,1.0,1,0.10026,15878.0
body parts,parti del corpo,orecchio,ORECCHIO_orecchio medio,medio,1,4,4,4.0,0.0,1.0,1,0.10026,47336.0
body parts,parti del corpo,orecchio,ORECCHIO_orecchio interno,interno,1,5,5,5.0,0.0,1.0,1,0.10026,16306.0
body parts,parti del corpo,orecchio,ORECCHIO_orecchio destro,destro,1,6,6,6.0,0.0,1.0,1,0.10026,16693.0
body parts,parti del corpo,orecchio,ORECCHIO_orecchio sinistro,sinistro,1,7,7,7.0,0.0,1.0,1,0.10026,16969.0
body parts,parti del corpo,orecchio,ORECCHIO_orecchio peloso,peloso,1,8,8,8.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,orecchio,ORECCHIO_orecchio a punta,a punta,1,9,9,9.0,0.0,1.0,1,0.10026,356.0
body parts,parti del corpo,orecchio,ORECCHIO_orecchio da elfo,da elfo,1,10,10,10.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,orecchio,ORECCHIO_padiglione auricolare,padiglione auricolare,1,11,11,11.0,0.0,1.0,1,0.10026,1126.0
body parts,parti del corpo,orecchio,ORECCHIO_condotto uditivo esterno,condotto uditivo esterno,1,12,12,12.0,0.0,1.0,1,0.10026,26.0
body parts,parti del corpo,orecchio,ORECCHIO_timpano,timpano,1,13,13,13.0,0.0,1.0,1,0.10026,53908.0
body parts,parti del corpo,orecchio,ORECCHIO_ossicoli dell'orecchio,ossicoli dell'orecchio,1,14,14,14.0,0.0,1.0,1,0.10026,0.0
body parts,parti del corpo,orecchio,ORECCHIO_coclea,coclea,1,15,15,15.0,0.0,1.0,1,0.10026,7682.0
body parts,parti del corpo,orecchio,ORECCHIO_canale uditivo,canale uditivo,1,16,16,16.0,0.0,1.0,1,0.10026,81.0
body parts,parti del corpo,orecchio,ORECCHIO_timpanosclerosis,timpanosclerosis,1,17,17,17.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,orecchio,ORECCHIO_otite,otite,1,18,18,18.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,orecchio,ORECCHIO_orecchio del topo,del topo,1,19,19,19.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,orecchio,ORECCHIO_orecchio del gatto,del gatto,1,20,20,20.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,orecchio,ORECCHIO_orecchio del cane,del cane,1,21,21,21.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,orecchio,ORECCHIO_orecchio del,del,1,22,22,22.0,0.0,1.0,1,0.10026,
furnishings/fittings,arredamenti/accessori,orologio,OROLOGIO_orologio da polso,da polso,1,1,1,1.0,1.0,1.0,1,1.0,327.0
furnishings/fittings,arredamenti/accessori,orologio,OROLOGIO_orologio da tavolo,da tavolo,1,2,2,2.0,0.0,1.0,1,0.10026,46.0
furnishings/fittings,arredamenti/accessori,orologio,OROLOGIO_orologio a pendolo,a pendolo,1,3,3,3.0,0.0,1.0,1,0.10026,28.0
furnishings/fittings,arredamenti/accessori,orologio,OROLOGIO_orologio da parete,da parete,1,4,4,4.0,0.0,1.0,1,0.10026,435.0
furnishings/fittings,arredamenti/accessori,orologio,OROLOGIO_orologio da comodino,da comodino,1,5,5,5.0,0.0,1.0,1,0.10026,31.0
furnishings/fittings,arredamenti/accessori,orologio,OROLOGIO_orologio da tasca,da tasca,1,6,6,6.0,0.0,1.0,1,0.10026,56.0
furnishings/fittings,arredamenti/accessori,orologio,OROLOGIO_orologio digitale,digitale,1,7,7,7.0,0.0,1.0,1,0.10026,18961.0
furnishings/fittings,arredamenti/accessori,orologio,OROLOGIO_orologio analogico,analogico,1,8,8,8.0,0.0,1.0,1,0.10026,21133.0
furnishings/fittings,arredamenti/accessori,orologio,OROLOGIO_orologio da torre,da torre,1,9,9,9.0,0.0,1.0,1,0.10026,237.0
furnishings/fittings,arredamenti/accessori,orologio,OROLOGIO_orologio da cucina,da cucina,1,10,10,10.0,0.0,1.0,1,0.10026,27.0
furnishings/fittings,arredamenti/accessori,orologio,OROLOGIO_orologio da viaggio,da viaggio,1,11,11,11.0,0.0,1.0,1,0.10026,391.0
furnishings/fittings,arredamenti/accessori,orologio,OROLOGIO_orologio da immersione,da immersione,1,12,12,12.0,0.0,1.0,1,0.10026,124.0
furnishings/fittings,arredamenti/accessori,orologio,OROLOGIO_orologio solare,solare,1,13,13,13.0,0.0,1.0,1,0.10026,14932.0
furnishings/fittings,arredamenti/accessori,orologio,OROLOGIO_orologio al quarzo,al quarzo,1,14,14,14.0,0.0,1.0,1,0.10026,
furnishings/fittings,arredamenti/accessori,orologio,OROLOGIO_orologio meccanico,meccanico,1,15,15,15.0,0.0,1.0,1,0.10026,26384.0
furnishings/fittings,arredamenti/accessori,orologio,OROLOGIO_orologio da polso intelligente,da polso intelligente,1,16,16,16.0,0.0,1.0,1,0.10026,
furnishings/fittings,arredamenti/accessori,orologio,OROLOGIO_orologio da tasca antico,da tasca antico,1,17,17,17.0,0.0,1.0,1,0.10026,
furnishings/fittings,arredamenti/accessori,orologio,OROLOGIO_orologio da collezione,da collezione,1,18,18,18.0,0.0,1.0,1,0.10026,617.0
furnishings/fittings,arredamenti/accessori,orologio,OROLOGIO_orologio da uomo,da uomo,1,19,19,19.0,0.0,1.0,1,0.10026,44.0
animals,animali,orso,ORSO_orso polare,polare,1,1,1,1.0,1.0,1.0,1,1.0,12010.0
animals,animali,orso,ORSO_orso grizzly,grizzly,1,2,2,2.0,0.0,1.0,1,0.10026,14652.0
animals,animali,orso,ORSO_orso nero,nero,1,3,3,3.0,0.0,1.0,1,0.10026,30046.0
animals,animali,orso,ORSO_orso bruno,bruno,1,4,4,4.0,0.0,1.0,1,0.10026,10487.0
animals,animali,orso,ORSO_orso kodiak,kodiak,1,5,5,5.0,0.0,1.0,1,0.10026,850.0
animals,animali,orso,ORSO_orso urlante,urlante,1,6,6,6.0,0.0,1.0,1,0.10026,
animals,animali,orso,ORSO_orso dagli occhiali,dagli occhiali,1,7,7,7.0,0.0,1.0,1,0.10026,
animals,animali,orso,ORSO_orso del gobi,del gobi,1,8,8,8.0,0.0,1.0,1,0.10026,
animals,animali,orso,ORSO_orso malese,malese,1,9,9,9.0,0.0,1.0,1,0.10026,17520.0
animals,animali,orso,ORSO_orso labiato,labiato,1,10,10,10.0,0.0,1.0,1,0.10026,
animals,animali,orso,ORSO_orso sun,sun,1,11,11,11.0,0.0,1.0,1,0.10026,
animals,animali,orso,ORSO_orso andino,andino,1,12,12,12.0,0.0,1.0,1,0.10026,
animals,animali,orso,ORSO_orso tibetano,tibetano,1,13,13,13.0,0.0,1.0,1,0.10026,16624.0
animals,animali,orso,ORSO_orso bianco,bianco,1,14,14,14.0,0.0,1.0,1,0.10026,2759185.0
animals,animali,orso,ORSO_orso blu,blu,1,15,15,15.0,0.0,1.0,1,0.10026,19051.0
animals,animali,orso,ORSO_orso nero asiatico,nero asiatico,1,16,16,16.0,0.0,1.0,1,0.10026,
animals,animali,orso,ORSO_orso baribal,baribal,1,17,17,17.0,0.0,1.0,1,0.10026,
animals,animali,orso,ORSO_orso del klondike,del klondike,1,18,18,18.0,0.0,1.0,1,0.10026,
animals,animali,orso,ORSO_orso della cordigliera,della cordigliera,1,19,19,19.0,0.0,1.0,1,0.10026,
animals,animali,orso,ORSO_orso del caucaso,del caucaso,1,20,20,20.0,0.0,1.0,1,0.10026,
animals,animali,orso,ORSO_orso himalayano,himalayano,1,21,21,21.0,0.0,1.0,1,0.10026,3099.0
animals,animali,orso,ORSO_orso del kamchatka,del kamchatka,1,22,22,22.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,padella,PADELLA_padella antiaderente,antiaderente,1,1,1,1.0,1.0,1.0,1,1.0,17076.0
kitchenware,utensili da cucina,padella,PADELLA_padella in ghisa,in ghisa,1,2,2,2.0,0.0,1.0,1,0.10026,217.0
kitchenware,utensili da cucina,padella,PADELLA_padella in acciaio inossidabile,in acciaio inossidabile,1,3,3,3.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,padella,PADELLA_padella in rame,in rame,1,4,4,4.0,0.0,1.0,1,0.10026,288.0
kitchenware,utensili da cucina,padella,PADELLA_padella per wok,per wok,1,5,5,5.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,padella,PADELLA_padella per frittelle,per frittelle,1,6,6,6.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,padella,PADELLA_padella per crepes,per crepes,1,7,7,7.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,padella,PADELLA_padella per paella,per paella,1,8,8,8.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,padella,PADELLA_padella per tajine,per tajine,1,9,9,9.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,padella,PADELLA_padella per risotto,per risotto,1,10,10,10.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,padella,PADELLA_padella per salsa,per salsa,1,11,11,11.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,padella,PADELLA_padella per grigliare,per grigliare,1,12,12,12.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,padella,PADELLA_padella per brasare,per brasare,1,13,13,13.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,padella,PADELLA_padella per rosolare,per rosolare,1,14,14,14.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,padella,PADELLA_padella per saltare in padella,per saltare in padella,1,15,15,15.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,padella,PADELLA_padella per cuocere al forno,per cuocere al forno,1,16,16,16.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,padella,PADELLA_padella per cottura a vapore,per cottura a vapore,1,17,17,17.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,padella,PADELLA_padella per cottura a pressione,per cottura a pressione,1,18,18,18.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,padella,PADELLA_padella per cottura,per cottura,1,19,19,19.0,0.0,1.0,1,0.10026,
hobbies,passatempi,palla,PALLA_pallone da calcio,pallone da calcio,1,1,1,1.0,1.0,1.0,1,1.0,112.0
hobbies,passatempi,palla,PALLA_pallone da basket,pallone da basket,1,2,2,2.0,0.0,1.0,1,0.10026,56.0
hobbies,passatempi,palla,PALLA_pallone da rugby,pallone da rugby,1,3,3,3.0,0.0,1.0,1,0.10026,48.0
hobbies,passatempi,palla,PALLA_pallina da tennis,pallina da tennis,1,4,4,4.0,0.0,1.0,1,0.10026,37.0
hobbies,passatempi,palla,PALLA_pallina da ping pong,pallina da ping pong,1,5,5,5.0,0.0,1.0,1,0.10026,47.0
hobbies,passatempi,palla,PALLA_palla da baseball,da baseball,1,6,6,6.0,0.0,1.0,1,0.10026,55.0
hobbies,passatempi,palla,PALLA_palla da softball,da softball,1,7,7,7.0,0.0,1.0,1,0.10026,28.0
hobbies,passatempi,palla,PALLA_palla da bowling,da bowling,1,8,8,8.0,0.0,1.0,1,0.10026,40.0
hobbies,passatempi,palla,PALLA_palla da golf,da golf,1,9,9,9.0,0.0,1.0,1,0.10026,28.0
hobbies,passatempi,palla,PALLA_palla da pallavolo,da pallavolo,1,10,10,10.0,0.0,1.0,1,0.10026,52.0
hobbies,passatempi,palla,PALLA_palla da beach volley,da beach volley,1,11,11,11.0,0.0,1.0,1,0.10026,
hobbies,passatempi,palla,PALLA_palla medica,medica,1,12,12,12.0,0.0,1.0,1,0.10026,24451.0
hobbies,passatempi,palla,PALLA_palla anti-stress,anti-stress,1,13,13,13.0,0.0,1.0,1,0.10026,
hobbies,passatempi,palla,PALLA_palla da spiaggia,da spiaggia,1,14,14,14.0,0.0,1.0,1,0.10026,681.0
hobbies,passatempi,palla,PALLA_palla da ginnastica,da ginnastica,1,15,15,15.0,0.0,1.0,1,0.10026,393.0
hobbies,passatempi,palla,PALLA_palla da basket gonfiabile,da basket gonfiabile,1,16,16,16.0,0.0,1.0,1,0.10026,
hobbies,passatempi,palla,PALLA_palla da calcio da tavolo,da calcio da tavolo,1,17,17,17.0,0.0,1.0,1,0.10026,
hobbies,passatempi,palla,PALLA_palla da neve,da neve,1,18,18,18.0,0.0,1.0,1,0.10026,23.0
hobbies,passatempi,palla,PALLA_palla di natale,di natale,1,19,19,19.0,0.0,1.0,1,0.10026,
hobbies,passatempi,palla,PALLA_palla di cannone,di cannone,1,20,20,20.0,0.0,1.0,1,0.10026,
hobbies,passatempi,palla,PALLA_palla di,di,1,21,21,21.0,0.0,1.0,1,0.10026,14507.0
body parts,parti del corpo,pancia,PANCIA_stomaco,stomaco,1,1,1,1.0,1.0,1.0,1,1.0,38542.0
body parts,parti del corpo,pancia,PANCIA_ventre,ventre,1,2,2,2.0,0.0,1.0,1,0.10026,45042.0
body parts,parti del corpo,pancia,PANCIA_addome,addome,1,3,3,3.0,0.0,1.0,1,0.10026,202072.0
body parts,parti del corpo,pancia,PANCIA_pancino,pancino,1,4,4,4.0,0.0,1.0,1,0.10026,6958.0
body parts,parti del corpo,pancia,PANCIA_pancetta,pancetta,1,5,5,5.0,0.0,1.0,1,0.10026,88226.0
body parts,parti del corpo,pancia,PANCIA_budello,budello,1,6,6,6.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,pancia,PANCIA_intestino,intestino,1,7,7,7.0,0.0,1.0,1,0.10026,32754.0
body parts,parti del corpo,pancia,PANCIA_cavità addominale,cavità addominale,1,8,8,8.0,0.0,1.0,1,0.10026,561.0
body parts,parti del corpo,pancia,PANCIA_pancia molle,molle,1,9,9,9.0,0.0,1.0,1,0.10026,21404.0
body parts,parti del corpo,pancia,PANCIA_pancia prominente,prominente,1,10,10,10.0,0.0,1.0,1,0.10026,8237.0
foods,cibi,pane,PANE_baguette,baguette,1,1,1,1.0,1.0,1.0,1,1.0,7160.0
foods,cibi,pane,PANE_focaccia,focaccia,1,2,2,2.0,0.0,1.0,1,0.10026,39792.0
foods,cibi,pane,PANE_ciabatta,ciabatta,1,3,3,3.0,0.0,1.0,1,0.10026,20013.0
foods,cibi,pane,PANE_pita,pita,1,4,4,4.0,0.0,1.0,1,0.10026,4006.0
foods,cibi,pane,PANE_bagel,bagel,1,5,5,5.0,0.0,1.0,1,0.10026,2664.0
foods,cibi,pane,PANE_pane integrale,integrale,1,6,6,6.0,0.0,1.0,1,0.10026,17993.0
foods,cibi,pane,PANE_pane ai cereali,ai cereali,1,7,7,7.0,0.0,1.0,1,0.10026,
foods,cibi,pane,PANE_pane in cassetta,in cassetta,1,8,8,8.0,0.0,1.0,1,0.10026,
foods,cibi,pane,PANE_pane all'olio,all'olio,1,9,9,9.0,0.0,1.0,1,0.10026,0.0
foods,cibi,pane,PANE_pane piatto,piatto,1,10,10,10.0,0.0,1.0,1,0.10026,31104.0
foods,cibi,pane,PANE_pane naan,naan,1,11,11,11.0,0.0,1.0,1,0.10026,955.0
foods,cibi,pane,PANE_pane sesamo,sesamo,1,12,12,12.0,0.0,1.0,1,0.10026,
